source,registration_no,firm_name,address,email,phone,mobile,website,products
MPEDA,MA1/MT/436/22,ESMAIL HAJI ABDULLA & CO,"W-190 (F), TALOJA MIDC INDUSTRIAL AREA, TALUKA - PANVEL - 410208 410208 Maharashtra",esmailhajiabdula@gmail.com,8983473581,9820092113.0,,Others-Non Edible:Fish Powder (Non-Edible)(Fish Powder)
MPEDA,MA1/MT/450/23,FAIR EXPORTS (INDIA) PRIVATE LIMITED,"501, MADHAVA BLDGS, BANDRA KURLA COMPLEX, BANDRA E, MUMBAI SUBURBAN 400051 Maharashtra",QA@fairexports.net,8891643025,8891643025.0,,"Frozen:Shrimp Wild(FROZEN DEEP SEA SHRIMPS,FROZEN SHRIMPS BLOCK,FROZEN POOVALAN SHRIMPS BLOCK,FROZEN KARIKKADI SHRIMPS BLOCK) Frozen:Cuttlefish(FROZEN CLEANED CUTTLE FISH,FROZEN CLEANED CUTTLE FISH IF,FROZEN CLEAN CUTTLEFISH,FROZEN WHOLE CLEANED CUTTLEFISH,FROZEN WHOLE CLEANED CUTTLE FISH IF) Frozen:Squid(FROZEN CUT SQUID SKIN ON RINGS AND TENTACLES,FROZEN SQUID WHOLE CLEANED,FROZEN CUT SQUID,FROZEN CUT SQUID IF,FROZEN SQUID WHOLE BLOCK FROZEN,FROZEN LOLIGO SQUID WHOLE,FROZEN INDIAN SQUID RINGS AND TENACLES,FROZEN SQUID TUBE AND TENTACLES,FROZEN SQUID TUBES,FROZEN SQUID RINGS BLOCK,FROZEN SQUID RINGS IF,FROZEN SQUID TUBE IF,FROZEN SQUID WHOLE CLEANED IF,FROZEN SEAFOOD MIX IF) Frozen:Octopus(FROZEN GUTTED OCTOPUS BLOCK,FROZEN GUTTED OCTOPUS,FROZEN OCTOPUS GUTTED,FROZEN OCTOPUS WHOLE CLEANED)"
MPEDA,MA1/MT/036/05,FORSTAR FROZEN FOODS PVT. LTD.,"505- A, Galleria Hiranandani Garden, Powai, Mumbai 400076 Maharashtra",export@forstarfoods.com,27410807,9821012746.0,www.forstarfrozenfood.com,"Frozen:Fish Wild(FROZEN PUD SHRIMPS BLANCHED IQF,FROZEN HL SHRIMPS BLANCHED IQF) Frozen:Shrimp Wild(FROZEN PUD SHRIMPS BLANCHED IQF,FROZEN HLSO SHRIMPS BLANCHED IQF,FROZEN PD SHRIMPS BLANCHED IQF) Frozen:Shrimp Aquaculture(FROZEN PD VANNAMEI SHRIMPS RAW IQF,FROZEN PD TAIL ON VANNAMEI SHRIMPS RAW IQF,FROZEN PD VANNAMEI BLANCHED IQF,FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS RAW IQF,FROZEN PD VANNAMEI SHRIMPS BLOCK) Frozen:Cuttlefish(FROZEN CUTTLEFISH STRIP BLANCHED IQF,FROZEN CUTTLEFISH TENTACLES BLANCHED IQF,FROZEN CUTTLEFISH WHOLE CLEANED IQF) Frozen:Squid(FROZEN SQUID WHOLE RAW BLOCK,FROZEN SQUID WHOLE IQF,FROZEN SQUID WHOLE CLEANED IQF,FROZEN SQUID WHOLE CLEANED BLOCK,FROZEN SQUID RING AND TENTACLES BLANCHED IQF,FROZEN SQUID RING BLANCHED IQF)"
MPEDA,MA4/MT/001/18,GADRE MARINE EXPORTS,"3298-A, Mirkarwada Ratnagiri 415612 Maharashtra",felix.dsouza@gadremarine.com,2352232570,9823263386.0,,"Frozen:Fish Wild(Frozen Indian Mackerel Whole,Frozen Tilapia Whole,Frozen Tilapia Fillet,Frozen Seer Fish Whole,Frozen Sardine Whole,Frozen Silver Croaker whole,Frozen Yellow croaker whole,Frozen Tiger Tooth Croaker whole,Frozen Reef Cod whole,Frozen Ribbon fish whole,frozen Seer Fish Steaks) Frozen:Fish Aquaculture(Frozen Tilapia whole) Frozen:Shrimp Wild(Frozen Karikadi shrimps (HOSO, HLSO, PUD),Cooked PUD Karikadi shrimps,Frozen Raw white prawn (HOSO),Frozen Raw Brown Shrimps (HLSO, PD, PUD)) Frozen:Shrimp Aquaculture(Frozen Raw HOSO Vannamei Shrimps,Frozen Raw HLSO Vannamei Shrimps,Frozen Raw PD Vannamei Shrimps,Frozen Raw PDTO Vannamei shrimps,Frozen Raw PUD Vannamei shrimp,Frozen Raw PUDTO Vannamei shrimps,Blanched PD Vannamei shrimps IQF,Blanched PDTO Vannamei shrimp IQF,Blanched PUD Vannamei shrimp IQF,Blanched PUDTO Vannamei shrimp IQF,Cooked HOSO Vannamei shrimps IQF,Cooked HLSO Vannamei Shrimps IQF,Cooked PD Vannamei Shrimps IQF,Cooked PDTO Vannamei Shrimps IQF,Cooked PUD Vannamei Shrimps IQF,Cooked PUDTO vannamei shrimps IQF,Frozen Raw HOSO Black Tiger shrimps,Frozen Raw HLSO Black Tiger Shrimps,Frozen Raw PD Black Tiger shrimps,Frozen raw PDTO Black Tiger shrimps) Frozen:Cuttlefish(Frozen Cuttle fish whole,Frozen Cuttle fish whole cleaned,Frozen Cuttle fish fillet) Frozen:Squid(Frozen Squid Whole,Frozen Squid Whole cleaned,Frozen Squid Tubes,Frozen Squid Tentacles,Frozen Squid Rings,Frozen Squid Strips) Frozen:Octopus(Frozen Octopus whole)"
MPEDA,MA1/MT/443/22,GLOBAL MARINE EXPORTS,"PLOT NO. G2, TALOJA MIDC INDUSTRIAL AREA, TALUKA - PANVEL, DIST - RAIGAD - 410208 410208 Maharashtra",mailglobalmarine@gmail.com,982092113,9820092113.0,,"Others-Non Edible:Fish Powder (Non-Edible)(Fish Powder) Others-Non Edible:Fish Meals (Non-Edible)(DRIED SQUID INK EXTRACT (S),Dried squid Ink Extract (J))"
MPEDA,MA1/MT/490/25,GLOBUS MARINE INTERNATIONAL,"Gala no 6, 1st floor, Arihant Godown Complex Shed no 13, Purne Bhiwandi, Thane Maharashtra",ashish@globusmarineinternational.com,9773546057,9773546057.0,,
MPEDA,MA1/MT/445/23,GODREJ AGROVET LIMITED,"GODREJ ONE, 3RD FLOOR, PIROJSHANAGAR, EASTERN EXPRESS HIGHWAY, VIKHROLI (EAST), MUMBAI - 400079 400079 Maharashtra",a.sendhil@godrejagrovet.com,9703020565,9703020565.0,www.godrejagrovet.com,"Others-Non Edible:Fish Feed (Non-Edible)(Super Gold ECO,Super Gold,Shakti,Spark Advanced,Profit Plus,Spark Plus,Vrudhi,Vrudhi Plus,Nutrifry)"
MPEDA,MA1/MT/343/17,H.P. ENTERPRISE,"Survey No.45,Francis Nagar, Karai Pada, Uttan-Pali Road, Uttan-Bhayander West Uttan 401106 Maharashtra",hpenterprise313@yahoo.co.in,9867478650,9867478650.0,,"Dried:Fish Maws/Isinglass(ALL KINDS OF DRIED FISH MAWS,DRIED FISH SKIN,ALL KINDS OF DRIED MARINE PRODUCTS)"
MPEDA,MA4/MT/003/18,JEELANI MARINE PRODUCTS,"Plot No.G-6 & G-7/2 MIDC Area, Mirjole Block, Ratnagiri 415639 Maharashtra",zahoor@jeelanimarine.com,02352231054,8805780720.0,www.jeelanimarine.com,"Frozen:Fish Wild(FROZEN INDIAN MACKEREL,FROZEN RIBBON FISH WHOLE,FROZEN SILVER POMFRET,FROZEN YELLOW FIN TUNA,FROZEN SARDINES,FROZEN ANCHOVIES,FROZEN HILSA,FROZEN ILISHA,FROZEN SEER FISH,FROZEN LITTLE TUNA,FROZEN SKIP JACK TUNA,FROZEN BIG EYE TUNA,FROZEN BLUE FIN TUNA,FROZEN MAHI MAHI,FROZEN HORSE MACKEREL,FROZEN TREVALLY,FROZEN WHITE SNAPPER,FROZEN RED SNAPPER,FROZEN GREEN SEA CARP,FROZEN REEF COD,FROZEN BLACK POMFRET,FROZEN CHINESE POMFRET,FROZEN YELLOW CROAKER,FROZEN SILVER CROAKER,FROZEN TIGER TOOTH CROAKER,FROZEN BRONZE CROAKER,FROZEN GHOLEFISH,FROZEN BOMBAY DUCK,FROZEN EEL,FROZEN BARRACUDA,FROZEN GREEN JOBFISH,FROZEN LIZARD FISH,FROZEN PINK PERCH,FROZEN MULLET,FROZEN LEATHER SKIN,FROZEN LEATHER JACKET,FROZEN SEA BASS,FROZEN SOLE FISH,FROZEN LADY FISH,FROZEN SEA BREAM,FROZEN ROHU,FROZEN CATLA,FROZEN BOAL,FROZEN AYER,FROZEN TENGRA,FROZEN PABDA,FROZEN TILAPIA,FROZEN PEARL SPOT,FROZEN MRIGAL,FROZEN SILVER CARP,FROZEN COMMON CARP,FROZEN GRASS CARP,FROZEN CAT FISH) Frozen:Shrimp Wild(FROZEN HOSO SEA WHITE SHRIMPS,FROZEN HLSO SEA WHITE SHRIMPS,FROZEN HOSO SEA TIGER SHRIMPS,FROZEN HLSO SEA TIGER SHRIMPS,FROZEN PUD BROWN SHRIMPS,FROZEN PUD PINK BROWN SHRIMPS,FROZEN PUD POOVALAN SHRIMPS,FROZEN PUD KARIKADI SHRIMPS,FROZEN HOSO KARIKADI SHRIMPS,FROZEN HLSO KARIKADI SHRIMPS,FROZEN HOSO POOVALAN SHRIMPS,FROZEN HLSO POOVALAN SHRIMPS,FROZEN HOSO BROWN SHRIMPS,FROZEN HLSO BROWN SHRIMPS,FROZEN PD BROWN SHRIMPS,FROZEN PDTO BROWN SHRIMPS,FROZEN HLSO PINK BROWN SHRIMPS,FROZEN PD PINK BROWN SHRIMPS,FROZEN SEATIGER BUTTERFLY CUT,FROZEN SEAWHITE BUTTERFLY CUT,FROZEN RED RING SHRIMPS,FROZEN DEEP SEA SHRIMPS,FROZEN FLOWER PRAWNS,FROZEN BAMBOO PRAWNS,FROZEN SCAMPI,FROZEN BANANA PRAWNS,FROZEN GODAVARI PRAWNS,FROZEN BLANCHED PUD SEA WHITE,FROZEN BLANCHED PD SEAWHITE,FROZEN BLANCHED PUD SEA TIGER,FROZEN BLANCHED PD SEA TIGER,FROZEN BLANCHED PUD BROWN,FROZEN BLANCHED PD BROWN,FROZEN BLANCHED PUD PINK BROWN,FROZEN BLANCHED PD PINK BROWN,FROZEN BLANCHED PUD KARIKADI,FROZEN BLANCHED PUD POOVALAN,FROZEN COOKED PUD SEA WHITE,FROZEN COOKED PD SEA WHITE,FROZEN COOKED PUD SEA TIGER,FROZEN COOKED PD SEA TIGER,FROZEN COOKED PUD BROWN,FROZEN COOKED PD BROWN,FROZEN COOKED PUD PINK BROWN,FROZEN COOKED PD PINK BROWN,FROZEN COOKED PUD KARIKADI,FROZEN COOKED PUD POOVALAN,FROZEN PUD GOYNAR SHRIMPS,FROZEN PUD DAGADI SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HOSO VANNAMEI SHRIMPS,FROZEN HLSO VANNAMEI SHRIMPS,FROZEN PD VANNAMEI SHRIMPS,FROZEN PDTO VANNAMEI SHRIMPS,FROZEN PUD VANNAMEI SHRIMPS,FROZEN HOSO BLACK TIGER SHRIMPS,FROZEN HLSO BLACK TIGER SHRIMPS,FROZEN PUD BLACK TIGER SHRIMPS,FROZEN PD BLACK TIGER SHRIMPS,FROZEN PDTO BLACK TIGER SHRIMPS,FROZEN BLANCHED HOSO VANNAMEI SHRIMPS,FROZEN BLANCHED HLSO VANNAMEI SHRIMPS,FROZEN BLANCHED PUD VANNAMEI SHRIMPS,FROZEN BLANCHED PDTO VANNAMEI SHRIMPS,FROZEN BLANCHED PD VANNAMEI SHRIMPS,FROZEN BLANCHED HOSO BLACK TIGER SHRIMPS,FROZEN BLANCHED HLSO BLACK TIGER SHRIMPS,FROZEN BLANCHED PUD BLACK TIGER SHRIMPS,FROZEN BLANCHED PD BLACK TIGER SHRIMPS,FROZEN BLANCHED PDTO BLACK TIGER SHRIMPS,FROZEN COOKED HOSO BLACK TIGER SHRIMPS,FROZEN COOKED HLSO BLACK TIGER SHRIMPS,FROZEN COOKED PUD BLACK TIGER SHRIMPS,FROZEN COOKED PDTO BLACK TIGER SHRIMPS,FROZEN COOKED PD BLACK TIGER SHRIMPS,FROZEN COOKED HOSO VANNAMEI SHRIMPS,FROZEN COOKED HLSO VANNAMEI SHRIMPS,FROZEN COOKED PUD VANNAMEI SHRIMPS,FROZEN COOKED PDTO VANNAMEI SHRIMPS,FROZEN COOKED PD VANNAMEI SHRIMPS,FROZEN VANNAMEI BUTTERFLY CUT SHRIMPS,FROZEN BLACK TIGER BUTTERFLY CUT SHRIMPS,FROZEN VANNAMEI NOBASHI SHRIMPS,FROZEN BLACK TIGER NOBASHI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEAN,FROZEN CUTTLEFISH FILLETS,FROZEN CUTTLEFISH STRIPS,FROZEN CUTTLEFISH TENTACLES,FROZEN BLANCHED CUTTLEFISH STRIPS) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEAN,FROZEN CUT SQUID SKIN ON,FROZEN SQUID RINGS SKIN ON,FROZEN SQUID RINGS SKIN OFF,FROZEN SQUID TUBES,FROZEN SQUID TENTACLES,FROZEN SQUID TUBES AND TENTACLES,FROZEN SQUID RINGS AND TENTACLES,FROZEN BLANCHED SQUID RINGS,FROZEN BLANCHED SQUID TENTACLES,FROZEN SQUID PINEAPPLE CUT,FROZEN SQUID FILLETS,FROZEN STUFFED SQUID,FROZEN SQUID BUTTERFLY CUT) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE GUTTED,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS FLOWER SETTING,IQF OCTOPUS WHOLE,IQF OCTOPUS FLOWER SETTING) Frozen:Lobster(FROZEN SPINY LOBSTER WHOLE,FROZEN ROCK LOBSTER WHOLE,FROZEN SAND LOBSTER WHOLE,FROZEN SPINY LOBSTER TAILS,FROZEN ROCK LOBSTER TAILS,FROZEN SAND LOBSTER TAILS,FROZEN BLANCHED SPINY LOBSTER WHOLE,FROZEN BLANCHED ROCK LOBSTER WHOLE,FROZEN BLANCHED SAND LOBSTER WHOLE,FROZEN BLANCHED SPINY LOBSTER TAILS,FROZEN BLANCHED ROCK LOBSTER TAILS,FROZEN BLANCHED SAND LOBSTER TAILS,FROZEN COOKED SPINY LOBSTER WHOLE,FROZEN COOKED ROCK LOBSTER WHOLE,FROZEN COOKED SAND LOBSTER WHOLE,FROZEN COOKED SPINY LOBSTER TAIL,FROZEN COOKED ROCK LOBSTER TAIL,FROZEN COOKED SAND LOBSTER TAIL) Frozen:Crab(FROZEN BLUE SWIMMING CRAB,FROZEN THREE SPOTTED CRAB,FROZEN MUD CRAB,FROZEN CROSS CRAB,FROZEN BLUE SWIMMER CUT CRABS,FROZEN CUT THREE SPOTTED CRABS,FROZEN CUT MUD CRABS,FROZEN BLANCHED BLUE SWIMMER CRAB,FROZEN BLANCHED THREE SPOTTED CRAB,FROZEN BLANCHED MUD CRAB,FROZEN COOKED BLUE SWIMMER CRAB,FROZEN COOKED THREE SPOTTED CRAB,FROZEN COOKED MUD CRAB,FROZEN CUT CROSS CRAB,FROZEN BLANCHED CROSS CRAB,FROZEN COOKED CROSS CRAB,FROZEN CRAB MEAT) Chilled:Fish Wild(INDIAN MACKEREL,SEER FISH,TUNA ALL VARIETIES,LADY FISH,SILVER POMFRET,BLACK POMFRET,CHINESE POMFRET,SAKALA FISH,LIZARD FISH,ROHU,CATLA) Chilled:Shrimp Wild(SEA WHITE SHRIMPS,SEA TIGER SHRIMPS,FLOWER SHRIMPS,BAMBOO SHRIMPS,BANANA SHRIMPS,PINK BROWN SHRIMPS,BROWN SHRIMPS) Chilled:Shrimp Aquaculture(VANNAMEI SHRIMPS,BLACK TIGER SHRIMPS) Chilled:Cuttlefish(CUTTLEFISH WHOLE) Chilled:Squid(SQUID WHOLE) Chilled:Octopus(OCTOPUS WHOLE) Chilled:Lobster(SPINY LOBSTER WHOLE,ROCK LOBSTER WHOLE,SAND LOBSTER WHOLE) Chilled:Crab(MUD CRABS)"
MPEDA,MA1/MT/009/05,KADER EXPORTS PVT. LTD.,"Amerchand Mansion, D- Wing, 16, Madame Cama Road, Colaba Mumbai 400039 Maharashtra",afzalkader@libertyfoods.in,2262621000,9820083682.0,www.libertyfoods.net,"Frozen:Shrimp Aquaculture(COOKED PEELED AND DEVEINED TAIL ON (V) IQF SHRMIPS,COOKED PEELED AND DEVEINEDTAIL OFF (V) IQF SHRMIPS,COOKED PEELED AND DEVEINED TAIL ON(V)BLOCK SHRMIPS,COOKED PEELED AND DEVEINED TAILOFF(V)SHRMIPS BLOCK,COOKED PULLED VEIN TAIL ON (V) IQF SHRIMPS,COOKED PULLED VEIN TAIL OFF (V) IQF SHRIMPS,COOKED PULLED VEIN TAIL ON (V) BLOCK SHRIMPS,COOKED PULLED VEIN TAIL OFF (V) BLOCK SHRIMPS,COOKED EZPEEL SHELL ON (V) IQF SHRIMPS,COOKED EZPEEL SHELL ON (V) BLOCK SHRIMPS,RAW PEELED AND DEVEINED TAIL ON (V) IQF SHRMIPS,RAW PEELED AND DEVEINED TAIL OFF (V) IQF SHRMIPS,RAW PEELED AND DEVEINED TAIL ON (V)BLOCK SHRMIPS,RAW PEELED AND DEVEINED TAIL OFF (V) BLOCK SHRMIPS,RAW PULLED VEIN TAIL ON (V) IQF SHRMIPS,RAW PULLED VEIN TAIL OFF (V) BLOCK SHRMIPS,RAW PULLED VEIN TAIL OFF (V) IQF SHRMIPS,RAW PULLED VEIN TAIL ON (V) BLOCK SHRMIPS,RAW PEELED UNDEVEINED TAIL OFF (V) BLOCK SHRMIPS,RAW PEELED UNDEVEINED TAIL ON (V) BLOCK SHRMIPS,RAW PEELED UNDEVEINED TAIL OFF (V) IQF SHRMIPS,RAW PEELED UNDEVEINED TAIL OFF IQF SHRMIPS,RAW EZPEEL SHELLON (V) IQF SHRMIPS,RAW EZPEEL SHELLON (V) BLOCK SHRMIPS,RAW HEADLESS SHELL ON (V) BLOCK SHRMIPS,RAW HEADLESS SHELL ON (V) IQF SHRMIPS,RAW HEAD ON SHELL ON (V) BLOCK SHRMIPS,RAW HEAD ON SHELL ON (V) IQF SHRMIPS)"
MPEDA,MA1/MT/447/23,KMC ENTERPRISE,"I-WING, FLAT NO. 605, VEENA BEENA APARTMENT, A.D. MARG, SEWRI (WEST), MUMBAI 400015 Maharashtra",fattaje2001@yahoo.co.in,7400229225,9867201786.0,,"Dried:Fish Maws/Isinglass(DRIED ELL FISHMAWS,DRIED GHOL MALE FEMALE FISHMAWS,DRIED SINGALA FISHMAWS,DRIED KOTE FISHMAWS,DRIED SOILY FISHMAWS,DRIED DARA FISHMAWS)"
MPEDA,MA1/MT/493/25,M M ASHRAF LLP,,sohailkasmani956@gmail.com,8433454700,8433454700.0,www.mmashrafllp.com,
MPEDA,MA1/MT/481/25,M M ENTERPRISES,"PLOT NO. 43/D, ST. FRANCIS NAGAR, PALI ROAD, UTTAN, NEAR PATAN BUNDER, BHAYANDER WEST, THANE, PALGHAR 401106 Maharashtra",sohailkasmani956@gmail.com,8433454700,8433454700.0,,
MPEDA,MA1/MT/204/10,M/S GELTEC PRIVATE LIMITED,Capsulation Premises Sion-Trombay Road MUMBAI 400 088 400088 Maharashtra,santosh.bobhate@geltec.in,02266478484,9892747191.0,www.geltec.in,"Dried:Dried Fish(SEACOD CAPSULES 500 S,SEACOD CAPSULES - 100 S,SEACOD WOMENS FISH OIL CAPSULES 60S,SEACOD OMEGA 3 FISH OIL 1000 MG 100S,SEACOD KIDS ACTIV 60S,SCOTTS COD LIVER OIL CAPSULES 100S,SEACOD 100S Soft Gelatin Capsules of 460 mg,SEACOD 100S,SCOTTS COD LIVER OIL CAPSULES 500S,SEACOD CONCENTRATED OMEGA 3 FISH OIL 1200MG 60S,FOLWIN 2X15S,FOLWIN 1X10S,ECOD 2X15S,CO-Q FORTE 3X10S,CO-Q FORTE 10S,SOFTGEL)"
MPEDA,MA1/MT/162/08,M/S NOOR ICE & COLD STORAGES P LTD,"158/4, BPT Building Sassoon Dock, Colaba Mumbai 400005 Maharashtra",noorexport786@gmail.com,912227401947,9920759137.0,,"Frozen:Shrimp Wild(FROZEN HEAD ON SHRIMPS,FROZEN HEADLESS SHRIMPS) Frozen:Lobster(FROZEN LOBSTER,FROZEN LOBSTER TAIL,FROZEN LOBSTER WHOLE)"
MPEDA,MA1/MT/321/16,M/S STELLAR MARINE FOOD PROCESSOR INDIA PVT. LTD.,"510 Keshva Bldg, Bandra Kurla Complex Bandra East Mumbai 400051 Maharashtra",lab.taloja@stellarmarine.in,9702664455,9930173918.0,,
MPEDA,MA4/MT/008/18,M/S. AMISON FISHERIES LIMITED,"279/37, A1 & A2, AT AND POST - KALETHAR, TARKARLI ROAD, MALVAN, DIST - SINDHUDURG 416606 Maharashtra",amisonfisheries@gmail.com,9423682418,9421145871.0,,"Frozen:Fish Wild(FROZEN MACKEREL WHOLE- A GRADE,FROZEN MACKEREL WHOLE- B GRADE,FROZEN RIBBON FISH WHOLE- A GRADE,FROZEN RIBBON FISH WHOLE- B GRADE,FROZEN CROAKER WHOLE) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE) Frozen:Squid(FROZEN SQUID WHOLE - A GRADE,FROZEN SQUID WHOLE - B GRADE)"
MPEDA,MA1/MT/280/14,M/S. BANGERA SEAWORLD PVT. LTD.,"PLOT NO. D-173, T.T.C, INDUSTRIAL AREA, MIDC, SHIRVANE, NERUL, NAVI MUMBAI 400706 Maharashtra",bangeraseaworld@gmail.com,02227680092,9820061643.0,,"Frozen:Fish Wild(Tilapia whole,Rohu,Catla Fish,Pabda Fish,Tengra Fish,Kaliboush Fish,Ayer Fish) Frozen:Shrimp Wild(Headon Scampi) Frozen:Shrimp Aquaculture(Vannamei Shrimps) Frozen:Cuttlefish(Cuttlefish whole) Frozen:Squid(Squid Whole) Frozen:Octopus(Octopus Whole) Frozen:Lobster(LOBSTER WHOLE,LOBSTER TAIL) Chilled:Fish Wild(INDIAN MACKEREL (SEA CAUGHT),CHIENESE POMFRET(SEA CAUGHT),BLACK POMFRET (SEA CAUGHT),SILVER POMFRET (SEA CAUGHT),TUNA FISH (SEA CAUGHT),RED SNAPPER (SEA CAUGHT),BARRACUDA (SEA CAUGHT),REEFCOD (SEACAUGHT),BOMBAY DUCK (SEA CAUGHT),YELLOW CROKER (SEA CAUGHT),SILVER CROKER (SEA CAUGHT),RIBBON FISH,SEER FISH) Chilled:Shrimp Wild(Headon Scampi,HEADON SEA TIGER (SEA CAUGHT),HEADON WHITE SHRIMPS (SEA CAUGHT),HEADON KAPSI SHRIMPS(SEACAUGHT),HEADON BROWN SHRIMPS (SEA CAUGHT),HEADON FLOWER SHRIMPS (SEA CAUGHT),HEADON PINK SHRIMPS (SEA CAUGHT),HEADON KARIKADI SHRIMPS (SEA CAUGHT),HEADON GOINAR SHRIMPS (SEA CAUGHT))"
MPEDA,MA1/MT/314/15,M/S. GAUSIA COLD STORAGE PVT.LTD.,"PLOT NO. M-7, MIDC TALOJA DIST RAIGAD 410208 Maharashtra",info@gausia.net,02227410242,996736366.0,,"Frozen:Fish Wild(croaker,mackerel,ribbonfish,reef cod,leather jacket,leather skin,king fish,hamour fish)"
MPEDA,MA1/MT/309/15,M/S. HN INDIGOS PRIVATE LIMITED,"PLOT 140/A4 MAROLI UDYOGNAGAR POST MAROLI BAZAR,DIST NAVSARI 396436 Gujarat",rema.chand@gmail.com,02637272060,9833998336.0,www.hnindigos.com,"Frozen:Shrimp Aquaculture(FROZEN RAW PD TAIL OFF VANNAMEI SHRIMPS,FROZEN RAW PD BROKEN VANNAMEI SHRIMPS,FROZEN RAW PD TAIL ON VANNAMEI SHRIMPS,FROZEN RAW VANNAMEI PDTO (Cut Deveined),FROZEN RAW VANNAMEI PDTO (Pull Deveined),FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS,FROZEN RAW HLSO ESAY PEEL VANNAMEI SHRIMP,FROZEN RAW HOSO VANNAMEI SHRIMP,FROZEN RAW PUD VANNAMEI SHRIMP,FROZEN RAW PUD TAIL ON VANNAMEI SHRIMP,FROZEN RAW VANNAMEI PD (Cut Deveined) SHRIMPS,FROZEN RAW VANNAMEI PD (Pull Deveined) SHRIMPS)"
MPEDA,MA4/MT/004/18,M/S. KARUNYA MARINE EXPORTS PVT. LTD.,"Survey No.42, Hissa No. 1 & 2 Rahatagar, Peth Killa, RATNAGIRI 415612 Maharashtra",info@karunyamarine.com,02352232791,9422052620.0,www.karunyamarine.com,"Frozen:Fish Wild(FROZEN INDIAN MACKEREL,FROZEN RIBBON FISH WHOLE,FROZEN REEFCOD WHOLE,FROZEN REEFCOD FILLET,FROZEN TUNA WHOLE,FROZEN SARDINE WHOLE,FROZEN WHOLE SILVER CROAKER,FROZEN WHOLE YELLOW CROAKER,FROZEN WHOLE HORSE MACKEREL,FROZEN WHOLE SILVER PROMFRET,FROZEN WHOLE BLACK PROMFRET,FROZEN WHOLE BARRACUDA,FROZEN WHOLE LESSER SARDINE) Frozen:Shrimp Wild(FROZEN SEACAUGHT RAW BROWN PUD SHRIMPS,FROZEN SEACAUGHT RAW KARIKADI PUD SHRIMPS,FROZEN SEACAUGHT RAW POOVALAN PUD SHRIMPS,FROZEN SEACAUGHT RAW HEADLESS BROWN SHRIMPS,FROZEN SEACAUGHTRAW HEADLESS BROWN SHRIMPS,FROZEN SEACAUGHT RAW HEADLESS KARIKADI SHRIMPS,FROZEN SEACAUGHT RAW HEADON WHITE SHRIMPS,FROZEN SEACAUGHT RAW HEADLESS WHITE SHRIMPS,FROZEN SEACAUGHT RAW WHITE PUD SHRIMPS,FROZEN SEACAUGHT RAW HEADLESS PINK BROWN SHRIMPS,FROZEN SEACAUGHT RAW HPINK BROWN PUD SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELLON VANNAMEI SHRIMPS,FROZEN HEADON SHELLON VANNAMEI SHRIMPS,FROZEN PUD VANNAMEI SHRIMPS,FROZEN P&D VANNAMEI SHRIMPS,FROZEN PD TAIL ON VANNAMEI SHRIMPS,FROZEN BUTTERFLY VANNAMEI SHRIMPS,FROZEN NOBASHI VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED IF,FROZEN CUTTLE FISH STRIPS) Frozen:Squid(FROZEN SQUID WHOLE AA grade,FROZEN BABY SQUID WHOLE BLOCK,FROZEN SQUID TUBE,FROZEN SQUID TENTACLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID WHOLE A GRADE,FROZEN SKIN ON SQUID CUT WITH CLEANED TENTACLES,FROZEN CUT SQUID SKINLESS) Frozen:Lobster(FROZEN WHOLE LOBSTERS,FROZEN LOBSTER TAIL,FROZEN LOBSTER MEAT) Frozen:Crab(FROZEN WHOLE CRAB,FROZEN CUT CRAB)"
