registration_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,products,email,phone,website,status,verified,verification_level,admin_notes
KL1/MT/410/19,M/S NAS FISHERIES PRIVATE LIMITED (MPEDA #KL1/MT/410/19),M/S NAS FISHERIES PRIVATE LIMITED,India,Kerala,EDAKOCHI,"NO:16/1712 OLDNO:22/1173 A, OLDNO:22/1173 A N.H 47,EDAKOCHI 682010 Kerala",10.41667,76.5,1,"Kerala, India",Crab|Cuttlefish|Lobster|Octopus|Shrimp|Squid,"Frozen:Fish Wild(Fish Whole Round/Head on,Head On Gutted,Headless Gutted,Headless Tail On,Fish Steaks,Fish Fillet skin-less,Gutted Tail On & Gutted Tail off,Fish Roe(Eggs),Fish Loins,Gilled And Gutted,Fsh fillet skin on) Frozen:Fish Aquaculture(Fish Whole Round/Head On,Head On Gutted,Headless Gutted,Headless Tail On,Fish Steaks,Fish Fillet skin-less,Gutted Tail On & Gutted Tail off,Fish Roe(Eggs),Fish Loins,Gilled And Gutted,Fish fillet skin on) Frozen:Shrimp Wild(Raw/Blanched/Cooked Shrimp Head on,Raw/Blanched/Cooked Shrimp Headless,Raw/Blanched/Cooked Shrimp Peeled &Undeveined(PUD),Raw/Blanched/Cooked Peeled & De-veined(PD),Raw/Bla/Cooked Shrimp Peeled & Undeveined Tail on,Raw/Blanched/Cooked Peeled & De-veined tail on,Raw/Blanched/Cooked Peeled & De-veined Pulled Vein,Raw/Blanched/Cooked Butterfly shrimp,Raw/Blanched/Cooked Skewers,Raw/Blanched/Cooked Easy Peel,Raw/Blanched/Cooked Fan tail Round,Raw/Blanched/Cooked Peeled & Deveined Tailoff,Raw/Bla/Cooked Pin deveined PD Vannamei shrimp,Raw/Blanched/Cooked RPD Shrimp,Raw/Blanched/Cooked Seafood mix,Raw/Blanched/Cooked Shrimp meat) Frozen:Shrimp Aquaculture(Raw/Blanched/Cooked Shrimp Head on,Raw/Blanched/Cooked Shrimp Headless,Raw/Blanched/Cooked Shrimp Peeled &Undeveined(PUD),Raw/Blanched/Cooked Peeled And De-veined(PD),Raw/Bla/Cooked Shrimp Peeled & Undeveined Tail on,Raw/Blanched/Cooked Peeled & De-veined tail on,Raw/Blanched/Cooked Peeled & De-veined Pulled Vein,Raw/Blanched/Cooked Butterfly shrimp,Raw/Blanched/Cooked Skewers,Raw/Blanched/Cooked Easy Peel,Raw/Blanched/Cooked Fan tail Round,Raw/Blanched/Cooked Peeled & Deveined Tailoff,Raw/Bla/Cooked Pin deveined PD Vannamei Shrimp,Raw/Blanched/Cooked RPD Shrimp,Raw/Blanched/Cooked Seafood mix,Raw/Blanched/Cooked Shrimp meat) Frozen:Cuttlefish(Cuttlefish Whole,Cuttlefish Whole Cleaned,cuttlefish Wings,Cuttlefish Tentacles,Cuttlefish Fillets,Cuttlefish ink,Cuttlefish Roe,Cuttlefish Skin) Frozen:Squid(Squid Whole,Squid Whole Cleaned,Squid Tubes,Squid Tentacles,Raw/Blanched/Cooked Squid Rings,Squid Fillets,Stuffed Squid) Frozen:Octopus(Octopus Whole,Octopus Whole Cleaned,Octopus Flower,Octopus Eyes And peacock,Frozen Cut Octopus) Frozen:Lobster(Frozen Lobster Whole,Lobster Headless,Lobster Meat) Frozen:Crab(Cut Crab With Or Without Claw,Crab Headless,Crab Whole,Crab meat)",nasfisheries2014@gmail.com,9895539396,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/410/19. Products: Frozen:Fish Wild(Fish Whole Round/Head on,Head On Gutted,Headless Gutted,Headless Tail On,Fish Steaks,Fish Fillet skin-less,Gutted Tail On & Gutted Ta...."
KL1/MT/199/08,M/S PENVER PRODUCTS LIMITED (MPEDA #KL1/MT/199/08),M/S PENVER PRODUCTS LIMITED,India,Kerala,AROOR,"AP22 / 610 A & 610 B, DISTRICT INDUSTRIES ESTATE, AROOR 688534 Kerala",9.7556,76.3278,7,"688534, Kerala, India",Cuttlefish|Octopus|Shrimp|Squid,"Frozen:Fish Wild(Frozen fish) Frozen:Shrimp Wild(Frozen Shrimps Seacaught cooked/Raw/Blanched) Frozen:Shrimp Aquaculture(Frozen Shrimps Vannamei cooked/Raw/Blanched,Frozen Shrimps Black Tiger Cooked/Raw) Frozen:Cuttlefish(Frozen cuttlefish) Frozen:Squid(Raw, cooked, blanched) Frozen:Octopus(Raw, cooked, blanched)",lab@penverproducts.com,9847330025,penverproducts.com,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/199/08. Products: Frozen:Fish Wild(Frozen fish) Frozen:Shrimp Wild(Frozen Shrimps Seacaught cooked/Raw/Blanched) Frozen:Shrimp Aquaculture(Frozen Shrimps Vannamei cooke....
KL2/MT/054/14,M/S SEABOY FISHERIES PVT. LTD. (MPEDA #KL2/MT/054/14),M/S SEABOY FISHERIES PVT. LTD.,India,Kerala,KP VI-1019 PUTHENTHOPE TRIVANDRUM,KP VI-1019 PUTHENTHOPE TRIVANDRUM 695586 Kerala,11.0047,78.5911,7,"695586, Kerala, India",Cuttlefish|Octopus|Squid,"Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE ROUND,FROZE CUTTLEFISH WHOLE CLEANED BLOCK,FROZEN CUTTLEFISH WHOLE CLEANED IF,FROZEN CUTTLEFISH WHOLE CLEANED IQF,FROZEN CUTTLEFISH FILLET,FROZEN CUTTLE FISH ROE) Frozen:Squid(FROZEN SQUID WHOLE LOLIGO BLOCK FROZEN,FROZEN SQID WHOLE LOLIGO BLAST FROZEN,FROZEN SQUID WHOLE CLEANED LOLIGO BLOCK FROZEN,FROZEN SQUID WHOLE CLEANED LOLIGO BLAST FROZEN,FROZEN SQUID WHOLE CLEANED LOLIGO IQF/IWP,FROZEN SQUID WHOLE CLEANED LOLIGO IQF,FROZEN SQUID WHOLE SEMI LOLIGO BLOCK FROZEN,FROZEN SQID WHOLE SEMI LOLIGO BLAST FROZEN,FROZEN SQUID WHOLE CLEANED SEM LOLIGO BLOCK FROZEN,FROZEN SQUID WHOLE CLEANED SEMILOLIGO BLAST FROZEN,FROZEN SQUID WHOLE CLEANED SEMI LOLIGO IQF/IWP,FROZEN SQUID WHOLE CLEANED SEMILOLIGO IQF,FROZEN SQUID TUBE,FROZEN FROZEN RINGS,FROZEN SQUD WINGS,FROZEN SQUID TENTACLES,SQUID FILLET,SQUID STRIPES) Frozen:Octopus(FROZEN OCTOPUS WHOLE ROUND,FROZEN BABY OCTOPUS WHOLE ROUND,FROZEN OCTOPUS WHOLE ROUND SHORT ARM TYPE,FROZEN OCTOPUS WHOLE ROUND LONG ARM TYPE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE CLEANED IQF,FROZEN BABY OCTOIPUS WHOLE CLEANED IQF,FROZEN BABY OCTOPUS PANTRY FLOWER PACK,FROZEN OCTOPUS GUTTED IQF,FROZEN OCTOPUDS GUTTED IQF/IWP,FROZEN OCTOPUS GUTTED BLOCK FROZEN)",seaboyfisheries@gmail.com,04712750306,,approved,true,documentation_verified,"MPEDA registered exporter #KL2/MT/054/14. Products: Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE ROUND,FROZE CUTTLEFISH WHOLE CLEANED BLOCK,FROZEN CUTTLEFISH WHOLE CLEANED IF,FROZEN CUTTLEFISH WHOLE CLEANE...."
KL2/MT/009/04,M/S. CAPITHAN EXPORTING CO. (MPEDA #KL2/MT/009/04),M/S. CAPITHAN EXPORTING CO.,India,Kerala,Sakthikulangara P.O,"Port Road, Sakthikulangara P.O. 691581 Kerala",8.9917,76.525,7,"691581, Kerala, India",,,capithan@capithansgroup.com,04742770499,www.capithans.com,approved,true,documentation_verified,MPEDA registered exporter #KL2/MT/009/04.
KL2/MT/042/09,M/S. CHARLY FISHERIES (MPEDA #KL2/MT/042/09),M/S. CHARLY FISHERIES,India,Kerala,Mamachanthuruth Neendakara Kollam,Mamachanthuruth Neendakara Kollam 691582 Kerala,8.95687,76.85274,1,"Kollam, India",,,charlyfisheries@gmail.com,7511113222,,approved,true,documentation_verified,MPEDA registered exporter #KL2/MT/042/09.
KL1/MT/090/05,M/S. RABIA SEAFOODS (MPEDA #KL1/MT/090/05),M/S. RABIA SEAFOODS,India,Kerala,Kochi,"20/550, Nambiyapuram Road, Palluruthy, Kochi 682006 Kerala",9.9399,76.2602,7,"682006, Kerala, India",Cuttlefish|Grouper|Octopus|Ribbon Fish|Sardine|Shrimp|Squid|Tuna,"Frozen:Fish Wild(FROZEN SKIP JACK TUNA,FROZEN YELLOW FIN TUNA,FROZEN BONITO TUNA,FROZEN INDIAN MACKERAL,FROZEN SARDINE,FROZEN LEATHER JACKET,FROZEN GROUPER,FROZEN MAHI MAHI,FROZEN RIBBON FISH) Frozen:Shrimp Wild(FROZEN PUD SHRIMP KARIKADY,FROZEN PUD POOVALAN,FROZEN PUD PINK SHRIMP,FROZEN HL WHITE SHRIMP) Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS PD VANNAMEI SHRIMP,FROZEN RAW HEADLESS PDTO VANNAMEI SHRIMP,FROZEN RAW HEADLESS SHELL ON VANNAMEI SHRIMP,RAW H/L SHELL ON BLOCK FROZEN VANNAMEI SHRIMPS,FROZEN RAW PEELED & PIN DEVEINED SHRIMPS,FROZEN PULLED VEIN PD SHRIMPS,FROZEN HEADLESS VANNAMEI SHRIMPS,FROZEN PEELED AND UNDEVEINED VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE,FROZEN SQUID TUBE AND TENTACLES,FROZEN SQUID NEEDLE,FROZEN SQUID SEMI NEEDLE) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED)",rabiasf1998@yahoo.co.in,04842231783,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/090/05. Products: Frozen:Fish Wild(FROZEN SKIP JACK TUNA,FROZEN YELLOW FIN TUNA,FROZEN BONITO TUNA,FROZEN INDIAN MACKERAL,FROZEN SARDINE,FROZEN LEATHER JACKET,FROZEN GR...."
KL1/MT/340/15,M/S.GLOBAL EXPORTERS (MPEDA #KL1/MT/340/15),M/S.GLOBAL EXPORTERS,India,Kerala,108/A KOOLIMUTTAM THRISSUR,108/A KOOLIMUTTAM THRISSUR 680691 Kerala,10.2867256,76.1334357,9,"Koolimuttam kazhagachaal palli Beach Road, Thrissur, - 680691, Kerala, India",,,royalfood@yahoo.com,048028441687,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/340/15.
KL2/MT/008/04,M/S.KINGS MARINE PRODUCTS (MPEDA #KL2/MT/008/04),M/S.KINGS MARINE PRODUCTS,India,Kerala,ULIYAKOVIL Uliyakovil,ULIYAKOVIL Uliyakovil 691019 Kerala,8.9050085,76.6065619,7,"Uliyakovil, Kollam - 691001, Kerala, India",Clam|Crab|Croaker|Cuttlefish|Grouper|Lobster|Mackerel|Octopus|Pomfret|Reef Cod|Ribbon Fish|Sardine|Seer Fish|Shrimp|Snapper|Squid|Threadfin|Tuna,"Frozen:Fish Wild(FROZEN RED GROUPER WHOLE GUTTED,FROZEN BROWN GROUPER WHOLE GUTTED,FROZEN LEATHER JACKET WHOLE,FROZEN LEATHER JACKET HEAD LESS TAIL LESS,FROZEN LEATHER JACKET FILLETS,FROZEN KING FISH (SEER FISH) WHOLE,FROZEN KING FISH (SEER FISH) STEAKS,FROZEN WHITE SNAPPER WHOLE GUTTED,FROZEN WHITE SNAPPER FILLETS,FROZEN INDIAN MACKEREL WHOLE ROUND,FROZEN INDIAN MACKEREL PAN READY,FROZEN REEF COD WHOLE GUTTED,FROZEN GROUPER CHUNKS,FROZEN GROUPER WHOLE GUTTED,FROZEN PEARL SPOT,FROZEN RIBBON FISH,FROZEN KING FISH (SEER FISH) ROE,FROZEN GROUPER ROE,FROZEN RED MULLET WHOLE,FROZEN MALABAR GROUPER WHOLE GUTTED,FROZEN PARROT FISH WHOLE GUTTED,FROZEN PARROT FISH WHOLE ROUND,FROZEN BLACK POMFRET,FROZEN WHITE POMFRET,FROZEN TUNA,FROZEN BARRACUDA,FROZEN JAPANEESE THREADFIN BREAM,FROZEN SARDINE,FROZEN CROAKER,FROZEN SAD) Frozen:Shrimp Wild(FROZEN HEAD ON SHELL ON WHITE SHRIMPS,FROZEN HEAD LESS SHELL ON WHITE SHRIMPS,FROZEN HEAD ON SHELL ON TIGER SHRIMPS,FROZEN HEAD LESS SHELL ON TIGER SHRIMP,FROZEN HEAD ON SHELL ON BAMBOO SHRIMPS,FROZEN HEAD LESS SHELL ON BAMBOO SHRIMP,FROZEN PEELED & DEVEINED SHRIMPS,FROZEN PEELED & UNDEVEINED SHRIMPS,FROZEN HEAD ON SHELL ON FLOWER SHRIMPS,FROZEN HEAD LESS SHELL ON FLOWER SHRIMPS,FROZEN HEAD ON SHELL ON BROWN SHRIMPS,FROZEN HEAD LESS SHELL ON BROWN SHRIMPS,FROZEN DEEP SEA SHRIMPS,FROZEN THELLY SHRIMPS,FROZEN RED RINGS SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HEAD ON SHELL ON VANNAMEI SHRIMPS,FROZEN HEAD LESS SHELL ON VANNAMEI SHRIMPS,FROZEN HEAD ON SHELL ON BLACK TIGER SHRIMPS,FROZEN HEAD LESS SHELL ON BLACK TIGER SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH FILLETS,FROZEN CUTTLEFISH TENTACLES,FROZEN CUTTLEFISH WINGS & TENTACLES,FROZEN CUTTLEFISH WINGS,FROZEN CUTTLEFISH INK,FROZEN CUTTLEFISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES,FROZEN SQUID TENTACLES,FROZEN SQUID RINGS,FROZEN SQUID RINGS AND TENTACLES,FROZEN SQUID FILLETS,FROZEN SQUID TUBES AND TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE GUTTED,FROZEN OCTOPUS BUTTERFLY,FROZEN CUT OCTOPUS) Frozen:Gastropod(FROZEN BAIGAI LONG TYPE,FROZEN BAIGAI SHORT TYPE,FROZEN SEA SNAILS) Frozen:Bivalves(CLAM) Frozen:Lobster(ROCK LOBSTER,DEEP SEA LOBSTER) Frozen:Crab(SEA CRAB,MUD CRAB)",info@kingsmarine.biz,9847072563,www.kingsmarine.biz,approved,true,documentation_verified,"MPEDA registered exporter #KL2/MT/008/04. Products: Frozen:Fish Wild(FROZEN RED GROUPER WHOLE GUTTED,FROZEN BROWN GROUPER WHOLE GUTTED,FROZEN LEATHER JACKET WHOLE,FROZEN LEATHER JACKET HEAD LESS TAIL LE...."
KL1/MT/356/16,M/S.ROYAL OCEANS (MPEDA #KL1/MT/356/16),M/S.ROYAL OCEANS,India,Kerala,CHANDIROOR ALAPPUZHA,"AP XII/528, OLD NH,CHANDIROOR ALAPPUZHA - 688547 ALAPPUZHA, KERALA 688547 Kerala",9.49004,76.3264,3,"Alleppey, Alappuzha, India",,,royaloceans771@gmail.com,04782879768,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/356/16.
KL1/MT/018/04,MANGALA MARINE EXIM INDIA PVT. LTD (MPEDA #KL1/MT/018/04),MANGALA MARINE EXIM INDIA PVT. LTD,India,Kerala,Bhat Memorial Bldg. Thoppumpady Kochi-5,"XVI/1564, Bhat Memorial Bldg. Thoppumpady Kochi-5 682005 Kerala",9.93988,76.26022,4,"Kochi, Ernākulam, India",Crab|Cuttlefish|Lobster|Octopus|Shrimp|Squid,"Frozen:Fish Wild(FISH WHOLE,FISH WHOLE GUTTED,FISH GUTTED SCALE OFF,FISH-GILLED -GUTTED-SCALE OFF,FISH STEAKS,FROZEN BATTERED AND BREADED FISH FILLETS,FISH FILLETS,FROZEN MARINATED FISH FILLETS,FROZEN MARINATED STEAKS) Frozen:Shrimp Wild(FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN HL SHRIMPS,FROZEN HEAD ON SHRIMPS,FROZEN BLANCHED PUD SHRIMPS IQF,FROZEN COOKED PUD SHRIMPS IQF,FROZEN BLANCHED PD SHRIMPS IQF,FROZEN COOKED PD SHRIMPS IQF,FROZEN BATTERED AND BREADED SHRIMPS,FROZEN DUSTED SHRIMPS,FROZEN MARINATED SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HL VANNAMEI SHRIMPS,FROZEN PUD VANNAMEI SHRIMPS,FROZEN PD VANNAMEI SHRIMPS,FROZEN H/ON VANNAMEI SHRIMPS,FROZEN PD TAIL ON SHRIMPS,FROZEN PV PD,FROZEN COOKED PD TAIL ON VANNAMEI SHRIMPS IQF,FROZEN BLANCHED HL VANNAMEI SHRIMPS IQF,FROZEN COOKED PD TAIL OFF VANNAMEI SHRIMPS IQF,FROZEN COOKED PUD VANNAMEI SHRIMPS IQF,FROZEN BLANCHED PUD VANNAMEI SHRIMPS IQF,FROZEN COOKED EZ PEEL VANNAMEI SHRIMPS IQF,FROZEN RAW EZ PEEL VANNAMEI SHRIMPS IQF,FROZEN SHRIMPS LARGE PIECES IQF,FROZEN PD TAIL OFF SHRIMPS,FROZEN EZ PEEL SHELL ON SHRIMPS,FROZEN PUD TAIL OFF SHRIMPS,FROZEN PULLED VEIN TAIL OFF,FROZEN BATTERED AND BREADED SHRIMPS,FROZEN MARINATED SHRIMPS,FROZEN DUSTED SHRIMPS) Frozen:Cuttlefish(FROZEN CF WHOLE,FROZEN CF CLEANED,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH FILLERS,FROZEN CUTTLEFISH STRIPS,FROZEN CUTTLEFISH TENTACLES,FROZEN CUTTLEFISH ROE,FROZEN MARINATED CUTTLEFISH STRIPS) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID CLEANED,FROZEN SQUID TENTACLES,FROZEN SQUID RINGS,FROZEN SQUID TUBE,FROZEN BLANCHED SQUID TENTACLES IQF,FROZEN BLANCHED SQUID RINGS IQF,FROZEN BLANCHED SQUID RINGS BROKEN IQF,FROZEN BLANCHED SQUID HANGING MEAT IQF,FROZEN SQUID TUBE AND TENTACLES,FROZEN SQUID RINGS AND TENTACLES,FROZEN SKEWER,FROZEN BATTERED AND BREADED SQUID RINGS,FROZEN DUSTED SQUID RINGS,FROZEN MARINATED SQUID RINGS) Frozen:Octopus(FROZEN BABY OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED) Frozen:Lobster(FROZEN LOBSTER WHOLE,FROZEN HEADLESS TAIL ON LOBSTER) Frozen:Crab(FROZEN CRAB WHOLE,FROZEN CUT CRAB)",ashok@mangalagroup.com,04842231096,mangalagroup.com,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/018/04. Products: Frozen:Fish Wild(FISH WHOLE,FISH WHOLE GUTTED,FISH GUTTED SCALE OFF,FISH-GILLED -GUTTED-SCALE OFF,FISH STEAKS,FROZEN BATTERED AND BREADED FISH FILLETS...."
KL1/MT/280/12,MANGALA SEAFOODS (MPEDA #KL1/MT/280/12),MANGALA SEAFOODS,India,Kerala,Alappuzha,"Reg. Office: Bhat Memorial Bldng./Kochi 682 005 Fac: Aroor Industrial Devt. Area Aroor, Alappuzha 688534 Kerala",9.5003416,76.4123364,1,"Alappuzha, India",Cuttlefish|Octopus|Shrimp|Squid,"Frozen:Fish Aquaculture(FROZEN BLANCHED HEAD ON SHRIMPS IQF,FROZEN BLANCHED HL SHRIMPS IQF,FROZEN COOKED PD T/ON SHRIMPS IQF,FROZEN COOKED PUD SHRIMPS IQF,FROZEN COOKED PD SHRIMPS IQF,FROZEN COOKED EZ PEEL SHRIMPS IQF) Frozen:Shrimp Wild(FROZEN BLANCHED HEAD ON SHRIMPS IQF,FROZEN BLANCHED HL SHRIMPS IQF,FROZEN COOKED PD T/ON SHRIMPS IQF,FROZEN COOKED PUD SHRIMPS IQF,FROZEN COOKED PD SHRIMPS IQF,FROZEN COOKED EZ PEEL SHRIMPS IQF) Frozen:Cuttlefish(FROZEN RAW CUTTLEFISH FILLETS,FROZEN BLANCHED CUTTLEFISH FILLETS,FROZEN RAW CUTTLEFISH STRIPES,FROZEN BLANCHED CUTTLEFISH STRIPES,FROZEN CUTTLEFISH ROE) Frozen:Squid(FROZEN RAW SQUID RINGS,FROZEN RAW SQUID TENTACLES,FROZEN RAW SQUID TUBES,FROZEN BLANCHED SQUID RINGS,FROZEN BLANCHED SQUID TENTACLES,FROZEN BLANCHEDSQUID TUBES) Frozen:Octopus(FROZEN RAW OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS CHOPPED)",prasanth@mangalagroup.com,914842231730,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/280/12. Products: Frozen:Fish Aquaculture(FROZEN BLANCHED HEAD ON SHRIMPS IQF,FROZEN BLANCHED HL SHRIMPS IQF,FROZEN COOKED PD T/ON SHRIMPS IQF,FROZEN COOKED PUD SHRIMPS...."
KL1/MT/440/20,MARBLE VALLEY FOODS & BEVERAGES PRIVATE LIMITED (MPEDA #KL1/MT/440/20),MARBLE VALLEY FOODS & BEVERAGES PRIVATE LIMITED,India,Kerala,KAKKANAD,"C-5, CASABLANCA APARTMENTS VAZHAKALA,KAKKANAD 682030 Kerala",9.9746,76.293,7,"682030, Kerala, India",,,shibi@judefoodsindia.com,9489956865,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/440/20.
KL1/MT/115/05,MARINE HYDROCOLLOIDS (MPEDA #KL1/MT/115/05),MARINE HYDROCOLLOIDS,India,Kerala,Chullickal Kochi-5,"Deepa Building, Santo Gopalan Road, Chullickal Kochi-5 682005 Kerala",9.93988,76.26022,4,"Kochi, Ernākulam, India",,"Others-Edible:Agar Agar(Agar Agar Powder Food Grade,Agar Agar Powder Bacteriological Grade,Agar Agar Powder Pharmaceutical Grade,Agar Agar Powder Technical Grade,Spreadable Agar Agar Wondergel) Others-Edible:Kappa Carrageenan(Carrageenan) Others-Edible:Chitin(Chitin Powder)",marine@vsnl.com,04842227241,www.meron.com,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/115/05. Products: Others-Edible:Agar Agar(Agar Agar Powder Food Grade,Agar Agar Powder Bacteriological Grade,Agar Agar Powder Pharmaceutical Grade,Agar Agar Powder Tech...."
KL1/MT/547/26,MARKSMEN AQUATIC PRODUCTS LLP (MPEDA #KL1/MT/547/26),MARKSMEN AQUATIC PRODUCTS LLP,India,Kerala,BAITHUL AMAAN KANIMANGALAM POST,"503, BAITHUL AMAAN KANIMANGALAM POST 680027 Kerala",13.7974,80.4676,7,"680027, Kerala, India",,,marksmenaquatics@gmail.com,8129270000,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/547/26.
KL1/MT/402/18,MARKSMEN MARINE PRODUCTS PRIVATE LIMITED (MPEDA #KL1/MT/402/18),MARKSMEN MARINE PRODUCTS PRIVATE LIMITED,India,Kerala,EDAYAR INDUSTRIAL DEVELOPMENT AREA BINANIPURAM P.O ERNAKULAM,"PLOT NO.188, EDAYAR INDUSTRIAL DEVELOPMENT AREA BINANIPURAM P.O ERNAKULAM 683502 Kerala",10.1296,76.6695,7,"683502, Kerala, India",Fish,"Others-Non Edible:Fish Meals (Non-Edible)(FISH MEAL,FISH OIL)",marksmenmarine@gmail.com,8129270000,WWW.MARKSMENMARINE.COM,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/402/18. Products: Others-Non Edible:Fish Meals (Non-Edible)(FISH MEAL,FISH OIL)."
KL1/MT/481/22,MISTY FROZEN FOODS (MPEDA #KL1/MT/481/22),MISTY FROZEN FOODS,India,Kerala,ALAPPUZHA,"5/237A, CHERTHALA AROOKUTTY ROAD, AROOKUTTY, ALAPPUZHA 688535 Kerala",9.7556,76.3278,7,"688535, Kerala, India",Cuttlefish|Mackerel|Octopus|Ribbon Fish|Shrimp|Squid|Tuna,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN INDIAN MACKEREL WHOLE,FROZEN SKIPJACK TUNA WHOLE,FROZEN YELLOW FIN TUNA WHOLE,FROZEN SKIPJACK TUNA GG,FROZEN YELLOWFIN TUNA GG,FROZEN SKIPJACKTUNA HL,FROZEN YELLOWFIN TUNA HL,FROZEN LEATHER JACKET,FROZEN MAHI MAHI WHOLE,FROZEN MAHI MAHI SKIN-ON BONE-LESS FILLETS) Frozen:Shrimp Wild(FROZEN THELLY SHRIMPS,FROZEN PUD POOVALAN SHRIMPS,FROZEN PUD KARIKADI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH WHOLE,FCFWC WITH SKIN ON HEAD TENTACLES,FROZEN CUTTLEFISH FILLETS,FROZEN BABY CUTTLEFISH WHOLE,FROZEN BABY CUTTLEFISH CLEANED) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID RINGS,FROZEN SQUID FILLETS & TENTACLES,FROZEN SQUID TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS GUTTED,FROZEN OCTOPUS SHORT ARM,FROZEN OCTOPUS LONG ARM,FROZEN BABY OCTOPUS WHOLE,FROZEN BABY OCTOPUS CLEANED,FROZEN BABY OCTOPUS GUTTED)",mistyfrozenfoods@gmail.com,9995532222,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/481/22. Products: Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN INDIAN MACKEREL WHOLE,FROZEN SKIPJACK TUNA WHOLE,FROZEN YELLOW FIN TUNA WHOLE,FROZEN SKIPJACK TUNA GG,FROZE...."
KL1/MT/285/12,MONSUN FOODS PRIVATE LIMITED (MPEDA #KL1/MT/285/12),MONSUN FOODS PRIVATE LIMITED,India,Kerala,Kochi,"22/1194, Jetty Road, Edakochi, Kochi - 682010 682010 Kerala",9.9671,76.3031,7,"682010, Kerala, India",,,mail.monsunfoods@gmail.com,04843291204,www.monsunfoods.com,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/285/12.
