eic_approval_no,eic_plant_name,eic_address,mpeda_registration_no,mpeda_firm_name,mpeda_address,mpeda_email,mpeda_phone,mpeda_mobile,mpeda_website,mpeda_products,match_type
1381,Snow World Marine Exports Private Limited,"BAHAL, REMUNA, BALASORE,
ODISHA -756060, INDIA",OR1/MT/132/23,SNOW WORLD MARINE EXPORTS PRIVATE LIMITED,"BAHAL, REMUNA BALASORE BALESHWAR 756060 Odisha",snowworld.me@gmail.com,9692855200,9437003444,WWW.SNOWWORLDMARINE.IN,"Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI SHRIMPS,FROZEN HLSO EASY PEEL VANNAMEI SHRIMPS,FROZEN PEELED AND DEVEINED VANNAMEI SHRIMPS,FROZEN PEELED AND UNDEVEINED VANNAMEI SHRIMPS,FROZEN PUDTO VANNAMEI SHRIMPS,FROZEN PDTO VANNAMEI SHRIMPS)",name_only
1382,BRC MARINE PRODUCTS,"Plot No. 288/1123, 288/1124, Narasingh prasad, P.O: Dosinga, Via- Dhamara, Dist: Bhadrak, Odisha, PIN: 756171 
Call: 9678071393
Email: brc.marine@outlook.com",AM1/MT/023/24,BRC MARINE PRODUCTS,"STATION ROAD P.O: DULIAJAN, DIST: DIBRUGARH - 786602 Assam",brc.marine@outlook.com,9942998857,6001237472,nan,nan,name_only
1383,GADRE MARINE EXPORT PRIVATE LIMITED,"Surimi Unit, Salt Road, Tundara, PO Inchudi, Remuna Block, Balasore 756021, Odisha.",,,,,,,,,no_match
1385,ABBA KABA OVERSEAS PRIVATE LIMITED,"At- Mulijhara, Po- Kusumi, P.S- Tangi, Dist-Khurdha, State- Odisha, Pin- 752021",OR1/MT/139/24,ABBA KABA OVERSEAS PRIVATE LIMITED,"PLOT NO.- 3987/11213, ARABINDA NAGAR, PANDRA, GGP COLONY, BHUBANESWAR, 751025 Odisha",abbakaba@gmail.com,7852930751,7682833170,nan,nan,name_only
1387,SEA DORIS MARINE EXPORTS,"Dag No.-756,J.L. No.-96,
Mouza-Chandipur,
P.O.-B. Gobindapur,
P.S.-Bhangar, Dist.-South 24 Parganas, West Bengal,
PIN-743502, India",WB1/MT/599/24,SEA DORIS MARINE EXPORTS,"FLAT-C, 3rd FLOOR 406, KALIKAPUR, KOLKATA - 700099 West Bengal",seadorispvt@gmail.com,03324260457,9831000684,nan,nan,name_only
146,Rahul Foods (Goa),"Next to Government Fish Farm, Dauji, Ela, Old-Goa, Goa-403402, India",,,,,,,,,no_match
1501,A M FISHERIES,"XIII/378,Kakkazhom Vandanam P.O.,Ambalapuzha Alappuzha-688005, Kerala",KL1/MT/276/11,A M FISHERIES,XIII/378/KAKKAZHOM Vandanam P O ALAPPUZHA 688005 Kerala,amfish2012@gmail.com,914772272052,9846042052,nan,nan,name_only
1503,FEBIN MARINE FOODS,"ERAMALLOOR , ALAPPUZHA-688537,KERALA,INDIA.",KL1/MT/317/14,FEBIN MARINE FOODS,AP XI/144 CHANDIROOR 688537 Kerala,lab@febinmarine.com,04782879777,9846795559,nan,nan,name_only
1504,GRAND MARINE FOODS,"11/750A, Industrial Development Area, Aroor P.O., Pin-688534, Alappuzha District, Kerala",KL1/MT/283/12,GRAND MARINE FOODS,"11/750 A Industrial Development Area Aroor-688534, Alappuzha District kerala, India 688534 Kerala",grandmarinelab@gmail.com,04782875555,9895759204,nan,"Frozen:Fish Wild(Frozen Indian Mackerel, Frozen Sardine,,Frozen Skipjack Tuna, Frozen Yellofin Tuna,,Mahi Mahi, Frozen Ribbonfish Whole,,Frozen Reefcod, Frozen Red Snapper,Frozen Japanese Threadfin Bream, Frozen Anchovi,,Frozen Leather Jacket) Frozen:Shrimp Wild(Frozen Blanched PUD Shrimps IQF,,Frozen Head on Shell On Shrimps,,Frozen PDTON Shrimps,,Frozen Peeled and Deveined Tail On Shrimps,,Frozen Pelled and Undeveined Shrimps,Frozen Easy Peel Shrimps,Frozen River Shrimp Whole) Frozen:Shrimp Aquaculture(Shrimp aquaculture :,Frozen Head on Shell On Vannamei Shrimps,,Frozen Headless Vannamei Shrimps, F,Frozen Peeled and Undeveined Vannamei Shrimps,Frozen Peeled and Deveined Vannamei Shrimps,,Frozen Headless Easy Peel Vannaemi Shrimps,FrozenPeeled and Undeveined Tailon Vannamei Shrimp) Frozen:Cuttlefish(Frozen Cuttlefish whole,,Frozen Cuttlefish whole Cleaned IQF,Frozen Blanched Cuttlefish strips IQF,Frozen Cuttlefish Cubes IQF,Frozen Cuttlefish Skin, Frozen Cutttlefish Ink,Frozen Cuttlefish Roe,Frozen Cuttlefish Tentacle IQF) Frozen:Squid(Frozen Squid Whole,Frozen Squid Whole Blast Frozen,Frozen Squid Whole IQF,Frozen Squid Whole cleaned IQF,,Frozen Cut Squid IQF, Frozen Squid Tentacles IQF,,Frozen Blanched Squid Rings IQF) Frozen:Octopus(Frozen Octopus Whole,Frozen Octopus Whole Cleaned,Frozen Cut Boiled Octopus IQF) Frozen:Lobster(Frozen Head On Shell On Lobster)",name_only
1511,Mukka Proteins Limited,"D.NO.14-161 to 164, Sasihithlu road, Mukka,Mangalore-575021,Karnataka.",KA1/MT/024/06,MUKKA PROTEINS LIMITED,"MUKKA CORPORATE HOUSE NO 18 2 16/4 FIRST CROSS NG ROAD, ATTAVARA MANGALURU 575001 Karnataka",info@mukkaseafoods.com,9845522899,9845522899,www.mukkaseafoods.com,nan,name_only
1512,Janatha Fish Meal & Oil Products,"Manoor Fisheries Road,Kota-576221, UdupiDist,Karnataka",,,,,,,,,no_match
1517,Bawa FishMeal & Oil Co,"D. No. 15-3 & 15-4, Sasihithlu Road, Mukka, Surathkal,Mangalore-575021,Karnataka",KA1/MT/054/11,BAWA FISHMEAL & OIL CO,"D. No. 19-10-512/30, 4th FLOOR , PARADIGM PLAZA, A.B SHETTY CIRCLE, PANDESHWAR, MANGALORE, DAKSHINA KANNADA, KARANATAKA 575001 Karnataka",mail@bawafishmeal.com,08242420521,0984508085,nan,Others-Non Edible:Fish Oli (Non- Edible)(CRUDE FISH OIL) Others-Non Edible:Fish Meals (Non-Edible)(FISHMEAL) Others-Non Edible:Fish Soluble Paste(Non-Edible)(FISH SOLUBLE PASTE),name_only
1521,M/s Seafood Innovations,"Kodamthuruthu, Kuthiathode P.O., Cherthala, Alappuzha Dist., 688538, Kerala",,,,,,,,,no_match
1523,DOLPHIN WIRES PRIVATE LIMITED,"AP II/722, INDUSTRIAL ESTATEAROOR, ALAPPUZHA-688534KERALA, INDIA",,,,,,,,,no_match
1524,Arbee Biomarine Extracts Private Limited,"Plot No.13/P2, Thandya Industrial Area, Nanjangudi Dist., Mysore-570302, Karnataka",KL1/MT/314/14,ARBEE BIOMARINE EXTRACTS PRIVATE LIMITED,IX/405 KARIPPADOM P.O. THALAYOLAPARAMBU 686605 Kerala,mysore@arbeefishoil.com,8971091309,8971091309,nan,"Others-Edible:Fish Oil(Edible)(FISH OIL- ESTER,PURIFIED FISH OIL ESTER (ENZYMATIC),SEMI REFINED FISH OIL,REFINED FISH OIL)",name_only
1525,International Freezfish Exports (Unit 1),"A P II/ 810, Industrial Estate, Aroor- 688534, Alleppey Dist. Kerala",,,,,,,,,no_match
1526,United Marine Products,"Door No.1-1/20, Sea Road, Kotepura, Mangalore, Ullal-575020,",,,,,,,,,no_match
1539,Foodco Delicacies India (P) Ltd.,"XI/46R, Trichattukulam P.O, Cherthala, Alappuzha-688526,Kerala",KL1/MT/344/15,FOODCO DELICACIES INDIA(P)LTD,"XI/46R, THRICHATTUKULAM P O CHERTHALA ALAPPUZHA 688526 Kerala",qcm@foodcoindia.com,04782522232,9605771221,www.foodcoindia.com,nan,name_only
1543,ARBEE AQUATIC PROTEINS PVT. LTD.,"AP-II/723, Aroor Industrial Area, Aroor-688534, Alleppey Dist., Kerala",KL1/MT/353/15,ARBEE AQUATIC PROTEINS PVT LTD,"IX/405 B, KARIPPADOM P O THALAYOLAPARAMPU 686605 Kerala",mail@arbeefishoil.com,9605927947,9605927947,www.arbeefishoil.com,"Others-Non Edible:Fish Oli (Non- Edible)(Fish Meal,Fish oil) Others-Non Edible:Fish Meals (Non-Edible)(FISH OIL ( CENTRIFUGED ),FISH MEAL)",name_only
1544,BATHSHA MARINE EXPORTS PVT LTD,"BUILDING NO.II/732, INDUSTRIAL ESTATE, AROOR,ALAPPUZHA, KERALA-688534  INDIA",KL1/MT/351/15,BATHSHA MARINE EXPORTS PVT .LTD.,"BUILDING NO.II/732 A INDUSTRIAL ESTATE AROOR,ALAPPUZHA 688534 Kerala",bathshamarineexports@gmail.com,04782871188,9387237886,nan,nan,name_only
1546,Ullal Fish Meal & Oil Company,"D.No.1-19/ISeaRoad,Kotepura,Ullal, Mangalore-575020",,,,,,,,,no_match
1549,EMINENT SEAFOODS PVT LTD,"16/1127A, PLOT NO.9, COCHIN FISHERIES HARBOUR , THOPPUMPADY ,COCHIN -682005",,,,,,,,,no_match
1556,AUTHENTIC OCEAN TREASURE,"Plot No. 1P-63A, M.S.E.Z., Mangalore Karnataka, Pin- 574142",,,,,,,,,no_match
1557,Malpefresh Marine Export Private Limited,"D.NO. D-II, 19A-5, Devalkunda, Vishnumurthy Temple Rd, Kundapur Taluk, Udupi, Karnataka-576230",KA1/MT/091/17,MALPEFRESH MARINE EXPORT PRIVATE LIMITED,"D.NO. D-II 19A-5, DEVALKUNDA, VISHNUMURTHY TEMPLE RD. KUNDAPUR TALUK UDUPI KARNATAKA 576230 Karnataka",malpefresh@gmail.com,9448120854,9448120854,nan,"Frozen:Fish Wild(frozen mackerel whole,frozen ribbobfish whole,frozen reefcod whole,frozen horse mackerel whole,frozen ribbonfish whole iwp) Frozen:Shrimp Wild(FROZEN SHRIMPS HEAD ON,HEADLESS SHELL ON,pud,p & d,pud tail on,P&D TAIL ON,butterfly) Frozen:Shrimp Aquaculture(FROZEN SHRIMPS HEAD ON,FROZEN SHRIMPS HEADLESS SHELL ON,pud,PUD TAIL ON,p & d,P&D TAIL ON,butterfly) Frozen:Cuttlefish(frozen cuttlefish whole,frozen cuttlefish whole cleaned) Frozen:Squid(frozen squid whole,frozen cut squid,frozen squid rings,frozen squid whole cleaned iqf,frozen squid cut rings,frozen squid tube) Frozen:Octopus(frozen octopus whole short arm,frozen octopus whole long arm,frozen octopus whole areal,frozen octopus whole long tentacle)",name_only
1559,BarakaOverseasTraders,"P.B.No.1204,BeachRoad,UllalDakshina, Kannada, Mangalore, Karnataka-575020.",,,,,,,,,no_match
1561,AL BADR SEAFOODS PVT. LTD. (UNIT-II),"PLOT NO. 33 B, CSEZ,KAKKANAD, COCHIN-682037, KERALA",,,,,,,,,no_match
1563,"Raj Fishmeal and Oil Company – Unit-II,","D.No 1-23B, 3rdCross Malpe, Madhwaraj Road Malpe, Udupi District, Karnataka -576108.",,,,,,,,,no_match
1580,QFROZ TRADES  PRIVATE LIMITED,"XXII/623,(AP II/857A),
INDUSTRIAL AREA ,AROOR,
ALAPPUZHA -688534,
KERALA,INDIA",KL1/MT/413/19,QFROZ TRADES PRIVATE LIMITED,"XXII/623, (AP II/857A), INDUSTRIAL AREA, AROOR 688534 Kerala",qfrozlab@gmail.com,04782872157,9037903414,www.qfroz.com,"Frozen:Fish Wild(FROZEN SKIP JACK TUNA WHOLE ROUND,FROZEN YELLOW FIN TUNA WHOLE ROUND,FROZEN YELLOW FIN TUNA LOINS,/STEAKS/FILLETS,CUBES,FROZEN SKIP JACK TUNA FILLETS/LOINS/STEAKS/CUBES,FROZEN SWORD FISH HEADLESS TAILLESS GUTTED,FROZEN SAILFISH HEADLESS TAILLESS GUTTED,FROZEN MARLIN FISH HEADLESS TAILLESS GUTTED,FROZEN MACKEREL WHOLE,FROZEN RIBBON FISH WHOLE,FROZEN LEATHER JACKET WHOLE,FROZEN SARDINE WHOLE,FROZEN SEER FISH WHOLE) Frozen:Shrimp Wild(FROZEN HL SHRIMPS,FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN PVPD SHRIMPS,FROZEN WHOLE SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI SHRIMP,FROZEN VANNAMEI SHRIMP -PUD, PD,PVPD) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,,FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLEFISH FILLETS,,FROZEN CUTTLEFISH ROE, INK) Frozen:Squid(FROZE SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES,FROZEN SQUID TENTACLES .,FROZEN SQUID RINGS) Frozen:Octopus(FROZEN OCTOPUS WHOLE,,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE GUTTED) Chilled:Fish Wild(CHILLED SARDINE,CHILLED GROUPER,CHILLED REEFCOD,CHILLED MACKEREL) Chilled:Shrimp Wild(CHILLED TIGER PRAWN,CHILLED SHRIMPS WHOLE) Chilled:Shrimp Aquaculture(CHILLED VANNAMEI SHRIMPS WHOLE) Chilled:Cuttlefish(CHILLED CUTTLE FISH WHOLE) Chilled:Squid(CHILLED SQUID WHOLE)",name_only
1581,NAS FISHERIES PRIVATE LIMITED,"16/1712, Old No.22/1173-A  NH.47,EDAKOCHI,KOCHI-682010,KERALA,INDIA",,,,,,,,,no_match
1583,Yashaswi Fish Meal and Oil Company- Branch 1,"Plot No IP-25A, Mangalore SEZ Permude Village, Mangalore Dakshina Kannada Karnataka-574509",,,,,,,,,no_match
1584,SHREE ULKA LLP,"IP-48 A & B, MSEZ Mangalore Dakshina Kannad, Karnataka-574509",MA1/MT/380/19,SHREE ULKA LLP,"GOLD CREST, FLAT NO-1501 NAWDA PHASE 2 TAL-PANVEL/400614 400614 Maharashtra",mail@shreeulka.com,8291813502,8291851404,www.shreeulka.in,Frozen:Fish Wild(FROZEN SURIMI),name_only
1585,Sterling Foods Unit-2,"Door No:2-157-1-A&B, Sasihithlu,Dakshina Kannada, Mangalore,Karnataka-574146",,,,,,,,,no_match
1587,Mangalore Fish Meal & Oil Company,"Door No. 1-1-22 & 22 (1), Sea Road,Kotepura,Ullal,Mangalore-575020, Karnataka.",,,,,,,,,no_match
1590,Span Aquatic Products,"Door No. 1-15/1 and 1-15/2, Kotepura,Ullal, Mangalore Taluk,Karnataka- 575020",KA1/MT/055/11,SPAN AQUATIC PRODUCTS,"D.No. 19-10-512/30, 4th Floor, Paradigm Plaza, A.B Shetty Circle, Pandeshwar Mangalore 575001 Karnataka",spanaquaticproducts@gmail.com,08242420521,9448146858,nan,Others-Non Edible:Fish Meals (Non-Edible)(FISHMEAL),name_only
1594,YASHASWI FISH MEAL AND FISH OIL COMPANY BRANCH: 3,"D No 16-150 20, S.No.433/1, Plot No.20,  Shivalli Industrial Area, Manipal, Udupi, Karnataka-576104",,,,,,,,,no_match
1597,ARABIAN MARINE EXPORTS,"Marine Export Unit, Door No-146, Survey No. 1681-D Tadri, Kumta, Uttar Kannad Karnataka - 581326",KA1/MT/132/22,ARABIAN MARINE EXPORTS,"MARINE EXPORT UNIT DOOR NO-146, SURVEY NO 1681-D, TADRI, KUMTA 581326 Karnataka",kfdcffm@gmail.com,9665733998,9481700228,www.arabianmarineexports.com,"Frozen:Fish Wild(FROZEN INDIAN MACKEREL WHOLE,FROZEN LEATHER SKIN WHOLE,FROZEN RIBBON FISH WHOLE,FROZEN ROUND SCAD WHOLE,FROZEN HORSE MACKEREL WHOLE) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN NEEDLE SQUID WHOLE)",name_only
1599,ASIAN MARINE FOODS,"VI/1330(Old No:VII 464)KOCHANGADIKOCHI- 682 002, KERALA, INDIA",KL1/MT/455/21,ASIAN MARINE FOODS,VI/1330 (OLD No.VII/464) KOCHANGADI KOCHI 682002 Kerala,asianmarinefoods2020@gmail.com,9995080014,9995080014,nan,"Frozen:Fish Wild(FROZEN FISH WHOLE,FROZEN HEADLESS TAILLESS FISHES,FROZEN FISH GUTTED,FROZEN FISH FILLET,FOZEN FISH STEAKS,FROZEN INDIAN MACKEREL WHOLE,FROZEN SKIPJACK TUNA WHOLE,FROZEN YELLOWFIN TUNA WHOLE,FROZEN RIBBON FISH WHOLE) Frozen:Shrimp Wild(FROZEN SHRIMP WHOLE,FROZEN PEELED AND DEVEINED SHRIMPS,FROZEN PEELED AND UNDEVEINED SHRIMP,FROZEN HEADLESS SHRIMPS,FROZEN HEADLESS SHELL ON SHRIMPS,FROZEN PEELED AND UNDEVEINED TAIL ON SHRIMPS,FROZEN PEELED AND DEVEINED TAIL ON SHRIMPS,FROZEN EASY PEEL SHRIMPS,FROZEN RIVER SHRIMP WHOLE,FROZEN PULLED DEVIENED SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HEAD ON VANNAMEI SHRIMPS,FROZEN HEADLESS VANNAMEI SHRIMPS,FROZEN PEELED UNDEINED VANNAMEI SHRIMPS,FROZEN PEELED DEINED VANNAMEI SHRIMPS,FROZEN PEELED UNDEINED TAIL ON VANNAMEI SHRIMPS,FROZEN PEELED DEINED TAIL ON VANNAMEI SHRIMPS,FROZEN HEADLESS EASY PEEL VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH FILLET) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES,FROZEN SQUID TUBES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS GUTTED)",name_only
1600,Byrd Foods International LLP,"Hall No.02&03,SDF building,KSIDC Mega Food Park,KSIDC IGC,Pallipuram P O.,Cherthala,Alappuzha,Kerala,India Pin-688541",KL1/MT/468/22,BYRD FOODS INTERNATIONAL LLP,"HALL No.02 & 03, SDF BUILDING KSIDC MEGA FOOD PARK,KSIDC IGC PALLIPURAM P.O., CHERTHALA, ALAPPUZHA 688541 Kerala",info@byrdfoods.in,9846712220,9846712220,nan,nan,name_only
1601,"ACCELERATED FREEZE DRYING  COMPANY LIMITED,(UNIT-2)","FROZEN FOODS PLANT,14/418,THURAVOOR-KUMBALANGI ROAD,EZHUPUNNA ,CHERTHALA, ALAPPUZHA-688537",,,,,,,,,no_match
1602,EVERGREEN EXPORTS,"BEHIND PORT TRUST HOSPITAL,WILLINGDON ISLAND,KOCHI - Pin â?? 682003",KL1/MT/490/23,EVERGREEN EXPORTS,BEHIND PORT TRUST HOSPITAL WILLINGDON ISLAND KOCHI 682003 Kerala,evergreenexportsaj@gmail.com,9447173337,9447173337,nan,"Frozen:Fish Wild(FROZEN YELLOWFIN TIUNA WHOLE ROUND,FROZEN SKIPJACK TUNA WHOLE) Frozen:Shrimp Wild(FROZEN PUD SHRIMP,FROZEN HLSO SHRIMP,FROZEN HEADLESS SHELL ON SHRIMP,FROZEN PVPD SHRIMP,FROZEN PUD SHRIMPS,FROZEN PEELED CUT DEVEINED TAIL-OFF SHRIMPS,FROZEN PD SHRIMP,FROZEN PEELED AND UNDEVEINED SHRMPS,FROZEN PEELED AND DEVEINED SHRIMPS,FROZEN PCD TAIL OFF SHRIMPS,INDIAN ORIGIN FROZEN SEA CAUGHT RAW POOVALAN PUD S,INDIA ORIGIN FROZEN SEA CAUGHT RAW POOVALAN PULLED,FROZEN SEACAUGHT PEELED CUTDEVEINED TAIL OFF SHRMP) Frozen:Shrimp Aquaculture(FROZEN PUD VANNAMEI SHRIMP,FROZEN HLSO VANNAMEI SHRIMP,FROZEN HEADLESS SHELL ON VANNAMEI SHRIMP,FROZEN PVPD VANNAMEI SHRIMP,FROZEN VANNAMEI PUD SHRIMPS,FROZEN PEELED CUT DEVEINED TAIL-OFF SHRIMPS,FROZEN PD VANNAMEI SHRIMP,FROZEN PEELED AND UNDEVEINED VANNAMEI SHRMPS) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN BUTTLEFLY SQUID) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS GUTTED,FROZEN BABY OCTOPUS WHOLE) Frozen:Lobster(FROZEN SAND LOBSTER IF)",name_only
1609,OCEAN PROTEINS PRIVATE LIMITED,"PLOT NO.281 AND 282,BAIKAMPADY INDUSTRIAL AREA, MANGALORE, DAKSHIN KANNAD, KARNATAKA-575011",KA1/MT/141/23,OCEAN PROTEINS PRIVATE LIMITED,"PLOT NO:281 AND 282, BAIKAMPADY, INDUSTRIAL AREA MANGALORE 575011 Karnataka",oceanproteins2019@gmail.com,9879524791,9879524791,nan,"Frozen:Fish Wild(FROZEN ITOYORI SURIMI,FROZEN ESO SURIMI,FROZEN KINTOKIDAI SURIMI,FROZEN TACHIUO SURIMI,FROZEN HATA SURIMI,FROZEN KAWAHAGI SURIMI,FROZEN ITOYORI MIX SURIMI,FROZEN TACHIUO MIX SURIMI,FROZEN SURIMI MIX FISH,FROZEN MAMAKARI SURIMI,FROZEN HORSE MACKEREL SURIMI,FROZEN LESSER SARDINE SURIMI,FROZEN RIBBONFISH WHOLE,FROZEN CROAKER WHOLE,FROZEN REEFCOD WHOLE,FROZEN INDIAN MACKEREL WHOLE,FROZEN TUNA WHOLE) Frozen:Shrimp Wild(FROZEN TIGER PRAWN WHOLE,FROZEN WHITE PRAWN WHOLE) Frozen:Shrimp Aquaculture(FROZEN HEADON VANNAMEI SHRIMPS,FROZEN HEADLESS VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS CLEANED)",name_only
1610,GHAN MARINE EXIM,"PLOT NO.17/C, KSIDC FOOD PARK, PALLIPPURAM, CHERTHALA, ALAPPUZHA-688541",KL1/MT/514/24,GHAN MARINE EXIM,"PLOT No.17/C, KSIDC FOOD PARK PALLIPPURAM POST-688541 CHERTHALA 688541 Kerala",ghanmarineexim@gmail.com,9447182622,9447182622,nan,"Frozen:Fish Wild(MAHI MAHI,SWORD FISHES,SKIP JACK TUNA,YELLOW FIN TUNA,BLUE FIN,MACKEREL,SARDINE,PINK PERCH,WHITE SNAPPER,RED SNAPPER,Leather jacket,Ribbon fish,Lizard fish,Grouper,Reef cod (RED),Pomfret (Silver, Chinese and Black),Seer Fish,Big eye tuna,tuna) Frozen:Fish Aquaculture(CARP,catfish.,tilapia,,Catla,SNAKE HEADS) Frozen:Shrimp Wild(Indian prawn,Blue shrimp,Tiger shrimp,Brown shrimp) Frozen:Shrimp Aquaculture(Scampi (Macrobrachium rosenbergii),Black tiger (Penaeus monodon),White (Fenneropenaeus sindicus),Pacific white leg shrimp(Litopenaeus vannamei),Frozen Shrimp Whole,Frozen Shrimp HL,Frozen Shrimp HL Easy peel,Frozen Shrimp Peeled Tail on (Fantail Round),P D TO,PD FR,PUD,PD) Frozen:Cuttlefish(S.pharaonis,S.aculeate,S.eliptica,S.prashadi,S.inermis) Frozen:Squid(Squid –Loligo,L.duvauceli,L.vulgaris,L.edulis,squid whole) Frozen:Octopus(O.herdmani,Octopus globosus,O.dolfusi,O.membranaceus,octopus whole,Octopus Whole cleaned)",name_only
1611,Karthik Marine Industries,"S NO 187/7,PITHRODY,
UDYAVARA,UDUPI, KARNATAKA, 574118",KA1/MT/145/23,KARTHIK MARINE INDUSTRIES,nan,karthikmarineindustries@gmail.com,9227731314,9740759198,nan,"Frozen:Fish Wild(FROZEN ITOYORI SURIMI,FROZEN MAMAKARI SURIMI,FROZEN ESO SURIMI,FROZEN ITOYORI MIX SURIMI,FROZEN TACHIUO SURIMI,FROZEN LEATHER JACKET SURIMI,FROZEN KINTOKIDAI SURIMI,FROZEN HIMEJI SURIMI,FROZEN MIX SURIMI,FROZEN GUCHI SURIMI)",name_only
1612,GOLDMARINE EXPORTS PVT.LTD,"SNDP JUNCTION
THURAVOOR P.O, KUTHIYATHODE
ALAPPUZHA DIST.688532
KERALA",,,,,,,,,no_match
1613,"FRONTLINE EXPORTS PVT.LTD.,UNIT-2","INDUSTRIAL ESTATE , AROOR, ALAPPUZHA , KERALA -688 534",,,,,,,,,no_match
1614,AVANTNATURE FOODS PRIVATE LIMITED,"VASANTHANARASAPURA INDUSTRIAL AREA, INDIA  FOOD PARK PHASE 3 KORA HOBLI  TUMKUR, TUMAKURU, KARNATAKA, 572138",,,,,,,,,no_match
1800,APEX FROZEN FOODS LIMITED,"3-160,Panasapadu,Kakinada-533005,Andhra Pradesh",,,,,,,,,no_match
1819,SURYAMITRA EXIM PVT. LTD.,"R.S No. 130, Yanamadurru Village, Bhimavaram Mandal, West Godavari District-534239, Andhra Pradesh",,,,,,,,,no_match
182,"Castlerock Fisheries Pvt. Ltd.,","Plot No. 101, G.I.D.C.
Estate, Veraval-362269, Gujarat, India",MA1/MT/077/05,CASTLEROCK FISHERIES PVT. LTD.,"203, Dalamal Chambers, New Marine Lines, Mumbai 400020 Maharashtra",crfmpeda@gmail.com,22085661,9819019419,www.castlerock.in,"Frozen:Shrimp Wild(SCAMPI,HL BROWN SHRIMPS,PUD BROWN SHRIMPS,PDTO BROWN SHRIMPS,HL PINK BROWN SHRIMPS,PUD PINK BROWN SHRIMPS,PUD KARIKADI SHRIMPS,PUD TAIL-ON BROWN SHRIMPS,PD BROWN SHRIMPS) Frozen:Shrimp Aquaculture(HL VANNAMEI SHRIMPS,HL EASY PEEL VANNAMEI SHRIMPS,PD VANNAMEI SHRIMPS,PDTO VANNAMEI SHRIMPS,H/ON VANNAMEI SHRIMPS,H/ON BLACK TIGER SHRIMPS,HL BLACK TIGER SHRIMPS) Frozen:Cuttlefish(CUTTLE FISH WHOLE,CUTTLE FISH WHOLE CLEANED) Frozen:Squid(SQUID WHOLE,SQUID WHOLE CLEANED) Frozen:Octopus(OCTOPUS WHOLE CLEANED) Frozen:Lobster(WHOLE LOBSTER,COOKED LOBSTER)",name_only
1829,"Britto Seafoods Exports PVT.,LTD.","NO. 4/1 Balakrishnan street, Tondiarpet, Chennai - 600 081",,,,,,,,,no_match
1836,MUNNANGI SEA FOODS PVT. LTD.,"Sy. No. 475, Jarugumalli (Post & Mandal), Prakasam District-523276, Andhra Pradesh",,,,,,,,,no_match
1839,CRYSTAL SEA FOODS PRIVATE  LIMITED,"Sy.No : 233/3B, 234/2, 261/3A,  Challareddy palem (P), Nayuni Palli(Rev V), Near Potti Subbaiah Palem (V), Vetapalem(M), Prakasam (D), Andhra Pradesh-523187",,,,,,,,,no_match
1840,BABY MARINE (EASTERN) EXPORTS (UNIT II),"DOOR NO. 341, SURVEY NO. 85/2A1, 85/2AC1, MANDAPAM, RAMANATHAPURAM DISTRICT-623518, TAMILNADU, INDIA.",,,,,,,,,no_match
