factory,company,location,website,species,capacity,certifications,byproduct,confidence_species,confidence_capacity,confidence_certifications,confidence_byproduct,evidence_urls,notes,cfia_ref
MERSEY SEAFOODS LIMITED (CFIA Ref #0425),MERSEY SEAFOODS LIMITED,"26 BRISTOL AVENUE, LIVERPOOL, NS, B0T1K0, Canada",https://merseyseafoods.com/,"Multi-species seafood (Lobster, Scallop, Shrimp/Prawn, Halibut, Cod, Groundfish (mixed))",Unknown,BRCGS,Unknown,MEDIUM,LOW,HIGH,LOW,https://merseyseafoods.com/ | https://merseyseafoods.com/about-us/ | https://merseyseafoods.com/vessels-and-facilities/ | https://merseyseafoods.com,Verified from website text extraction,
LOUISBOURG SEAFOODS LIMITED (CFIA Ref #1356),LOUISBOURG SEAFOODS LIMITED,"3 COMMERCIAL STREET, LOUISBOURG, NS, B1C1B5, Canada",https://louisbourgseafoods.ca/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Mussel)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://louisbourgseafoods.ca/ | https://louisbourgseafoods.ca/contact/ | https://louisbourgseafoods.ca/products/ | https://louisbourgseafoods.ca | https://louisbourgseafoods.ca/products,Verified from website text extraction,
LISMORE SEAFOODS COMPANY (CFIA Ref #3611),LISMORE SEAFOODS COMPANY,"161 FACTORY ROAD, LISMORE, NS, B0K1G0, Canada",https://lismoreseafoods.ca/,"Lobster, Crab",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://lismoreseafoods.ca/ | https://lismoreseafoods.ca/contact-us/ | https://lismoreseafoods.ca/about-us/ | https://lismoreseafoods.ca,Verified from website text extraction,
LEADING TICKLES SEAFOODS INC. (CFIA Ref #0013),LEADING TICKLES SEAFOODS INC.,"1 MAIN ROAD, LEADING TICKLES, NL, -, Canada",https://www.leadingticklescanada.com/contact,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.leadingticklescanada.com/contact | https://www.leadingticklescanada.com/business-directory | https://www.dnb.com/business-directory/company-profiles.leading_tickles_seafood_inc.35d1f6a70278a546dbe2f5b98c177ac9.html,Verified from website text extraction,
LAHAVE SEAFOODS LIMITED (CFIA Ref #3762),LAHAVE SEAFOODS LIMITED,"3407 HWY 331, LAHAVE, NS, B0R1C0, Canada",https://seafoodfromcanada.ca/listing/lahave-seafoods-limited/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/lahave-seafoods-limited/ | https://www.mapquest.com/ca/nova-scotia/lahave-seafoods-ltd-521882927 | http://www.companylisting.ca/LaHave_Seafoods_Limited/default.aspx | https://seafoodfromcanada.ca/listing/lahave-seafoods-limited | https://seafoodfromcanada.ca/listing/lahave-seafoods-limited/product,Verified from website text extraction,
L. WALKER SEAFOODS LIMITED (CFIA Ref #1472),L. WALKER SEAFOODS LIMITED,"6705 HWY. 3, WOODS HARBOUR, NS, B0W2E0, Canada",https://pitchbook.com/profiles/company/266968-00,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.mapquest.com/ca/nova-scotia/l-walker-seafoods-ltd-424643067 | https://pitchbook.com/profiles/company/266968-00 | https://www.yellowpages.ca/bus/Nova-Scotia/Lower-Woods-Harbour/L-Walker-Seafoods-Ltd/102147746.html,Website found but pages not extractable / too thin,
KITASOO SEAFOODS LTD. (CFIA Ref #1945),KITASOO SEAFOODS LTD.,"540 KITASOO ROAD, KLEMTU, BC, V0T1L0, Canada",https://kitasooseafoods.com/,Shrimp/Prawn,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://kitasooseafoods.com/ | https://kitasooseafoods.com/about-us/ | https://klemtu.com/economic-development/seafoods/ | https://kitasooseafoods.com,Verified from website text extraction,
KITASOO SEAFOODS LTD. (CFIA Ref #0745),KITASOO SEAFOODS LTD.,"GENERAL DELIVERY, KLEMTU, BC, V0T1L0, Canada",https://kitasooseafoods.com/,Shrimp/Prawn,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://kitasooseafoods.com/ | https://kitasooseafoods.com/contact/ | https://klemtu.com/economic-development/seafoods/ | https://kitasooseafoods.com,Verified from website text extraction,
KELTIC SEAFOODS LIMITED (CFIA Ref #0980),KELTIC SEAFOODS LIMITED,"6980 MARKET STREET, PORT HARDY, BC, -, Canada",https://www.kelticseafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.kelticseafoods.com/ | https://www.kelticseafoods.com/contact/ | http://www.lpccomp.bc.ca/keltic/aboutus.html,Website found but pages not extractable / too thin,
KELTIC SEAFOODS LIMITED (CFIA Ref #0736),KELTIC SEAFOODS LIMITED,"8625 GLENVIEW ROAD, PORT HARDY, BC, V0N2P0, Canada",https://www.kelticseafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.kelticseafoods.com/ | https://www.kelticseafoods.com/contact/ | http://www.lpccomp.bc.ca/keltic/aboutus.html,Website found but pages not extractable / too thin,
KANATA HOLDINGS LTD. DBA ORCA SEAFOODS LTD. (CFIA Ref #0902),KANATA HOLDINGS LTD. DBA ORCA SEAFOODS LTD.,"200 - 11251 RIVER ROAD, RICHMOND, BC, V6X1Z6, Canada",https://www.orcaspecialtyfoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.orcaspecialtyfoods.com/ | https://www.dnb.com/business-directory/company-profiles.kanata_holdings_ltd.12cc5d61760ee66b697920a83b9d91b0.html | https://intengine.com/directory/profile/3331-kanata-holdings-ltd-dba-orca-seafoods | https://www.orcaspecialtyfoods.com | https://www.orcaspecialtyfoods.com/products | https://www.orcaspecialtyfoods.com/our-products,Verified from website text extraction,
KA'LE BAY SEAFOODS LTD. (CFIA Ref #3581),KA'LE BAY SEAFOODS LTD.,"P.O. BOX 298, GLACE BAY, NS, B1A5V4, Canada",https://seafoodfromcanada.ca/listing/kale-bay-seafoods-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/kale-bay-seafoods-ltd/ | https://www.novascotiaseafoodalliance.ca/ka-le-bay-seafoods-ltd | https://seafood.media/fis/companies/details.asp?l=e&filterby=companies&=&country_id=no&page=1&company_id=152693 | https://seafoodfromcanada.ca/listing/kale-bay-seafoods-ltd | https://seafoodfromcanada.ca/listing/kale-bay-seafoods-ltd/product,Verified from website text extraction,
INLET SEAFOODS LIMITED (CFIA Ref #3729),INLET SEAFOODS LIMITED,"97 DANIEL'S HEAD RD, SHELBURNE COUNTY, NS, -, Canada",https://inletseafoods.com/products/,"Multi-species seafood (Salmon, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna, Halibut)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://inletseafoods.com/products/ | https://inletseafoods.com/about/ | https://inletseafoods.com/cooking/ | https://inletseafoods.com/products | https://inletseafoods.com/products/products | https://inletseafoods.com/products/product,Verified from website text extraction,
ICEWATER SEAFOODS INC. (CFIA Ref #0084),ICEWATER SEAFOODS INC.,"22-24 HIGH LINER DRIVE, ARNOLD'S COVE, NL, A0B1A0, Canada",https://seafoodfromcanada.ca/listing/icewater-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.facebook.com/icewaterseafoods/ | https://seafoodfromcanada.ca/listing/icewater-seafoods-inc/ | https://www.seafoodsource.com/supplier-directory/icewater-seafoods-inc | https://seafoodfromcanada.ca/listing/icewater-seafoods-inc | https://seafoodfromcanada.ca/listing/icewater-seafoods-inc/product,Verified from website text extraction,
I & S SEAFOODS (CFIA Ref #5816),I & S SEAFOODS,"45 WHITELEY STREET, RIVIÉRE-SAINT-PAUL, QC, G0G2P0, Canada",https://www.insseafood.com/,"Multi-species seafood (Lobster, Crab, Halibut, Cod, Herring)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.insseafood.com/ | https://www.insseafood.com/contact-3 | https://www.facebook.com/isseafoods/ | https://www.insseafood.com,Verified from website text extraction,
HING LEE SEAFOODS (CFIA Ref #1985),HING LEE SEAFOODS,"#8 - 12671 BATHGATE WAY, RICHMOND, BC, V6V1Y5, Canada",https://m-legacy.411.ca/business/profile/291085,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.yelp.com/biz/hing-lee-seafood-market-richmond | https://www.mapquest.com/ca/british-columbia/hing-lee-seafood-ltd-426106440 | https://www.yellowpages.ca/bus/British-Columbia/Richmond/Hing-Lee-Seafood-Market/1943885.html | https://m-legacy.411.ca/business/profile/291085/products | https://m-legacy.411.ca/business/profile/291085/certification,Verified from website text extraction,
Harbour Seafoods Limited (CFIA Ref #2106),Harbour Seafoods Limited,"92 Main Street South, Rocky Harbour, NL, A0K4N0, Canada",https://www.rockharbourseafood.ca/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Halibut, Cod)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.facebook.com/p/Harbour-Seafoods-Fish-Market-100083277943583/ | https://seafoodfromcanada.ca/listing/harbour-seafoods-ltd/ | https://www.tripadvisor.com/Restaurant_Review-g499205-d10827561-Reviews-Harbour_Seafoods_Limited-Rocky_Harbour_Gros_Morne_National_Park_Newfoundland_New.html | https://www.rockharbourseafood.ca | https://www.rockharbourseafood.ca/products,Verified from website text extraction,
GREEN SEAFOODS LIMITED (CFIA Ref #0079),GREEN SEAFOODS LIMITED,"1 Pinhorn's Beach, Winterton, NL, A0B3M0, Canada",https://greenseafoods.com/,Mussel,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://greenseafoods.com/ | https://greenseafoods.com/the-greens/ | https://greenseafoods.com/contact/ | https://greenseafoods.com | https://greenseafoods.com/our-products,Verified from website text extraction,
GEORGE'S BANK SEAFOODS LIMITED (CFIA Ref #3829),GEORGE'S BANK SEAFOODS LIMITED,"232 SHEROSE ISLAND, BARRINGTON PASSAGE, NS, B0W1G0, Canada",https://seafoodfromcanada.ca/listing/georges-bank-seafoods-limited/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/georges-bank-seafoods-limited/ | https://www.novascotiaseafoodalliance.ca/georges-bank-seafoods-limited | https://www.mapquest.com/ca/nova-scotia/georges-bank-seafoods-ltd-375707173 | https://seafoodfromcanada.ca/listing/georges-bank-seafoods-limited | https://seafoodfromcanada.ca/listing/georges-bank-seafoods-limited/product,Verified from website text extraction,
FV NORTHERN ALLIANCE (SELECT SEAFOODS CANADA LTD.) (CFIA Ref #0977),FV NORTHERN ALLIANCE (SELECT SEAFOODS CANADA LTD.),"205 - 7560A VANTAGE WAY, DELTA, BC, V4G1H1, Canada",http://www.selectseafood.ca/ourfactory.html,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://www.selectseafood.ca/ourfactory.html | http://selectseafood.ca/ourvessel.html | http://selectseafood.ca/about.html,Verified from website text extraction,
FUTURE SEAFOODS INC. (CFIA Ref #4217),FUTURE SEAFOODS INC.,"358 NEW ROAD, FERNWOOD, PE, C0B1C0, Canada",https://seafoodfromcanada.ca/fr/listing/future-seafoods-inc/,"Multi-species seafood (Lobster, Shrimp/Prawn, Oyster, Halibut)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.dnb.com/business-directory/company-profiles.future_seafoods_inc.fdc9fa32eb44b1773a59834dc268f0b3.html | https://fishchoice.com/business/future-seafoods-inc | https://www.mapquest.com/ca/prince-edward-island/future-seafoods-359117933 | https://seafoodfromcanada.ca/fr/listing/future-seafoods-inc | https://seafoodfromcanada.ca/fr/listing/future-seafoods-inc/product,Verified from website text extraction,
FRANDON SEAFOODS INC./FRUITS DE MER FRANDON INC. / FRANDON SEA FOODS (CFIA Ref #6260),FRANDON SEAFOODS INC./FRUITS DE MER FRANDON INC. / FRANDON SEA FOODS,"6790 BOULEVARD DES GRANDES PRAIRIES, MONTREAL, QC, H1P3P3, Canada",https://old.frandonseafoods.ca/en/about-us/,Lobster,Unknown,HACCP,Unknown,HIGH,LOW,HIGH,LOW,https://frandon.ca/language/en/home/ | https://frandon.ca/language/en/products/ | https://alimentsduquebec.com/en/certified-products/business/frandon-seafoods-inc | https://old.frandonseafoods.ca/en/about-us | https://old.frandonseafoods.ca/en/about-us/our-products,Verified from website text extraction,
FOSTER'S SEAFOODS (CFIA Ref #1480),FOSTER'S SEAFOODS,"108 CHEMIN DE LA POINTE, TUSKET, NS, B0W3M0, Canada",https://www.forsterfoods.ca/about,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.fostersmeat.com/seafood | https://www.forsterfoods.ca/about,Verified from website text extraction,
Export Packers Seafood Limited (CFIA Ref #6443),Export Packers Seafood Limited,"4 EDVAC DRIVE, BRAMPTON, ON, L6S5P2, Canada",https://exportpackers.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://exportpackers.com/ | https://exportpackers.com/about/ | https://exportpackers.com/contact/ | https://exportpackers.com,Verified from website text extraction,
EXPORT PACKERS SEAFOOD LIMITED (CFIA Ref #1701),EXPORT PACKERS SEAFOOD LIMITED,"3 EDVAC DRIVE, BRAMPTON, ON, L6S5X8, Canada",https://exportpackers.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://exportpackers.com/ | https://exportpackers.com/about/ | https://exportpackers.com/contact/ | https://exportpackers.com,Verified from website text extraction,
EVAN'S FRESH SEAFOODS LIMITED (CFIA Ref #6424),EVAN'S FRESH SEAFOODS LIMITED,"244 DENNIS POINT ROAD; UNIT 1, LOWER WEST PUBNICO, NS, B0W2C0, Canada",https://www.evansfreshseafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.evansfreshseafoods.com/ | https://www.evansfreshseafoods.com/about-us/ | https://seafoodfromcanada.ca/listing/evans-fresh-seafoods-limited/ | https://www.evansfreshseafoods.com,Verified from website text extraction,
EVAN'S FRESH SEAFOODS LIMITED (CFIA Ref #3820),EVAN'S FRESH SEAFOODS LIMITED,"286 DENNIS POINT ROAD, LOWER WEST PUBNICO, NS, B0W2C0, Canada",https://www.evansfreshseafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.evansfreshseafoods.com/ | https://www.evansfreshseafoods.com/about-us/ | https://seafoodfromcanada.ca/listing/evans-fresh-seafoods-limited/ | https://www.evansfreshseafoods.com,Verified from website text extraction,
DELTA PACIFIC SEAFOODS LTD. (CFIA Ref #1933),DELTA PACIFIC SEAFOODS LTD.,"6001- 60TH AVENUE, DELTA, BC, V4K4E2, Canada",http://www.deltapacific.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://www.deltapacific.ca/ | http://www.deltapacific.ca/contactus.htm | http://www.deltapacific.ca/about-us/ | http://www.deltapacific.ca,Verified from website text extraction,
DAWN TILL DUSK SEAFOODS LIMITED (CFIA Ref #3748),DAWN TILL DUSK SEAFOODS LIMITED,"6091 HIGHWAY 3, SHELBURNE COUNTY, NS, B0W3B0, Canada",https://www.novascotiaseafoodalliance.ca/dawn-till-dusk-seafoods-ltd,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/dawn-till-dusk-seafoods-ltd | https://seafoodfromcanada.ca/listing/dawn-till-dusk-seafoods-limited/ | https://www.mapquest.com/ca/nova-scotia/dawn-till-dusk-seafoods-ltd-359106281,Verified from website text extraction,
CRANE COVE SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #3569),CRANE COVE SEAFOODS LIMITED PARTNERSHIP,"4123 SHORE RD, ESKASONI, NS, B1W1M4, Canada",https://cranecoveseafoods.ca/,"Crab, Shrimp/Prawn",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://cranecoveseafoods.ca/ | https://cranecoveseafoods.ca/licenses-vessels/ | https://www.novascotiaseafoodalliance.ca/crane-cove-seafoods | https://cranecoveseafoods.ca,Verified from website text extraction,
CONCHE SEAFOODS LIMITED (CFIA Ref #0036),CONCHE SEAFOODS LIMITED,"2 HARBOUR VIEW DRIVE, CONCHE, NL, A0K1Y0, Canada",https://www.gov.nl.ca/gs/inspection/conche-seafoods-ltd/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.gov.nl.ca/gs/inspection/conche-seafoods-ltd/ | https://www.dnb.com/business-directory/company-profiles.conche_seafoods_ltd.39b77aa6a92142ca6b972948e959dce0.html | https://www.dfo-mpo.gc.ca/fisheries-peches/consultation/shrimp-crevette/presentations/Quinsea-ShrimpFINAL2.pdf | https://www.gov.nl.ca/gs/inspection/conche-seafoods-ltd,Verified from website text extraction,
CODROY SEAFOODS INC. (CFIA Ref #0019),CODROY SEAFOODS INC.,"1 WHARF ROAD, CODROY, NL, -, Canada",https://seafoodfromcanada.ca/listing/codroy-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.facebook.com/codroyseafoodsinc/ | https://seafoodfromcanada.ca/listing/codroy-seafoods-inc/ | https://www.dnb.com/business-directory/company-profiles.codroy_seafoods_inc.873e4bb705cf4c69ba402ddd619b22c6.html | https://seafoodfromcanada.ca/listing/codroy-seafoods-inc | https://seafoodfromcanada.ca/listing/codroy-seafoods-inc/product,Verified from website text extraction,
CLOVER LEAF SEAFOODS CORP. (CFIA Ref #0222),CLOVER LEAF SEAFOODS CORP.,"180 BRUNSWICK STREET, BLACKS HARBOUR, NB, E5H1G6, Canada",https://www.cloverleaf.ca/en/,"Multi-species seafood (Salmon, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.cloverleaf.ca/en/ | https://www.cloverleaf.ca/en/contact/ | https://www.cloverleaf.ca/en/products/ | https://www.cloverleaf.ca/en | https://www.cloverleaf.ca/en/products,Verified from website text extraction,
Clearwater Seafoods Limited Partnership/Continental Seafoods (CFIA Ref #3769),Clearwater Seafoods Limited Partnership/Continental Seafoods,"84 Water Street, Shelburne, NS, B0T1W0, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://www.clearwater.ca/en/history/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP F/V ATLANTIC PROTECTOR (CFIA Ref #3770),CLEARWATER SEAFOODS LIMITED PARTNERSHIP F/V ATLANTIC PROTECTOR,"88 WATER STREET, SHELBURNE, NS, B0T1W0, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://www.clearwater.ca/en/ocean-to-plate/harvesting/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (M.V. ATLANTIC PRESERVER) (CFIA Ref #3768),CLEARWATER SEAFOODS LIMITED PARTNERSHIP (M.V. ATLANTIC PRESERVER),"88 WATER STREET, SHELBURNE, NS, B0J1W0, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://shop.clearwater.ca/pages/about-us | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #LL04001),CLEARWATER SEAFOODS LIMITED PARTNERSHIP,"757 BEDFORD HWY, BEDFORD, NS, B4A3Z7, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://shop.clearwater.ca/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #3521),CLEARWATER SEAFOODS LIMITED PARTNERSHIP,"757 BEDFORD HIGHWAY, BEDFORD, NS, B4A3Z7, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://shop.clearwater.ca/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #3324),CLEARWATER SEAFOODS LIMITED PARTNERSHIP,"70 WATER STREET, LOCKEPORT, NS, B0T1L0, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://www.clearwater.ca/en/seafood-retail/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #0439),CLEARWATER SEAFOODS LIMITED PARTNERSHIP,"60 BELL ST., GLACE BAY, NS, B1A6C9, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://www.clearwater.ca/en/ocean-to-plate/processing-facilities/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #0405),CLEARWATER SEAFOODS LIMITED PARTNERSHIP,"68 WATER STREET, LOCKEPORT, NS, B0T1L0, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://shop.clearwater.ca/ | https://www.clearwater.ca/en,Verified from website text extraction,
CLEARWATER SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #0156),CLEARWATER SEAFOODS LIMITED PARTNERSHIP,"1 PLANT ROAD, GRAND BANK, NL, A0E1W0, Canada",https://www.clearwater.ca/en/,"Multi-species seafood (Lobster, Crab, Shrimp/Prawn, Clam)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.clearwater.ca/en/ | https://www.clearwater.ca/en/contact-us/ | https://www.clearwater.ca/en/seafood-retail/ | https://www.clearwater.ca/en,Verified from website text extraction,
CHAD BROWN SEAFOODS INC. (CFIA Ref #4446),CHAD BROWN SEAFOODS INC.,"119 NARROWS ROAD, WELSHPOOL, NB, E5E1B2, Canada",https://seafoodfromcanada.ca/listing/chad-brown-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/chad-brown-seafoods-inc/ | https://www.mapquest.com/ca/new-brunswick/chad-brown-seafoods-inc-454728553 | https://www.trade-seafood.com/directory/seafood/wholesalers/chad-brown-seafoods-inc-ca.htm | https://seafoodfromcanada.ca/listing/chad-brown-seafoods-inc | https://seafoodfromcanada.ca/listing/chad-brown-seafoods-inc/product,Verified from website text extraction,
CAPE D'OR SUSTAINABLE SEAFOODS INC. (CFIA Ref #6098),CAPE D'OR SUSTAINABLE SEAFOODS INC.,"365 DRIFTWOOD LANE, ADVOCATE HARBOUR, NS, B0M1A0, Canada",https://seafoodfromcanada.ca/listing/cape-dor-sustainable-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://canadiancoolfoods.com/company/cape-dor-sustainable-seafood | https://seafoodfromcanada.ca/listing/cape-dor-sustainable-seafoods-inc/ | https://www.seacoreseafood.com/product/cape-dor-salmon-land-based-atlantic-salmon-nova-scotia | https://seafoodfromcanada.ca/listing/cape-dor-sustainable-seafoods-inc | https://seafoodfromcanada.ca/listing/cape-dor-sustainable-seafoods-inc/product,Verified from website text extraction,
CANSO SEAFOODS LIMITED (CFIA Ref #3604),CANSO SEAFOODS LIMITED,"88 WATER STREET, CANSO, NS, B0H1H0, Canada",https://www.novascotiaseafoodalliance.ca/canso-seafoods-ltd,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/canso-seafoods-ltd | https://seafoodfromcanada.ca/listing/canso-seafoods-ltd/ | https://www.fishjobs.ca/canso-seafoods-ltd/,Verified from website text extraction,
CAMPBELL RIVER SEAFOODS & LOCKERS LTD. (CFIA Ref #0785),CAMPBELL RIVER SEAFOODS & LOCKERS LTD.,"1900 NORTH ISLAND HIGHWAY, CAMPBELL RIVER, BC, V9W2G2, Canada",https://campbellriverchamber.ca/directory/business/campbell-river-seafood-lockers-ltd/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://campbellriverchamber.ca/directory/business/campbell-river-seafood-lockers-ltd/ | https://m.yelp.com/biz/campbell-river-seafoods-and-locker-campbell-river | https://www.mapquest.com/ca/british-columbia/campbell-river-seafoods-locker-281695444 | https://campbellriverchamber.ca/directory/business/campbell-river-seafood-lockers-ltd,Verified from website text extraction,
Cameron Seafoods Company (CFIA Ref #1463681),Cameron Seafoods Company,"1157 West Halls Harbour Road, Halls Harbour, NS, B0P1J0, Canada",https://cameronseafoods.com/,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://cameronseafoods.com/ | https://cameronseafoods.com/about | https://www.cameronsseafood.com/pages/contact | https://cameronseafoods.com,Verified from website text extraction,
C & K SEAFOODS (CFIA Ref #3848),C & K SEAFOODS,"7 BOUDREAU BRANCH RD., CHURCH POINT, NS, B0W1M0, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
