name,company_name,country,region,city,address,postal,cfia_ref,website,primary_species,certifications,status,verified,verification_level,admin_notes,source_url,source_title,source_type,access_date,latitude,longitude,geocode_confidence,geocode_formatted
Presteve Foods Limited (CFIA Ref #1684),Presteve Foods Limited,Canada,Ontario,BATCHAWANA BAY,24 FERROCLAD ROAD,P0S1A0,1684,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.0353509,-84.7826102,9,"Ferroclad Road, Unorganized North Algoma, ON, Canada"
FRESHWATER FISH MARKETING CORPORATION (CFIA Ref #1664),FRESHWATER FISH MARKETING CORPORATION,Canada,Manitoba,WINNIPEG,-,R2C3L4,1664,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.8955367,-97.1384584,4,"Winnipeg, Manitoba, Canada"
La Nassa Foods Inc. (CFIA Ref #1890),La Nassa Foods Inc.,Canada,Ontario,Kingsville,215 Industry Rd,N9Y1K9,1890,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,42.0309477,-82.7312089,10,"215 Industry Road, Kingsville, ON N9Y, Canada"
INDEPENDENT FISH CO LTD (CFIA Ref #0635),INDEPENDENT FISH CO LTD,Canada,Manitoba,WINNIPEG,941 SHERBROOK STREET,R3A1N3,0635,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.90667,-97.153592,10,"941 Sherbrook Street, Winnipeg, MB R3A, Canada"
MARINER NEPTUNE FISH & SEAFOOD COMPANY LTD. (CFIA Ref #0628),MARINER NEPTUNE FISH & SEAFOOD COMPANY LTD.,Canada,Manitoba,WINNIPEG,472 DUFFERIN AVE,R2C0G9,0628,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.9124887,-97.1464817,10,"472 Dufferin Avenue, Winnipeg, MB R2W, Canada"
MINOR FISHERIES LTD. (CFIA Ref #1712),MINOR FISHERIES LTD.,Canada,Ontario,PORT COLBORNE,1070 ELM STREET,L3K5V5,1712,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,42.9119162,-79.2553218,10,"1070 Elm Street, Port Colborne, ON L3K, Canada"
WILD WEST STEELHEAD (CFIA Ref #1752),WILD WEST STEELHEAD,Canada,Saskatchewan,LUCKY LAKE,NE Q 21-23-07 W3,S0L1Z0,1752,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,50.98337,-107.13459,8,"Lucky Lake, Saskatchewan, Canada"
OCEAN FOOD COMPANY LIMITED (CFIA Ref #1849),OCEAN FOOD COMPANY LIMITED,Canada,Ontario,SCARBOROUGH,3 TURBINA AVENUE,M1V5G3,1849,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.8270022,-79.250615,9,"Turbina Avenue, Toronto, ON M1X, Canada"
PACIFIC FRESH FISH LTD (CFIA Ref #1742),PACIFIC FRESH FISH LTD,Canada,Saskatchewan,REGINA,679 HENDERSON DRIVE,S4N6A8,1742,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,50.4701056,-104.5615047,9,"Henderson Drive, Regina, SK S4S, Canada"
PRESTEVE FOODS LIMITED (CFIA Ref #1867),PRESTEVE FOODS LIMITED,Canada,Ontario,WHEATLEY,20954 ERIE STREET SOUTH,N0P2P0,1867,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,42.8309124,-79.9308393,9,"Erie Street South, Selkirk, ON, Canada"
PURDY FISHERIES LIMITED (CFIA Ref #1718),PURDY FISHERIES LIMITED,Canada,Ontario,POINT EDWARD,1 RIVER FRONT,N7T8G4,1718,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.00008,-82.39983,7,"Point Edward, Ontario, Canada"
POS BIO-SCIENCES (CFIA Ref #1775),POS BIO-SCIENCES,Canada,Saskatchewan,SASKATOON,118 VETERINARY ROAD,S7N2R4,1775,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,52.1378892,-106.6243567,10,"POS Pilot Plant Corporation, 118 Veterinary Road, Saskatoon, SK S7N, Canada"
SEACORE SEAFOOD INC (CFIA Ref #1774),SEACORE SEAFOOD INC,Canada,Ontario,WOODBRIDGE,81 AVIVA PARK DRIVE,L4L9C1,1774,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.77771,-79.5475877,10,"81 Aviva Park Drive, Vaughan, ON L4L, Canada"
THE PURVIS BROS. LIMITED (CFIA Ref #1830),THE PURVIS BROS. LIMITED,Canada,Ontario,BURNT ISLAND,1981 BURNT ISLAND ROAD,P0P1Y0,1830,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,45.8296015,-82.9116278,7,"Burnt Island Road, Unorganized West Manitoulin, ON P0P, Canada"
LES PLATS DU CHEF ULC (CFIA Ref #1853),LES PLATS DU CHEF ULC,Canada,Ontario,VAUGHAN,610 OSTER LANE,L4K2C1,1853,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.806003,-79.4965659,10,"610 Oster Lane, Vaughan, ON L4K 1W5, Canada"
TRUE NORTH SALMON LIMITED PARTNERSHIP (CFIA Ref #1293),TRUE NORTH SALMON LIMITED PARTNERSHIP,Canada,Prince Edward Island,CHARLOTTETOWN,17 WALKER DRIVE,C1A8S5,1293,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.2521119,-63.1097631,10,"17 Walker Drive, Charlottetown, PE C1A 8S5, Canada"
BELLE RIVER ENTERPRISES LIMITED (CFIA Ref #2302),BELLE RIVER ENTERPRISES LIMITED,Canada,Prince Edward Island,BELLE RIVER,12 WATERVIEW LANE,C0A1B0,2302,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,45.9742413,-62.8443305,10,"12 Waterview Lane, Belle River, PE, Canada"
COUNTRY QUEEN FOODS INC. (CFIA Ref #0610),COUNTRY QUEEN FOODS INC.,Canada,Ontario,BRAMPTON,205 WILKINSON ROAD,L6T4M2,0610,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.688246,-79.6960055,10,"205 Wilkinson Road, Brampton, ON L6T, Canada"
MACKINNON'S LOBSTER POUND LTD. (CFIA Ref #2307),MACKINNON'S LOBSTER POUND LTD.,Canada,Prince Edward Island,CHARLOTTETOWN,2 PRINCE STREET,C1A0C4,2307,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.2325487,-63.1201192,9,"Lobster on the Wharf, 2 Prince Street, Charlottetown, PE C1A, Canada"
P.E.I. MUSSEL KING (1994) INC. (CFIA Ref #2394),P.E.I. MUSSEL KING (1994) INC.,Canada,Prince Edward Island,MORELL,318 RED HEAD ROAD,C0A1S0,2394,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.4270721,-62.7105554,10,"318 Red Head Road, Morell, PE C0A, Canada"
INOVATA FOODS CORP. (CFIA Ref #0607),INOVATA FOODS CORP.,Canada,Ontario,TILLSONBURG,95 SPRUCE ST,N4G5C4,0607,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,45.4093765,-75.714099,10,"95 Spruce Street, Ottawa, ON K1R, Canada"
GRANDE-ENTRÉE AQUACULTURE INC (CFIA Ref #1D19),GRANDE-ENTRÉE AQUACULTURE INC,Canada,Quebec,HAVRE AUX MAISONS,703 ROUTE 199 C.P. 2260,G4T5P4,1D19,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.4117855,-61.7804055,8,"Route 199, Les Îles-de-la-Madeleine, QC G4T, Canada"
PRINCE EDWARD AQUA FARMS INC (CFIA Ref #2354),PRINCE EDWARD AQUA FARMS INC,Canada,Prince Edward Island,KENSINGTON,5891 ROUTE 20,C0B 1M0,2354,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.4841586,-63.5031216,10,"5891 Route 20, Springbrook, PE, Canada"
ROYAL STAR FOODS LTD. (CFIA Ref #2391),ROYAL STAR FOODS LTD.,Canada,Prince Edward Island,TIGNISH,175 JUDES POINT ROAD,C0B2B0,2391,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.9520522,-64.0046553,10,"175 Judes Point Road, Anglo Tignish, PE C0B, Canada"
ROYAL STAR FOODS LTD. (CFIA Ref #2392),ROYAL STAR FOODS LTD.,Canada,Prince Edward Island,TIGNISH,439 FOUNDERS LANE,C0B2B0,2392,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.9538806,-63.9992171,9,"Founders Lane, Anglo Tignish, PE C0B, Canada"
OCEAN CONCORD (CFIA Ref #1110),OCEAN CONCORD,Canada,Nova Scotia,MULGRAVE,428 MAIN STREET,B0E2G0,1110,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,45.4089935,-64.3274115,10,"428 Main Street, Parrsboro, NS B0M 1S0, Canada"
SEAFOOD 2000 LTD (CFIA Ref #0827),SEAFOOD 2000 LTD,Canada,Prince Edward Island,GEORGETOWN,10 WATER STREET,C0A1L0,0827,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.1798292,-62.5369729,10,"10 Water Street, Georgetown, PE, Canada"
TRACADIE BAY AQUA FARMS INC. (CFIA Ref #2386),TRACADIE BAY AQUA FARMS INC.,Canada,Prince Edward Island,GRAND TRACADIE,460 HARBOUR ROAD,C0A1P0,2386,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.4035241,-63.0303218,10,"460 Harbour Road, Grand Tracadie, PE, Canada"
KIVALLIQ ARCTIC FOODS LTD (CFIA Ref #0651),KIVALLIQ ARCTIC FOODS LTD,Canada,Nunavut,RANKIN INLET,"PTN LOT 40, PLAN 603",X0C0G0,0651,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,62.81732,-92.08324,3,"Rankin Inlet, Nunavut, Canada"
KITIKMEOT FOODS LTD (CFIA Ref #1640),KITIKMEOT FOODS LTD,Canada,Nunavut,CAMBRIDGE BAY,26 MITIK STREET,X0B0C0,1640,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,69.1167315,-105.0585625,9,"Mitik Street, Cambridge Bay, NU X0B, Canada"
PANGNIRTUNG FISHERIES LTD. (CFIA Ref #1758),PANGNIRTUNG FISHERIES LTD.,Canada,Nunavut,PANGNIRTUNG,653 LAKESHORE RD,-,1758,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,66.14511,-65.71252,5,"Pangnirtung, Nunavut, Canada"
3 T'S LIMITED (CFIA Ref #2122),3 T'S LIMITED,Canada,Newfoundland and Labrador,WOODY POINT,24 WATER ST,A0K1P0,2122,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.5013511,-57.9136166,9,"Water Street, Woody Point, NL A0K, Canada"
ALLEN'S FISHERIES LIMITED (CFIA Ref #0151),ALLEN'S FISHERIES LIMITED,Canada,Newfoundland and Labrador,BENOIT'S COVE,392 MAIN STREET,A0L1A0,0151,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.01671,-58.13171,9,"Newfoundland and Labrador, Canada"
GUNNING COVE INDUSTRIES LIMITED (CFIA Ref #1433),GUNNING COVE INDUSTRIES LIMITED,Canada,Nova Scotia,SHELBURNE,601 SHORE ROAD,B0T1W0,1433,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.3215567,-61.2200799,10,"601 Shore Road, Margaree Harbour, NS, Canada"
MICHEL & CHARLES LEBLANC FISHERIES LTD. (CFIA Ref #2466),MICHEL & CHARLES LEBLANC FISHERIES LTD.,Canada,New Brunswick,CAP-PELE,61 RUE GAUTREAU,E4N1V2,2466,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.2326549,-64.2583045,9,"Rue Gautreau, Botsford Parish, NB E4N, Canada"
HERVIC ENTERPRISES LIMITED (CFIA Ref #0393),HERVIC ENTERPRISES LIMITED,Canada,Nova Scotia,ARCADIA,2896 MELBOURNE ROAD,B0W1B0,0393,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.7042536,-66.0560897,10,"2896 Melbourne Road, Pinkneys Point, NS, Canada"
HOPKINS & DEVINE FISHERIES LIMITED (CFIA Ref #1403),HOPKINS & DEVINE FISHERIES LIMITED,Canada,Nova Scotia,WOODS HARBOUR,39 NEW WHARF ROAD,B0W2E0,1403,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.5212124,-65.7366824,10,"39 New Wharf Road, Woods Harbour, NS B0W 2E0, Canada"
SEVEN SEAS INC/SEA LUX (CFIA Ref #1D20),SEVEN SEAS INC/SEA LUX,Canada,Ontario,WOODBRIDGE,100 REGINA RD UNIT 4,L4L8M7,1D20,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.5826527,-81.5179539,9,"Regina Road, Huron East, ON N0M, Canada"
HUSKINS FISHERIES LIMITED (CFIA Ref #1461),HUSKINS FISHERIES LIMITED,Canada,Nova Scotia,WOODS HARBOUR,954 FORBES POINT ROAD,-,1461,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.538204,-65.7459052,10,"954 Forbes Point Road, Forbes Point, NS B0W, Canada"
IMO FOODS LIMITED (CFIA Ref #0233),IMO FOODS LIMITED,Canada,Nova Scotia,YARMOUTH,PO BOX 236,B5A4B2,0233,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.8372648,-66.1157,7,"Yarmouth, Nova Scotia, Canada"
ALLEN'S FISHERIES LIMITED (CFIA Ref #0047),ALLEN'S FISHERIES LIMITED,Canada,Newfoundland and Labrador,BENOIT'S COVE,420 MAIN STREET,A0L1A0,0047,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.5560588,-66.1260967,9,"Betts' Home Hardware, 420 Main Street, Doaktown, NB E9C, Canada"
"ANDREW DALEY LIMITED ""ROYAL MARINER"" (CFIA Ref #0031)","ANDREW DALEY LIMITED ""ROYAL MARINER""",Canada,Newfoundland and Labrador,ST. JOSEPH'S,MAIN ROAD,-,0031,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.1166,-53.5148,9,"St. Joseph's, Newfoundland and Labrador, Canada"
AQUA CRAB PRODUCERS INC. (CFIA Ref #0133),AQUA CRAB PRODUCERS INC.,Canada,Newfoundland and Labrador,AQUAFORTE,54 LOOP ROAD,-,0133,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.0063195,-52.9592136,9,"Loop Road, Aquaforte, NL A0A, Canada"
"AVALON OCEAN PRODUCTS, INCORPORATED (CFIA Ref #1085)","AVALON OCEAN PRODUCTS, INCORPORATED",Canada,Newfoundland and Labrador,FAIR HAVEN,MAIN ROAD,AOB1T0,1085,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.5332,-53.89812,9,"Newfoundland and Labrador, Canada"
BARRY GROUP INC. (CFIA Ref #1068),BARRY GROUP INC.,Canada,Newfoundland and Labrador,CORNER BROOK,433 GRIFFIN DRIVE,-,1068,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,48.9592463,-57.9823676,7,"Griffin Drive, Corner Brook, NL A2H, Canada"
QUIN-SEA FISHERIES LIMITED (CFIA Ref #0193),QUIN-SEA FISHERIES LIMITED,Canada,Newfoundland and Labrador,CAPE BROYLE,40 HARBOUR ROAD,A0A1P0,0193,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,46.4360289,-62.7604152,10,"40 Harbour Road, Kings County, PE, Canada"
CARINO PROCESSING LTD. (CFIA Ref #0040),CARINO PROCESSING LTD.,Canada,Newfoundland and Labrador,SOUTH DILDO,1 FISH PLANT RD,A0B1R0,0040,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.5221,-53.5537,9,"Newfoundland and Labrador, Canada"
CARROLL'S STORE AND FISHERIES LIMITED (CFIA Ref #2111),CARROLL'S STORE AND FISHERIES LIMITED,Canada,Newfoundland and Labrador,COOK'S HARBOUR,53 OCEAN VIEW ROAD,-,2111,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,51.60009,-55.86469,9,"Cook's Harbour, Newfoundland and Labrador, Canada"
JAMES L. MOOD FISHERIES LIMITED (CFIA Ref #0496),JAMES L. MOOD FISHERIES LIMITED,Canada,Nova Scotia,WOODS HARBOUR,130 FALLS POINT ROAD,B0W2E0,0496,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.5317758,-65.7412365,10,"130 Falls Point Road, Woods Harbour, NS B0W, Canada"
K&N FISHERIES LIMITED (CFIA Ref #0477),K&N FISHERIES LIMITED,Canada,Nova Scotia,UPPER PORT LATOUR,130 SEAL POINT ROAD,B0W3N0,0477,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.5066875,-65.4687321,10,"130 Seal Point Road, Upper Port La Tour, NS B0W, Canada"
DOUG NORMAN & SONS LIMITED (CFIA Ref #1134),DOUG NORMAN & SONS LIMITED,Canada,Newfoundland and Labrador,FOXTRAP,DELANEY'S ROAD,-,1134,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,47.5112229,-52.9960873,9,"Delaney's Road, Conception Bay South, NL A1X, Canada"
EASTERN FISH MARKETS LIMITED (CFIA Ref #1116),EASTERN FISH MARKETS LIMITED,Canada,Newfoundland and Labrador,CARMANVILLE,54 MAIN STREET SOUTH,A0G1N0,1116,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.3995908,-54.2748245,7,"Main Street South, Carmanville, NL, Canada"
LEO G. ATKINSON FISHERIES LIMITED (CFIA Ref #1443),LEO G. ATKINSON FISHERIES LIMITED,Canada,Nova Scotia,SHELBURNE COUNTY,89 DANIEL'S HEAD RD.,B0W1P0,1443,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,43.85016,-65.28212,1,"Shelburne County, Nova Scotia, Canada"
FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED (CFIA Ref #0058),FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED,Canada,Newfoundland and Labrador,JOE BATT'S ARM,147 SOUTHSIDE ROAD,A0G2X0,0058,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.73322,-54.16481,7,"Newfoundland and Labrador, Canada"
FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED (CFIA Ref #0010),FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED,Canada,Newfoundland and Labrador,FOGO,22-24 GARRISON ROAD,A0G2B0,0010,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,49.7163778,-54.2789135,9,"Garrison Road, Fogo, NL A0G, Canada"
HIGH LINER FOODS INCORPORATED/LES ALIMENTS HIGH LINER INCORPOREE (CFIA Ref #0413),HIGH LINER FOODS INCORPORATED/LES ALIMENTS HIGH LINER INCORPOREE,Canada,Nova Scotia,LUNENBURG,100 BATTERY POINT,B0J2C0,0413,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,44.3656884,-64.297014,10,"100 Battery Point Road, Garden Lots, NS B0J, Canada"
GOULD FISHERIES LIMITED (CFIA Ref #0095),GOULD FISHERIES LIMITED,Canada,Newfoundland and Labrador,RIVER OF PONDS,32 MAIN ST,A0K4M0,0095,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,50.53336,-57.39823,9,"River of Ponds, Newfoundland and Labrador, Canada"
OCEAN CHOICE INTERNATIONAL L.P. (CFIA Ref #0027),OCEAN CHOICE INTERNATIONAL L.P.,Canada,Newfoundland and Labrador,LAWN,262-264 HARBOUR DRIVE,-,0027,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06,48.5217599,-53.4861231,9,"Harbour Drive, Unincorporated Newfoundland, NL A0C, Canada"
