name,company_name,country,region,city,address,postal,cfia_ref,website,primary_species,certifications,status,verified,verification_level,admin_notes,source_url,source_title,source_type,access_date
ALLEN'S FISHERIES LIMITED (CFIA Ref #0151),ALLEN'S FISHERIES LIMITED,Canada,Newfoundland and Labrador,BENOIT'S COVE,392 MAIN STREET,A0L1A0,0151,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
GUNNING COVE INDUSTRIES LIMITED (CFIA Ref #1433),GUNNING COVE INDUSTRIES LIMITED,Canada,Nova Scotia,SHELBURNE,601 SHORE ROAD,B0T1W0,1433,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
MICHEL & CHARLES LEBLANC FISHERIES LTD. (CFIA Ref #2466),MICHEL & CHARLES LEBLANC FISHERIES LTD.,Canada,New Brunswick,CAP-PELE,61 RUE GAUTREAU,E4N1V2,2466,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HERVIC ENTERPRISES LIMITED (CFIA Ref #0393),HERVIC ENTERPRISES LIMITED,Canada,Nova Scotia,ARCADIA,2896 MELBOURNE ROAD,B0W1B0,0393,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HOPKINS & DEVINE FISHERIES LIMITED (CFIA Ref #1403),HOPKINS & DEVINE FISHERIES LIMITED,Canada,Nova Scotia,WOODS HARBOUR,39 NEW WHARF ROAD,B0W2E0,1403,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SEVEN SEAS INC/SEA LUX (CFIA Ref #1D20),SEVEN SEAS INC/SEA LUX,Canada,Ontario,WOODBRIDGE,100 REGINA RD UNIT 4,L4L8M7,1D20,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HUSKINS FISHERIES LIMITED (CFIA Ref #1461),HUSKINS FISHERIES LIMITED,Canada,Nova Scotia,WOODS HARBOUR,954 FORBES POINT ROAD,-,1461,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
IMO FOODS LIMITED (CFIA Ref #0233),IMO FOODS LIMITED,Canada,Nova Scotia,YARMOUTH,PO BOX 236,B5A4B2,0233,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ALLEN'S FISHERIES LIMITED (CFIA Ref #0047),ALLEN'S FISHERIES LIMITED,Canada,Newfoundland and Labrador,BENOIT'S COVE,420 MAIN STREET,A0L1A0,0047,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
"ANDREW DALEY LIMITED ""ROYAL MARINER"" (CFIA Ref #0031)","ANDREW DALEY LIMITED ""ROYAL MARINER""",Canada,Newfoundland and Labrador,ST. JOSEPH'S,MAIN ROAD,-,0031,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
AQUA CRAB PRODUCERS INC. (CFIA Ref #0133),AQUA CRAB PRODUCERS INC.,Canada,Newfoundland and Labrador,AQUAFORTE,54 LOOP ROAD,-,0133,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
"AVALON OCEAN PRODUCTS, INCORPORATED (CFIA Ref #1085)","AVALON OCEAN PRODUCTS, INCORPORATED",Canada,Newfoundland and Labrador,FAIR HAVEN,MAIN ROAD,AOB1T0,1085,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BARRY GROUP INC. (CFIA Ref #1068),BARRY GROUP INC.,Canada,Newfoundland and Labrador,CORNER BROOK,433 GRIFFIN DRIVE,-,1068,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
QUIN-SEA FISHERIES LIMITED (CFIA Ref #0193),QUIN-SEA FISHERIES LIMITED,Canada,Newfoundland and Labrador,CAPE BROYLE,40 HARBOUR ROAD,A0A1P0,0193,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CARINO PROCESSING LTD. (CFIA Ref #0040),CARINO PROCESSING LTD.,Canada,Newfoundland and Labrador,SOUTH DILDO,1 FISH PLANT RD,A0B1R0,0040,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CARROLL'S STORE AND FISHERIES LIMITED (CFIA Ref #2111),CARROLL'S STORE AND FISHERIES LIMITED,Canada,Newfoundland and Labrador,COOK'S HARBOUR,53 OCEAN VIEW ROAD,-,2111,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
JAMES L. MOOD FISHERIES LIMITED (CFIA Ref #0496),JAMES L. MOOD FISHERIES LIMITED,Canada,Nova Scotia,WOODS HARBOUR,130 FALLS POINT ROAD,B0W2E0,0496,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
K&N FISHERIES LIMITED (CFIA Ref #0477),K&N FISHERIES LIMITED,Canada,Nova Scotia,UPPER PORT LATOUR,130 SEAL POINT ROAD,B0W3N0,0477,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
DOUG NORMAN & SONS LIMITED (CFIA Ref #1134),DOUG NORMAN & SONS LIMITED,Canada,Newfoundland and Labrador,FOXTRAP,DELANEY'S ROAD,-,1134,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
EASTERN FISH MARKETS LIMITED (CFIA Ref #1116),EASTERN FISH MARKETS LIMITED,Canada,Newfoundland and Labrador,CARMANVILLE,54 MAIN STREET SOUTH,A0G1N0,1116,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LEO G. ATKINSON FISHERIES LIMITED (CFIA Ref #1443),LEO G. ATKINSON FISHERIES LIMITED,Canada,Nova Scotia,SHELBURNE COUNTY,89 DANIEL'S HEAD RD.,B0W1P0,1443,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED (CFIA Ref #0058),FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED,Canada,Newfoundland and Labrador,JOE BATT'S ARM,147 SOUTHSIDE ROAD,A0G2X0,0058,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED (CFIA Ref #0010),FOGO ISLAND CO-OPERATIVE SOCIETY LIMITED,Canada,Newfoundland and Labrador,FOGO,22-24 GARRISON ROAD,A0G2B0,0010,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HIGH LINER FOODS INCORPORATED/LES ALIMENTS HIGH LINER INCORPOREE (CFIA Ref #0413),HIGH LINER FOODS INCORPORATED/LES ALIMENTS HIGH LINER INCORPOREE,Canada,Nova Scotia,LUNENBURG,100 BATTERY POINT,B0J2C0,0413,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
GOULD FISHERIES LIMITED (CFIA Ref #0095),GOULD FISHERIES LIMITED,Canada,Newfoundland and Labrador,RIVER OF PONDS,32 MAIN ST,A0K4M0,0095,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEAN CHOICE INTERNATIONAL L.P. (CFIA Ref #0027),OCEAN CHOICE INTERNATIONAL L.P.,Canada,Newfoundland and Labrador,LAWN,262-264 HARBOUR DRIVE,-,0027,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
Ocean Choice International Inc. (St. Lawrence) (CFIA Ref #1006),Ocean Choice International Inc. (St. Lawrence),Canada,Newfoundland and Labrador,ST. LAWRENCE,Water Street West,A0E2V0,1006,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEAN PRIDE FISHERIES LIMITED (CFIA Ref #3064),OCEAN PRIDE FISHERIES LIMITED,Canada,Nova Scotia,YARMOUTH COUNTY,136 JACQUARD ROAD,B0W2B0,3064,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEANS' BEST SEAFOOD LIMITED (CFIA Ref #3072),OCEANS' BEST SEAFOOD LIMITED,Canada,Nova Scotia,METEGHAN CENTRE,8630 HWY 1,B0W2K0,3072,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PITTMAN'S LOBSTERS INC. (CFIA Ref #3241),PITTMAN'S LOBSTERS INC.,Canada,Nova Scotia,GLACE BAY,40 HARBOUR STREET,B1A1R8,3241,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
H. HOPKINS LTD. (CFIA Ref #2147),H. HOPKINS LTD.,Canada,Newfoundland and Labrador,COW HEAD,2 TUCKERS COVE ROAD,A0K2A0,2147,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HAPPY ADVENTURE SEA PRODUCTS (1991) LIMITED (CFIA Ref #0102),HAPPY ADVENTURE SEA PRODUCTS (1991) LIMITED,Canada,Newfoundland and Labrador,HAPPY ADVENTURE,16 PLANT RD,-,0102,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PUBNICO TRAWLERS LIMITED (CFIA Ref #1384),PUBNICO TRAWLERS LIMITED,Canada,Nova Scotia,LOWER EAST PUBNICO,155 HIGHWAY 3,B0W2A0,1384,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
R. BAKER FISHERIES LIMITED (CFIA Ref #3322),R. BAKER FISHERIES LIMITED,Canada,Nova Scotia,LOCKEPORT,32 WATER STREET,B0T1L0,3322,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEANS' BEST SEAFOOD LIMITED (M/V FINAL VENTURE) (CFIA Ref #3328),OCEANS' BEST SEAFOOD LIMITED (M/V FINAL VENTURE),Canada,Nova Scotia,CANSO,8632 HIGHWAY 1,B0H1H0,3328,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SABLE FISH PACKERS (1988) LIMITED (CFIA Ref #0279),SABLE FISH PACKERS (1988) LIMITED,Canada,Nova Scotia,SHELBURNE COUNTY,377 DANIELS HEAD ROAD,B0W1P0,0279,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SALT WATER FISHERIES LIMITED (CFIA Ref #1389),SALT WATER FISHERIES LIMITED,Canada,Nova Scotia,YARMOUTH COUNTY,2879 PINKNEY'S POINT,-,1389,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
J.W. HISCOCK SONS LIMITED (CFIA Ref #0136),J.W. HISCOCK SONS LIMITED,Canada,Newfoundland and Labrador,BRIGUS,14 KEATINGS ROAD.,A0A1K0,0136,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SEA CREST FISHERIES LIMITED (CFIA Ref #1322),SEA CREST FISHERIES LIMITED,Canada,Nova Scotia,COMEAUVILLE,30 COMEAUVILLE WHARF RD,-,1322,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED (PINSENT'S ARM) (CFIA Ref #1087),LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED (PINSENT'S ARM),Canada,Newfoundland and Labrador,PINSENTS ARM,1 MAIN ST,A0K5Y0,1087,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED (CFIA Ref #1043),LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED,Canada,Newfoundland and Labrador,MARY'S HARBOUR,278 - 284 MAIN STREET,-,1043,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED (CFIA Ref #1044),LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED,Canada,Newfoundland and Labrador,CARTWRIGHT,1 MAIN ROAD,A0K1Z0,1044,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED (CFIA Ref #0113),LABRADOR FISHERMEN'S UNION SHRIMP COMPANY LIMITED,Canada,Newfoundland and Labrador,L'ANSE-AU-LOUP,46-48 WATERFRONT ROAD,A0K3L0,0113,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
NORTH ATLANTIC AQUAPONICS LTD. (CFIA Ref #0070),NORTH ATLANTIC AQUAPONICS LTD.,Canada,Newfoundland and Labrador,ROBINSONS,GENERAL DELIVERY MAIN ROAD,A0N1G0,0070,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
R.I. SMITH LOBSTER CO. LTD. (CFIA Ref #LL32103),R.I. SMITH LOBSTER CO. LTD.,Canada,Nova Scotia,SHAG HARBOUR,P.O. BOX 9,B0W3B0,LL32103,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
I. DEVEAU FISHERIES LIMITED (CFIA Ref #LL32114),I. DEVEAU FISHERIES LIMITED,Canada,Nova Scotia,NORTH EAST POINT,508 HIGHWAY 330,B0W2P0,LL32114,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CLARK'S HARBOUR SEAFOOD LIMITED (CFIA Ref #LL32115),CLARK'S HARBOUR SEAFOOD LIMITED,Canada,Nova Scotia,CLARK'S HARBOUR,58 WATER STREET,B0W1P0,LL32115,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
GARRETT AND DALTON FISHERIES LIMITED (CFIA Ref #LL32122),GARRETT AND DALTON FISHERIES LIMITED,Canada,Nova Scotia,SHELBURNE COUNTY,60 WALTERS LANE,B0W3J0,LL32122,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ATLANTIC AQUA FARMS LTD. (CFIA Ref #4213),ATLANTIC AQUA FARMS LTD.,Canada,Prince Edward Island,BORDEN-CARLETON,10 BORDEN AVENUE,COB1X0,4213,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
16771408 CANADA INC. (CFIA Ref #1051),16771408 CANADA INC.,Canada,Newfoundland and Labrador,Glovertown,188 B Main Street North,A0G2L0,1051,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
GOLDEN SHELL FISHERIES (2014) LIMITED (CFIA Ref #1106),GOLDEN SHELL FISHERIES (2014) LIMITED,Canada,Newfoundland and Labrador,HICKMAN'S HARBOUR,3 PLANT ROAD,A0C1P0,1106,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CLEAR BAY FISHERIES INC. (CFIA Ref #0970),CLEAR BAY FISHERIES INC.,Canada,British Columbia,RICHMOND,"#13 - 16, 12200 VULCAN WAY",V6V1J8,0970,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
"CAPE BALD PACKERS, LIMITED (CFIA Ref #0373)","CAPE BALD PACKERS, LIMITED",Canada,New Brunswick,CAP-PELE,2618 CHEMIN ACADIE ROAD,E4N1E3,0373,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BEOTHIC FISH PROCESSORS LIMITED (CFIA Ref #0199),BEOTHIC FISH PROCESSORS LIMITED,Canada,Newfoundland and Labrador,VALLEYFIELD,1 BEOTHIC RD,AOG1B0,0199,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HOWARD'S COVE SHELLFISH LTD. (CFIA Ref #4210),HOWARD'S COVE SHELLFISH LTD.,Canada,Prince Edward Island,FREELAND,152 FREDERICK COVE RD,C0B1J0,4210,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
HOPKINS & DEVINE FISHERIES LIMITED (CFIA Ref #0272),HOPKINS & DEVINE FISHERIES LIMITED,Canada,Nova Scotia,SHELBURNE COUNTY,"6579 HWY.3, LOWER WOODS HARBOUR",B0W2E0,0272,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SEAGATE FISHERIES LTD. (CFIA Ref #0730),SEAGATE FISHERIES LTD.,Canada,British Columbia,RICHMOND,12180 VULCAN WAY,V6V1J8,0730,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BAXTERS CANADA INC. (CFIA Ref #5005),BAXTERS CANADA INC.,Canada,Quebec,SAINT-HYACINTHE,4800 AVE. PINARD,J2S8E1,5005,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PÉCHERIES BAS-CARAQUET FISHERIES INC. (CFIA Ref #4009),PÉCHERIES BAS-CARAQUET FISHERIES INC.,Canada,New Brunswick,BAS-CARAQUET,2270 RUE INDUSTRIELLE,E1W5Z2,4009,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEAN PRIDE FISHERIES LIMITED (CFIA Ref #3757),OCEAN PRIDE FISHERIES LIMITED,Canada,Nova Scotia,LOWER WEDGEPORT,138 JACQUARD RD,B0W2BO,3757,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CAPTAIN COOKE'S SEAFOOD INC. (CFIA Ref #4226),CAPTAIN COOKE'S SEAFOOD INC.,Canada,Prince Edward Island,BORDEN-CARLETON,23675 TRANS CANADA HIGHWAY,C0B1X0,4226,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
APETITO HFS LIMITED/HEART TO HOME MEALS (CFIA Ref #0644),APETITO HFS LIMITED/HEART TO HOME MEALS,Canada,Ontario,BRAMPTON,12 INDELL LANE,L6T3Y3,0644,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
GERRET ENTERPRISES INCORPORATED (CFIA Ref #3752),GERRET ENTERPRISES INCORPORATED,Canada,Nova Scotia,CLARK'S HARBOUR,84 BOUNDRY STREET,B0W1P0,3752,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
MACGREGOR MEAT & SEAFOOD LTD. (CFIA Ref #0636),MACGREGOR MEAT & SEAFOOD LTD.,Canada,Ontario,TORONTO,258 GARYRAY DRIVE,M9L1P1,0636,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
9103-8158 QUEBEC INC. (CFIA Ref #5099),9103-8158 QUEBEC INC.,Canada,Quebec,GRANBY,660 RUE BERNARD,J2J0H6,5099,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ATLANTIC SHELLFISH PRODUCTS INC. (CFIA Ref #2356),ATLANTIC SHELLFISH PRODUCTS INC.,Canada,Prince Edward Island,MORELL,306 RED HEAD ROAD,C0A1S0,2356,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
EAST RIVER SHELLFISH INC. (CFIA Ref #2343),EAST RIVER SHELLFISH INC.,Canada,Prince Edward Island,GLENFINNAN,10 MACDONALD ROAD,C1A7J8,2343,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
INNOVATIVE FISHERY PRODUCTS INCORPORATED (CFIA Ref #3702),INNOVATIVE FISHERY PRODUCTS INCORPORATED,Canada,Nova Scotia,ST. BERNARD,3569 HWY 1,B0W1J0,3702,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
