approval_no,plant_name,company,address,town_region,country,scope,expiry_date
2625,AMAR FOOD PRODUCTS,AMAR FOOD PRODUCTS,"Survey No.67, Near Vanana, Tall Plaza Highway, Tal-Ranavav, Digvijaygadh, Dist.-Porbandar, Gujarat-360560.",Dist.-Porbandar,India,"A)     Processing of Cooked & Frozen Surimi Based Products (Surimi Analogue Products )  (Imitation Crab sticks, Imitation Crab chunks, Imitation Crab flakes, Imitation Crab bites, Imitation Crab shreds)

B)     Processing of Frozen Surimi Based Products (Surimi Analogue Products )  (Imitation Breaded Crab Claws, Imitation Breaded Nuggets)",19/10/2026
2626,Nishiindo Foods Private Limited,Nishiindo Foods Private Limited,"U1/5-6 GIDC AREA, B/H SONERI MARINE, Somnath Road, Veraval - 362269, GUJARAT, INDIA",GUJARAT,India,Manufacturing And Export of Frozen surimi (FISH PASTE) from Non Histamine and Histamine forming fishes,19/10/2026
2627,OM DARSHAN MARKETING PRIVATE LIMITED,OM DARSHAN MARKETING PRIVATE LIMITED,"Plot.No.232 A, Road No. 21Y, Wagle Industrial Estate, Thane West 400604 Maharashtra",Wagle Industrial Estate,India,Fresh / Chilled Fish & Fishery Products,02/11/2026
2628,OCEAN IMPEX,OCEAN IMPEX,"Plot No. 50, Satnam Industrial Area, Nr. Avani Ice Factory, Bypass Area, Veraval 362 265.",Bypass Area,India,Fresh / Chilled F&FP and Dried Fish maws,19/10/2026
2629,SEAMA FREEZING AND COLD STORAGE,SEAMA FREEZING AND COLD STORAGE,"SURVEY NO. 45/3, RAJWADI, NEAR TIWARE PHATA, RAJAPUR,RATNAGIRI, - 416707, MAHARASTRA, INDIA",MAHARASTRA,India,Processing and Packing of Frozen (IF-Blast/IQF)Raw  Fish and Fishery Products (excluding Aquaculture)for export to all countries excluding Customs Union and Uncooked Prawns to Australia .,19/10/2026
2630,SABIR SEA FOODS,SABIR SEA FOODS,"PLOT NO.1401-02, GIDC ESTATE , VERAVAL",GIDC ESTATE,India,"Packing of Fresh/Chill Fish & Fishery Products, Freezing of Raw Fish & Fishery Products ( Blast Frozen /IF)",02/11/2026
2631,OCEAN AQUATIC PRODUCTS,OCEAN AQUATIC PRODUCTS,"1104,G.I.D.C.,PLOT, UDHYOGNAGAR , VERAVAL-362269",UDHYOGNAGAR,India,Processing & Packing of Frozen (IF-Blast Frozen ) Raw Fish & Fishery Products (Excluding Aquaculture,31/12/2026
2632,SHREE NIDDHI EXPORTS,SHREE NIDDHI EXPORTS,"R. S. NO. 1498, JAVAR ROAD, KUCHHADI, PORBANDAR - 360575 GUJARAT (INDIA)",KUCHHADI,India,Frozen (Block/IF-Blast) Raw Fish and Fishery Products,01/09/2027
2633,Harbour Arabian Exports,Harbour Arabian Exports,"Survey No. 281, Hissa No. 3B, At-Nate, Taluka-Rajapur, Dist-Ratnagiri, Nate, Ratnagiri, Maharashtra,415806",Maharashtra,India,RAW FROZEN F&FP ( IF/ Blast Frozen),01/09/2027
2634,NISHIINDO FOODS PRIVATE LIMITED,NISHIINDO FOODS PRIVATE LIMITED,"SURVEY NO. 132 PAIKY, KATHIYAWAD INDUSTRIES LTD, Gadu- 362250, Taluka :Maliya Hatina, Dist: Junagadh, Gujarat, India",Gujarat,India,Processing & Exports of  Dried Fish Chips & Dried And Fried Fish Crackers products,12/11/2027
2635 (proposed),SUMRA EXPORT,SUMRA EXPORT,"PLOT NO : 161 - 162, VANANA G I D C ESTATE, VANANA, TAL. RANAVAV, PORBANDAR - 360550, GUJARAT, INDIA",GUJARAT,India,"Frozen (Block/IF-Blast) Raw Fish and Fishery Products- Fishes (Wild Caught & Sea Caught) (Histamine forming & Non Histamine forming), Shrimps, Crab (Wild Caught & Sea Caught), Lobsters & Cephalopods",04/10/2027
2636,QUALITY MARINE EXPORTS,QUALITY MARINE EXPORTS,"PLOT NO 1406 , G I D C
ESTATE
VERAVAL 362269
GUJARAT",PLOT NO 1406,India,Frozen (IF-Blast) Raw Fish and Fishery Products (Excluding Aquaculture),20/03/2028
264,AmarSagar Seafood Pvt. Ltd.,AmarSagar Seafood Pvt. Ltd.,"Survey No.29, Jawar Naka, Porbandar-360575, Gujarat, India.",Gujarat,India,Freezing of Raw Fish Fish & Fishery Products - (Block/IF-Blast/IQF); Freezing Of Blanched/ Cooked Fish &,01/09/2027
270,Chand International.,Chand International.,"Plot No.310,Opp Royal Garden Resort,Sasunavghar,Mumbai-Ahmedabad Highway,Tal-Vasai,Dist-Palghar,Pin-401208,Maharashtra,India.",Maharashtra,India,Packing of Fresh/Chilled Raw Fish & Fishery Products(Excluding Aquaculture),01/03/2026
276,NAIK FROZEN FOODS PVT. LTD.,NAIK FROZEN FOODS PVT. LTD.,"Plot No. M- 9/10, MIDC Industrial Area, Taloja, District Raigad - 410208, Maharashtra, India",Maharashtra,India,"Packing of Fresh/ Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IF-Blast/IQF) and Freezing of Blanched/Cooked Fish & Fishery Products (IQF) -Fishes (Histamine & Non- Histamine forming), Crustaceans- Shrimps (Aquaculture/Sea caught/Wild caught), Lobsters, Crabs (Sea caught) & Cephalopods",12/08/2027
278,Seasaga Enterprises Private Limited,Seasaga Enterprises Private Limited,"PLOT NO. R-25 & R-26, TTC INDUSTRIAL AREA, RABALE , NAVI MUMBAI - 400701, MAHARASHTRA, INDIA",MAHARASHTRA,India,"PACKING OF FRESH / CHILLED FISH & FISHERY PRODUCTS, FREEZING OF RAW / BLANCHED / COOKED FISH & FISHERY PRODUCTS",20/10/2027
281,Gopal Sea Foods,Gopal Sea Foods,"Plot No. 2-4, G.I.D.C., Veraval- 362269, Gujarat",Veraval- 362269,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST FREEZING-IF),05/11/2027
282,Amrut Cold Storage Pvt. Ltd.,Amrut Cold Storage Pvt. Ltd.,"Plot No. 1111/12, G.I.D.C. Estate, Veraval - 362269, Gujarat, India",Gujarat,India,FREEZING OF RAW/ BLANCHED/ COOKED FISH & FISHERY PRODUCTS (INCLUDING AQUACULTURE),12/02/2028
283,Anjani Marine Traders,Anjani Marine Traders,"G.I.D.C. Estate Plot No.402/414. Veraval - 362269, Gujarat, India",Gujarat,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK-IF) (EXCLUDING AQUACULTURE),25/11/2027
284,Satyam Marine Exports,Satyam Marine Exports,"14, Lati Plot,Near Makli Godown, Bhidiya, Veraval - 362269",Bhidiya,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST/-IF),25/11/2027
287,Shivganga Marine Products,Shivganga Marine Products,"Plot No.1315, G.I.D.C.Estate, Veraval - 362269, Gujarat â?? India,",Veraval - 362269,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST-IF) (EXCLUDING AQUACULTURE),16/11/2027
288,Goan Bounty,Goan Bounty,"Plot No. 51-B, Dulapi- Corlim, Tiswadi, North Goa, Goa 403110, India",Goa 403110,India,Freezing of Raw Fish & Fishery Products (Block/IF-Blast) (Excluding Aquaculture),16/11/2027
291,Keshodwala Foods.,Keshodwala Foods.,"Plot No. 305, G.I.D.C Estate Veraval - 362269, Gujarat India",G.I.D.C Estate Veraval - 362269,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE),18/12/2027
292,Aftab Exports.,Aftab Exports.,"G.I.D.C.Estate Plot No.1004 Veraval â?? 362269. Gujarat , India",G.I.D.C.Estate Plot No.1004 Veraval â?? 362269. Gujarat,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE),13/01/2028
298,Honest Frozen Foods Co.,Honest Frozen Foods Co.,"Plot no.1405, G.I.D.C. Estate, Veraval-362269,Gujarat- India.",Veraval-362269,India,"FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK,IF-BLAST) (EXCLUDING AQUACULTURE)",17/09/2027
299,New Royal Frozen Foods,New Royal Frozen Foods,"Plot No.304 G.I.D.C. Estate Veraval 362269 Gujarat-India,",,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (IF-BLAST) (EXCLUDING AQUACULTURE),25/10/2027
332,FALCON MARINE EXPORTS LTD.,FALCON MARINE EXPORTS LTD.,"PLOT NO.138,SECTOR-A,ZONE-B,MANCHESWAR INDUSTRIAL ESTATE,BHUBANESWAR-751010,ODISHA",BHUBANESWAR-751010,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK FROZEN),19/06/2027
343,BIJAYA MARINE PRODUCTS,BIJAYA MARINE PRODUCTS,"ATHARANALA,PATNA,GOPINATHPUR,PURI,752002,ODISHA",752002,India,"Freezing of raw Fish and Fishery Products (Block/Blast IF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid) (Crustaceans, Cephalopods,Fish)",17/02/2026
364,MMC EXPORTS LIMITED,MMC EXPORTS LIMITED,"Choto Paresh Baro Paresh Mahishbathan, Salt Lake  Sector V- 700091, West Bengal, INDIA",West Bengal,India,Freezing of raw fish & fishery products (Block Frozen & IQF),07/08/2027
370,RAM’S ASSORTED COLD STORAGE LTD.,RAM’S ASSORTED COLD STORAGE LTD.,"ARAKHAKUDA, AT/PO â?? TELENGAPENTHA, CUTTACK â?? 753051, ODISHA",CUTTACK â?? 753051,India,Freezing of raw Fish and Fishery Products (Block & IQF)-Crustaceans,18/05/2027
392,Calcutta Seafoods Private Limited,Calcutta Seafoods Private Limited,"174, Hemanta Basu Sarani, Basunagar, Madyamgram, Kolkata â?? 700129, West Bengal, India",West Bengal,India,Freezing of Raw Fish & Fishery Products (IF & Block),13/09/2027
395,Laxminarayan Exports,Laxminarayan Exports,"34 & 35, Industrial Estate, Paradeepgarh, Paradeep, Jagatsinghpur-754141, Odisha",Jagatsinghpur-754141,India,"Packing  of Fresh/Chilled fish & fishery products, Freezing of Raw Fish & Fishery products.(Block &IF) Crustaceans, Cephalopods, Scrombroid & Non-scrombroid fin fish.",22/02/2028
396,SK EXPORTS PRIVATE LIMITED,SK EXPORTS PRIVATE LIMITED,"21, CHANDAKA INDUSTRIAL COMPLEX, PATIA, KIIT CAMPUS, BHUBANESWAR, 751024, ODISHA",751024,India,"Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fin Fishes",13/09/2027
422,Utkal Exports,Utkal Exports,"S3-94 Sector-A,Zone-B, Mancheswar Industrial Estate, Bhubaneswar, Odisha",Bhubaneswar,India,"Freezing of raw Fish and Fishery Products (Block/IF) Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes",30/06/2027
424,SARVESHWARI EXPORTS PVT. LTD.,SARVESHWARI EXPORTS PVT. LTD.,"548, Jessore Road, Kolkata-700055, West Bengal",Kolkata-700055,India,Freezing of Raw Fish & Fishery Products (Block) -Shrimps (Aquaculture/Sea Caught/Wild Caught),08/08/2027
428,RAZBAN SEAFOOD PRIVATE LIMITED,RAZBAN SEAFOOD PRIVATE LIMITED,"UNIT-II, 770 KALIKAPORE, KOLKATA-700099, WEST BENGAL, INDIA.",WEST BENGAL,India,"Packing of Fresh / Chilled Fishery Products ( Sea caught Fish Non-Histamine Forming fishes) 

Freezing of Raw / Blanched / Cooked Fish and Fishery Products (Block Freezing, IF, IQF & Cooked)
 
Aquaculture/Seacaught Fish/Seacaught Cephalopods",05/09/2028
449,SADAF SEA FOODS,SADAF SEA FOODS,"UNIT NO. 5, I.S.F.P.C., CHAKGARIA, KOLKATA - 700094, WEST BENGAL",KOLKATA - 700094,India,FREEZING OF RAW FISH & FISHERY PRODUCT (BLOCK FROZEN & IF),23/09/2028
453,CORELINE EXPORTS,CORELINE EXPORTS,"UNIT 4, INTERNATIONAL SEAFOOD PROCESSING CENTRE, BUDERHAT, CHAKGARIA, KOLKATA-700094, WEST BENGAL, INDIA",WEST BENGAL,India,"Freezing of Raw Fish & Fishery Products (Block Frozen ).

IF to deleted from the scope as  blast Freezer is removed.",22/07/2028
458,Shimpo Exports Private Limited,Shimpo Exports Private Limited,"Unit No. III, ISFPC, Chakgaria, Boodherhat, Kolkata- 700094, West Bengal, India",West Bengal,India,Freezing of Raw Fish & Fishery Products (Block & Individually Frozen),14/07/2027
459,TEEKAY MARINE PVT. LTD,TEEKAY MARINE PVT. LTD,"PLOT NO.58, CHANDAKA INDUSTRIAL ESTATE, PO-KIIT, PATIA, BHUBANESWAR-751024, Odisha",BHUBANESWAR-751024,India,"Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes",16/07/2027
460,M/S SAHADA EXPORTS,M/S SAHADA EXPORTS,"UNIT 8,ISFPC,CHAKGARIA,24 PGS(S),KOLKATA-700 094",24 PGS(S),India,"FREEZING OF RAW FISH AND FISHERY PRODUCTS (BLOCK,IF AND IQF)",12/09/2027
469,MAGNUM SEA FOODS LIMITED,MAGNUM SEA FOODS LIMITED,"AT: BOTANDA, P.O./P.S.: JANKIA, DIST: KHURDA, PIN-752019, ODISHA",PIN-752019,India,"Freezing of raw Fish and Fishery Products (IQF/cooked/block)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes. Packing of fresh & chilled Fish & Fishery products.",15/04/2026
470,UNITRIVENI OVERSEAS,UNITRIVENI OVERSEAS,"PLOT NO.150,CHAMPAJHAR,P.O.MALIPADA, DT-KHURDA, PIN-752018",DT-KHURDA,India,"1)Freezing of raw Fish and Fishery Products (Block/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes
2) IQF freezing of blanched shrimps",30/04/2026
471,MILSHA SEA PRODUCT,MILSHA SEA PRODUCT,"UNIT NO. 2, I.S.F.P.C, BENFISH COMPLEX, CHAKGARIA, 24 PARGANAS (S), KOLKATA â?? 700094, WEST BENGAL, INDIA",WEST BENGAL,India,Freezing of Raw Fish & Fishery Products (Block Frozen),18/05/2027
475,BAIDYA FISH TRADERS,BAIDYA FISH TRADERS,"Vill: Bagna, PO & PS-Gaighata, Dist. 24 Parganas (North), Pin-743249, West Bengal",Pin-743249,India,"Packing of Fresh/Chilled Fish & Fishery Products -Fishes (Histamine & Non- Histamine forming), -Shrimps (Sea caught/Wild caught) & Cephalopods",07/08/2027
477,IFB AGRO INDUSTRIES LTD.,IFB AGRO INDUSTRIES LTD.,"Plot No. IND-5, Sector-1, East Kolkata Township, Kolkata-700107, West Bengal, India.",West Bengal,India,"Freezing of Raw / Blanched Fish & Fishery products (Block Frozen , IF & IQF)",05/01/2028
478,Z. A. SEA FOODS PVT. LTD.,Z. A. SEA FOODS PVT. LTD.,"UNIT NO-9, BENFISH COMPLEX I.S.F.P.C, CHAKGARIA, 24 PARGANAS (SOUTH), KOLKATA-700094, WEST BENGAL",KOLKATA-700094,India,not applicable,27/03/2028
488,SHIMPO SEAFOODS,SHIMPO SEAFOODS,"IDCO PLOT NO 53, CHANDAKA INDUSTRIAL ESTATE,  P.O: KIIT, PATIA, BHUBANESWAR-751024, ODISHA, INDIA",ODISHA,India,Freezing of raw Fish and Fishery Products (Block Frozen & IQF),13/07/2027
492,MILSHA AGRO EXPORTS PVT. LTD.,MILSHA AGRO EXPORTS PVT. LTD.,"UNIT NO. 1, I.S.F.P.C., BENFISH COMPLEX, CHAKGARIA, KOLKATA-700094, WEST BENGAL, INDIA",WEST BENGAL,India,"Freezing of Raw Fish & Fishery Products, 
(Block Frozen & IQF)",12/11/2027
496,N.C. DAS & CO.,N.C. DAS & CO.,"VILL & P.O.: ADAMPUR, P.S. : HAROA, DIST. : 24 PGS (N), WEST BENGAL.",DIST. : 24 PGS (N),India,FREEZING OF RAW FISH & FISHERY PRODUCTS  (BLOCK FROZEN),05/06/2028
510,Bharath sea foods,Bharath sea foods,"Chandiroor, Alappuzha Dist â??kerala 688547",Chandiroor,India,"Freezing of Raw Fish & Fishery Products (Block/Blast/IF), Shrimps (Sea-Caught/ Wild caught & Aquaculture), Cephalopods and Fishes (Histamine & Non-Histamine forming) to All countries excluding EU,CU and uncooked prawns to Australia",31/07/2027
512,SLS EXPORTS PVT LTD,SLS EXPORTS PVT LTD,"XXII/1377, EDAKOCHI P.O, KOCHI-682010, ERNAKULAM DISTRICT, KERALA",ERNAKULAM DISTRICT,India,Cephalopods. Bivalves  & Gastropods  to Non - EU Countries.,13/02/2028
514,Bell Foods(Marine Division),Bell Foods(Marine Division),"Building No.18/1555Pallichal Road,Thoppumpady P.OKochi-682024",Building No.18/1555Pallichal Road,India,"Packing of fresh/chilled fish & fishery products and freezing of raw fish & fishery products (Block/IF) Fishes (Histamine and Non-Histamine forming) & shrimps (Sea caught & Aquaculture), Cephalopods.",27/03/2028
520,Capithan Exporting Company,Capithan Exporting Company,"Port Road,Sakthikulangara P.O., Kollam-691581,Kerala",Kollam-691581,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw/Cooked Fish & Fishery Products- Fishes (Histamine & Non-Histamine Forming), Crustaceans (Sea caught Shrimps & Aquaculture), Cephalopods. Bivalves & Gastropods to Non-EU Countries",19/02/2028
521,THE CANNING INDUSTRIES COCHINLTD,THE CANNING INDUSTRIES COCHINLTD,"EDACOCHIN P.O.,KOCHI-682010 KERALA, INDIA",KOCHI-682010 KERALA,India,"Packing of Fresh / Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products, Fishes (Histamine & Non-Histamine Forming), Shrimps, Lobster, Crab & Cephalopods (Sea Caught)",19/03/2028
594,STERLING FOODS,STERLING FOODS,"Sasihithlu, Haleangadi P.O., Mangaloe- 574146,Karnataka",Mangaloe- 574146,India,"Freezing of Raw Fish & Fishery Products (Block & IF) 
Fishes (Histamine & Non-Histamine forming),  Shrimps (Sea caught/Wild caught & Aquaculture) & Cephalopods",01/09/2027
626,Abad Fisheries Private Limited (Unit-III),Abad Fisheries Private Limited (Unit-III),"VII/29-34, Vizhinjam, Thiruvananthapuram-695525, Kerala.",Thiruvananthapuram-695525,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products, Fishes (Histamine & Non-Histamine forming), Shrimps (Sea Caught), Crabs, Lobsters & Cephalopods for all countries excluding CU and uncooked prawns to Australia. Freezing of Gastropods and Bivalve Molluscs (Clams & Mussels) for Non-EU Countries excluding CU.

Additional Facility recommended - Plate Ice Unit No.3, Capacity: 10MT/Day",20/05/2027
635,FREEZE EXIM,FREEZE EXIM,"AP 1/160, AROOR,ALAPPUZHA DIST.-688534, KERALA, INDIA",KERALA,India,"Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block, Blast Frozen-IF)- Fishes (Histamine and Non-histamine forming), Shrimps (Sea caught / Wild caught & Aquaculture) and Cephalopods",29/12/2027
657,PREMIER MARINE FOODS,PREMIER MARINE FOODS,"VII/141, Chandiroor - 688547 Alappuzha District, Kerala",Chandiroor - 688547 Alappuzha District,India,"Freezing of Raw Fish & Fishery Products ( Fish - Histamine & Non- Histamine Forming), Shrimps( Sea Caught/Wild Caught) and Cephalopods",24/12/2027
658,COCHIN FROZEN FOOD EXPORTS PVT. LTD.,COCHIN FROZEN FOOD EXPORTS PVT. LTD.,"Arookutty Ferry Road, Aroor, Pin-688534, Alappuzha, Kerala",Alappuzha,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/Blast Frozen-IF/IQF)- Fishes (Histamine & Non-Histamine Forming), Shrimps (Aquaculture/Sea caught/Wild caught) & Cephalopods",23/07/2027
662,Silver Star Seafoods Ltd.,Silver Star Seafoods Ltd.,"X1/64, Anwar Palace,Chandiroor P.O ,Alappuzha,Kerela,India-688547",Kerela,India,"Packing of Fresh/ Chilled Fish & Fishery Products & Freezing of Raw Fish & Fishery Product (IQF/IF/Block), Fishes (Histamine & Non-Histamine forming), Shrimps (Sea-caught & Aquaculture) & Cephalopods.",20/03/2026
664,Seaboy Fisheries Pvt. Ltd.,Seaboy Fisheries Pvt. Ltd.,"KP VI-1019, Puthenthope, Trivandrum-695586, Kerala, India",Kerala,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Fish & Fishery Products (Block)",24/07/2027
680,HIGH SEAS EXIM,HIGH SEAS EXIM,"AP X/102 ,CHANDIROOR -688547 ,ALAPPUZHA DISTRICT KERALA,INDIA",ALAPPUZHA DISTRICT KERALA,India,"Freezing of Raw  Fish and Fishery Products( Block & Blast  Frozen, IF), Fishes (Histamine and Non-Histamine forming), Shrimps (Sea Caught/ Aquaculture) and Cephalopods to all countries excluding ""CU & uncooked prawns to Australia""",27/07/2027
682,GKS BUSINESS ASSOCIATES (P) LIMITED,GKS BUSINESS ASSOCIATES (P) LIMITED,"GKS COMPLEX, AROOKUTTY FERRY ROAD , AROOR-688534, ALAPPUZHA, KERALA, INDIA",KERALA,India,Processing and Packing of Fresh/Chilled Fish & Fishery Products and Freezing of Raw Fish & Fishery Products (Block/Blast/IF) Fishes (Histamine and Non-Histamine Forming) Shrimp (Sea Caught/Aquaculture) & Cephalopods. Bivalves & Gastropods to Non-EU Countries Only,23/07/2027
683,Torry Harris Seafoods Private Ltd.,Torry Harris Seafoods Private Ltd.,"V /143A, P.B. NO. 2, Eramalloor P.O.,     Alleppey â?? 688537, Kerala",Alleppey â?? 688537,India,"Freezing of Raw Fish & Fishery Products (Block/Blast), Shrimps (Sea-caught/ Wild caught & Aquaculture), Cephalopods, Histamine and Non-Histamine Forming Fishes, Raw Frozen Skewers of Fish/ Cephalopods/ Shrimps without vegetables 
(Category-PPa, Product-U, Activity-F,R)",16/02/2028
684,Accelerated Freeze Drying Co.Ltd,Accelerated Freeze Drying Co.Ltd,"Door No. EP/IV/513, Ezhupunna, Alappuzha Dist, Kerala-688548",Alappuzha Dist,India,"Freeze dried fish & fishery products, Raw block frozen fish &fishery products & Canned shrimp in brine",06/04/2026
686,CAP Seafoods Private Limited,CAP Seafoods Private Limited,"1/71, Vypeen Island,Azheekal P.O., ErnakulamDistrict, Kochi , Kerala.Pin Code - 682510.",Kochi,India,"Freezing of Raw Fish & Fishery Products (IF/Blast/IQF), Freezing of Blanched and Cooked Fish & Fishery Products (IQF), Shrimps (Sea Caught & Aquaculture)/ Cephalopods, Histamine & Non Histamine Forming Fishes to All countries excluding uncooked prawns to Australia

Additional Facility: Cold Store-B, capacity 150MT",14/02/2028
689,THREE STAR MARINE EXPORTS,THREE STAR MARINE EXPORTS,"AP II/643 A,INDUSTRIAL ESTATE AROOR -688534 ,ALLEPPEY DIST.KERALA,INDIA",ALLEPPEY DIST.KERALA,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST/IF)FISHES-(HISTAMINE & NON HISTAMINE FORMING )SHRIMPS-(SEACAUGHT & AQUACULTURE) & CEPHALOPODS,22/02/2026
696,RF EXPORTS,RF EXPORTS,"ERAMALLOOR, ALAPPUZHA-688537, KERALA",ALAPPUZHA-688537,India,"Freezing of Raw Fish & Fishery Products, Fishes (Including Histamine forming Fishes), Shrimps (Sea Caught & Aquaculture), Lobster (Sea Caught) & Cephalopods (Block/Blast/IQF), Freezing of Raw Breaded Fish & Fishery Products IQF, Freezing of Par Fried Breaded/coated Shrimps (Sea caught & Aquaculture) IQF, Freezing of Blanched Shrimps/Cephalopods",25/03/2028
707,A. S. MARINE INDUSTRIES PRIVATE LIMITED,A. S. MARINE INDUSTRIES PRIVATE LIMITED,"CC XVIII/263, Nadakadavu Road, Kochi-682006,Kerala",Kochi-682006,India,"Freezing of Raw Fish & Fishery Products (Block,Blast & IF), Fishes(Histamine & Non-Histamine forming) Shrimps (Sea-caught & Aquaculture)Crab & Cephalopods",19/04/2026
712,INTERSEAS,INTERSEAS,"X/763-B, CHANDIROOR, P.O.,688547, ALAPPUZHA, KERALAINDIA",ALAPPUZHA,India,"PACKING OF FRESHCHILLED FISH &FISHERY PRODUCTS &FREEZING OFRAW FISH & FISHERYPRODUCTS (BLOCK/BLAST)SHRIMPS(SEA CAUGHT &AQUACULTURE),CEPHALOPODS,HISTAMINE & NON-HISTAMINE FORMING FISHES",11/04/2028
713,Indian Aquatic Products,Indian Aquatic Products,"Sakthikulangara P.O., Kollam-691581, Kerala",Kollam-691581,India,"Freezing of Raw Fish & Fishery Products (Block/IF), Fishes (Histamine and Non-Histamine Forming), Crustacean (Sea-Caught/ Wild-caught), Sea Caught â?? Cephalopods to All countries excluding CU & uncooked prawns to Australia. Bivalves & Gastropods to Non-EU Countries Only. 
(Category-PP, Product-U, Activity-F)",18/10/2027
718,MANGALA MARINE EXIM INDIA PRIVATE LIMITED,MANGALA MARINE EXIM INDIA PRIVATE LIMITED,"XXII/1388-A,NATIONAL HIGHWAY ROAD,EDAKOCHI,KOCHI",EDAKOCHI,India,"Freezing of Raw /Blanched/Cooked Fish & Fishery Products(IQF), Fishes (Histamine & Non-Histamine forming), Shrimps (Sea caught/Wild Caught & Aquaculture) and  Cephalopods",05/06/2028
727,PARAGON SEA FOODS PVT LTD,PARAGON SEA FOODS PVT LTD,"NEAR RAILWAY OVER BRIDGE , AROOR,   ALAPPUZHA -688534, KERALA , INDIA",KERALA,India,FREEZING OF RAW FISH & FISHERY PRODUCTS FISHES (HISTAMINE & NON HISTAMINE FORMING) SHRIMPS(SEA CAUGHT & AQUACULTURE ) &  CEPHALOPODS,14/02/2026
730,ABAD FISHERIES PVT LTD(UNIT VII),ABAD FISHERIES PVT LTD(UNIT VII),"1/99,PALLIPURAM P.O,MUNAMBAM-683515,KERALA,INDIA",KERALA,India,"Freezing of Raw Fish& Fishery products (Block/Blast/-IF),Shrimps (Sea Caught/Wild Caught),Fishes ( Histamine and Non Histamine forming ) and Cephalopods 

Application No. 54063107 has been submitted for approval of additional activity for Processing of Crabs and Lobsters",04/02/2028
732,GEO AQUATIC PRODUCTS PVT. LTD.,GEO AQUATIC PRODUCTS PVT. LTD.,"VELUTHULLY ROAD, CHANDIROOR,ALAPPUZHA-688547,KERALA",ALAPPUZHA-688547,India,Packing of Fresh/Chilled Fishery Products and Freezing of Raw/Blanched /Cooked Fish & Fishery  Products (Block/Blast/IQF)-Shrimps ( Sea Caught & Aquaculture ) Cephalopods/Histamine & Non-Histamine forming fishes.,17/05/2028
735,INTERNATIONALFREEZFISH EXPORTS (UNIT-II),INTERNATIONALFREEZFISH EXPORTS (UNIT-II),"A.P.II/809 A,CHEMICALINDUSTRIAL ESTATEAROOR-688534,ALAPPUZHAAROOR-688534,ALAPPUZHA",ALAPPUZHAAROOR-688534,India,"FREEZING OF RAW FISH & FISHERY PRODUCTS
(BLAST-IF/BLOCK) 
FISHES (HISTAMINE&NON-HISTAMINEFORMING )
SHRIMPS (SEA CAUGHT)&CEPHALOPODES",12/03/2026
736,BABY MARINE SARASS,BABY MARINE SARASS,"Plot No. 7B, Industrial Area, Baikampady, New Mangalore – 575011, Karnataka",New Mangalore – 575011,India,Packing of Fresh Chilled Fishery Products and Freezing of Raw Fish & Fishery Products,23/03/2026
737,Charly Fisheries,Charly Fisheries,"Mamachanthuruth, Building No. 291,Ward No. NGP-5, Neendakara, Kollam, Kerala-691582",Kollam,India,"Freezing of Raw Fish & Fishery Products, Fishes (Histamine & Non- Histamine Forming), Shrimps (Sea caught & Aquaculture) & Cephalopods, (Bivalve & Gastropods for Non-EU Countries only)",23/04/2026
738,ASWIN ASSOCIATES,ASWIN ASSOCIATES,"XIII/831,VIAKS ROAD, KARUVELIPADY, COCHIN- 682 005, KERALA, INDIA",KERALA,India,"Freezing of Raw Fish & Fishery Products (Block/Blast/IQF), Freezing of Blanched/Cooked Fish & Fishery Products (IQF)- Fishes (Histamine & Non Histamine forming)- Shrimps (Aquaculture/Sea Caught)  &  Cephalopods.",12/03/2028
