approval_no,name,company_name,country,region,city,address,town_region,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,scope,expiry_date,status,verified,verification_level,admin_notes
1350,B-ONE BUSINESS HOUSE PVT. LTD (EIC #1350),B-ONE BUSINESS HOUSE PVT. LTD,India,Odisha,BALASORE,"PLOT NO-3891/ 6236  , SRIKONCHANDIPUR   , 
BALASORE -756025 , ODISHA ,INDIA",ODISHA,24.8352,92.7158,7,"756025, Odisha, India",Fish,Freezing of Raw Fish & Fishery Products(Block/IQF) Crustaceans,14/04/2026,approved,true,documentation_verified,EIC FFP approved unit #1350. Scope: Freezing of Raw Fish & Fishery Products(Block/IQF) Crustaceans. Expiry: 14/04/2026.
1357,SREERAGAM EXPORTS PRIVATE LIMITED (EIC #1357),SREERAGAM EXPORTS PRIVATE LIMITED,India,Odisha,PIN,"BENT,CHAMPAGARH,CHANDPUR,DIST-NAYAGARH,ODISHA, PIN-752024,INDIA",PIN-752024,22.1621,83.4364,7,"752024, Odisha, India",Cephalopods,"Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes",29/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #1357. Scope: Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fishes. Expiry: 29/07/2027."
1359,BASU INTERNATIONAL (UNIT V) (EIC #1359),BASU INTERNATIONAL (UNIT V),India,West Bengal,PIN,"JAGAIBASAN, P.O- DIGHA, DIST- PURBA MEDINIPUR, PIN-721428, WEST BENGAL",PIN-721428,22.3912,84.4055,7,"721428, West Bengal, India",Fish,Packing of Fresh / Chilled Fish & Fishery Products & Freezing of Raw Fish & Fishery Products (Block Frozen / IF/ IQF) PPa,06/01/2028,approved,true,documentation_verified,EIC FFP approved unit #1359. Scope: Packing of Fresh / Chilled Fish & Fishery Products & Freezing of Raw Fish & Fishery Products (Block Frozen / IF/ IQF) PPa. Expiry: 06/01/2028.
1362,Aqua Fauna Exports (EIC #1362),Aqua Fauna Exports,India,West Bengal,Barrackpore Road,"Ward no. 5, 1112/1, Talikhola, Barasat, Barrackpore Road,West Bengal-700126",Barrackpore Road,24.0,88.0,1,"West Bengal, India",Fish,Packing of Fresh/Chilled Fish & Fishery Product,15/02/2026,approved,true,documentation_verified,EIC FFP approved unit #1362. Scope: Packing of Fresh/Chilled Fish & Fishery Product. Expiry: 15/02/2026.
1363,NDM SEAFOOD PROCESSORS AND EXPORTERS PRIVATE LIMITED (EIC #1363),NDM SEAFOOD PROCESSORS AND EXPORTERS PRIVATE LIMITED,India,West Bengal,Hooghly,"Hosennabad Village, Mogra, Hooghly - 712148, West Bengal",Hooghly - 712148,22.90877,88.39674,1,"Hugli, India",Shrimp,"Freezing of Raw Fish & Fishery Products (Block/IQF), Freezing of Blanched/Cooked Fish and Fishery Products(IQF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea caught/Wild caught)",11/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #1363. Scope: Freezing of Raw Fish & Fishery Products (Block/IQF), Freezing of Blanched/Cooked Fish and Fishery Products(IQF) -Fishes (Histamine & Non- Histamine fo.... Expiry: 11/07/2027."
1365,Highland Agro Food Private Limited (EIC #1365),Highland Agro Food Private Limited,India,Odisha,BALASORE,"PLOT-NO.347-358,GADABHANGA,KHANTAPADA,BALASORE-756043,ODISHA",BALASORE-756043,22.1967,84.1933,7,"756043, Odisha, India",Fish,PACKING OF FRESH & CHILLED FISHERY PRODUCTS.,14/08/2027,approved,true,documentation_verified,EIC FFP approved unit #1365. Scope: PACKING OF FRESH & CHILLED FISHERY PRODUCTS.. Expiry: 14/08/2027.
1366,"Orchid Marine Export pvt. Ltd, (EIC #1366)","Orchid Marine Export pvt. Ltd,",India,Odisha,BALASORE,"KHALADIHA,NO.1,BADASIMULIA,BALIAPAL,BALASORE-756026,ODISHA",BALASORE-756026,21.7769,86.779,7,"756026, Odisha, India",Fish,Freezing of Raw Fish & Fishery Products(Block & IQF) Crustaceans only,26/09/2027,approved,true,documentation_verified,EIC FFP approved unit #1366. Scope: Freezing of Raw Fish & Fishery Products(Block & IQF) Crustaceans only. Expiry: 26/09/2027.
1367,Pasupati Aquatics Private Limited (EIC #1367),Pasupati Aquatics Private Limited,India,West Bengal,Pin,"Haria, Atmaramchak, J.L. No. 131, P.O., Haria, P.S., Khejuri, Dist.-Purba Medinipur, West Bengal, Pin-721430, India",Pin-721430,22.42114,87.32257,7,"Medinīpur, Paschim Medinipur, India",Fish,"Freezing of Raw Frozen Fish & Fishery Products Ã?Â¢?? Block / IQF), Freezing of Blanched / Cooked Fish & Fishery Products Ã?Â¢?? (IQF)",15/12/2027,approved,true,documentation_verified,"EIC FFP approved unit #1367. Scope: Freezing of Raw Frozen Fish & Fishery Products Ã?Â¢?? Block / IQF), Freezing of Blanched / Cooked Fish & Fishery Products Ã?Â¢?? (IQF). Expiry: 15/12/2027."
1370,Bhimraj Export (EIC #1370),Bhimraj Export,India,Odisha,KHURDA,"BADAPOKHARIA,PO-NILAGIRI-PATANA,PS-NIRAKARPUR,KHURDA,ODISHA-752019",KHURDA,19.9833,85.55,7,"752019, Odisha, India",Cephalopods,"Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fin Fishes",14/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #1370. Scope: Freezing of raw Fish and Fishery Products (Block/IF/IQF)-Crustaceans,Cephalopods, Scrombroid & non-scrombroid Fin Fishes. Expiry: 14/03/2028."
1371,AQUATECH FEED & SEAFOODS PRIVATE LIMITED (EIC #1371),AQUATECH FEED & SEAFOODS PRIVATE LIMITED,India,West Bengal,DIST.-HOWRAH,"HANUMAN COMPLEX, VILLAGE-ISLAMPUR, P.O-ISLAMPUR,DIST.-HOWRAH, WEST BENGAL-711401.",DIST.-HOWRAH,22.57688,88.31857,6,"Hāora, India",Fish,"Freezing of Raw Fish & Fishery Products(Block, IF & IQF(Cooking/Blanching) )",05/04/2028,approved,true,documentation_verified,"EIC FFP approved unit #1371. Scope: Freezing of Raw Fish & Fishery Products(Block, IF & IQF(Cooking/Blanching) ). Expiry: 05/04/2028."
1373,SHNAKHA DEEP EXPORTS PRIVATE LIMITED(UNIT_II) (EIC #1373),SHNAKHA DEEP EXPORTS PRIVATE LIMITED(UNIT_II),India,West Bengal,KOLKATA,"CHONDIGORI, BADU, NORTH 24 PARGANAS, KOLKATA-700128, WEST BENGAL",KOLKATA-700128,22.6432,87.9701,7,"700128, West Bengal, India",Fish,"FREEZENG OF RAW / COOKED FISH & FISHERY PRODUCTS (BLOCK, IF & IQF)",18/05/2028,approved,true,documentation_verified,"EIC FFP approved unit #1373. Scope: FREEZENG OF RAW / COOKED FISH & FISHERY PRODUCTS (BLOCK, IF & IQF). Expiry: 18/05/2028."
1378,Ashadeep Aquaculture Pvt. Ltd (EIC #1378),Ashadeep Aquaculture Pvt. Ltd,India,Odisha,Pin,"Plot No. -768, 751, 764 / 842, 443, 766, 767, 448, 441, Tinipada, Jugal Kishorepur, Mankhani, PS:Khantapada, Dist: Balasore, Odisha, Pin-756043",Odisha,22.23406,76.96431,9,"Harda, India",Cephalopods,"Freezing of Raw Fish & Fishery Products (Block/Blast)-Crustaceans, Cephalopods Scrombroid & Non-Scrombroid Fin Fishes",04/04/2026,approved,true,documentation_verified,"EIC FFP approved unit #1378. Scope: Freezing of Raw Fish & Fishery Products (Block/Blast)-Crustaceans, Cephalopods Scrombroid & Non-Scrombroid Fin Fishes. Expiry: 04/04/2026."
1381,Snow World Marine Exports Private Limited (EIC #1381),Snow World Marine Exports Private Limited,India,Odisha,ODISHA,"BAHAL, REMUNA, BALASORE,
ODISHA -756060, INDIA",ODISHA -756060,22.6439,85.4797,7,"756060, Odisha, India",Shrimp,All countries excluding uncooked prawns to Australia,28/08/2026,approved,true,documentation_verified,EIC FFP approved unit #1381. Scope: All countries excluding uncooked prawns to Australia. Expiry: 28/08/2026.
1382,BRC MARINE PRODUCTS (EIC #1382),BRC MARINE PRODUCTS,India,Odisha,Odisha,"Plot No. 288/1123, 288/1124, Narasingh prasad, P.O: Dosinga, Via- Dhamara, Dist: Bhadrak, Odisha, PIN: 756171 
Call: 9678071393
Email: brc.marine@outlook.com",Odisha,21.05447,86.5156,7,"Bhadrakh, Bhadrak, India",Shrimp,"No Change in scope but country need to be corrected as ""All countries other than uncooked prawns to Australia"".",02/11/2026,approved,true,documentation_verified,"EIC FFP approved unit #1382. Scope: No Change in scope but country need to be corrected as ""All countries other than uncooked prawns to Australia"".. Expiry: 02/11/2026."
1383,GADRE MARINE EXPORT PRIVATE LIMITED (EIC #1383),GADRE MARINE EXPORT PRIVATE LIMITED,India,Odisha,Balasore,"Surimi Unit, Salt Road, Tundara, PO Inchudi, Remuna Block, Balasore 756021, Odisha.",Balasore 756021,21.49266,86.93348,1,"Balasore, Bāleshwar, India",,Raw Frozen F & FP (Block frozen),31/12/2026,approved,true,documentation_verified,EIC FFP approved unit #1383. Scope: Raw Frozen F & FP (Block frozen). Expiry: 31/12/2026.
1385,ABBA KABA OVERSEAS PRIVATE LIMITED (EIC #1385),ABBA KABA OVERSEAS PRIVATE LIMITED,India,Odisha,State,"At- Mulijhara, Po- Kusumi, P.S- Tangi, Dist-Khurdha, State- Odisha, Pin- 752021",State- Odisha,20.5,84.41667,1,"Odisha, India",Fish,Raw Frozen Fish and Fishery Products (Block & IQF),20/03/2027,approved,true,documentation_verified,EIC FFP approved unit #1385. Scope: Raw Frozen Fish and Fishery Products (Block & IQF). Expiry: 20/03/2027.
1387,SEA DORIS MARINE EXPORTS (EIC #1387),SEA DORIS MARINE EXPORTS,India,West Bengal,PIN,"Dag No.-756,J.L. No.-96,
Mouza-Chandipur,
P.O.-B. Gobindapur,
P.S.-Bhangar, Dist.-South 24 Parganas, West Bengal,
PIN-743502, India",PIN-743502,24.0,88.0,1,"West Bengal, India",Shrimp,"a) To process F & FP for export to all countries
     excluding CU & uncooked prawns to Australia.",20/03/2027,approved,true,documentation_verified,"EIC FFP approved unit #1387. Scope: a) To process F & FP for export to all countries
     excluding CU & uncooked prawns to Australia.. Expiry: 20/03/2027."
146,Rahul Foods (Goa) (EIC #146),Rahul Foods (Goa),India,Goa,Goa,"Next to Government Fish Farm, Dauji, Ela, Old-Goa, Goa-403402, India",Goa-403402,15.4198,74.0165,7,"403402, Goa, India",Fish,Frozen (Block/IF-Blast) Raw Fish and Fishery Products (Excluding Aquaculture),12/02/2026,approved,true,documentation_verified,EIC FFP approved unit #146. Scope: Frozen (Block/IF-Blast) Raw Fish and Fishery Products (Excluding Aquaculture). Expiry: 12/02/2026.
1501,A M FISHERIES (EIC #1501),A M FISHERIES,India,Kerala,Ambalapuzha Alappuzha,"XIII/378,Kakkazhom Vandanam P.O.,Ambalapuzha Alappuzha-688005, Kerala",Ambalapuzha Alappuzha-688005,9.4617,76.3382,7,"688005, Kerala, India",Cephalopods|Shrimp,Packing of Fresh/Chilled F & FP Freezing of Raw/ Blanched F & FP (Block /Blast/IQF): Fishes (Histamine and Non-Histamine) Shrimps  (Sea caught /Aquaculture)  & Cephalopods. IQF of cooked Shrimps (Sea caught & Aquaculture).,12/12/2027,approved,true,documentation_verified,EIC FFP approved unit #1501. Scope: Packing of Fresh/Chilled F & FP Freezing of Raw/ Blanched F & FP (Block /Blast/IQF): Fishes (Histamine and Non-Histamine) Shrimps  (Sea caught /Aquacu.... Expiry: 12/12/2027.
1503,FEBIN MARINE FOODS (EIC #1503),FEBIN MARINE FOODS,India,Kerala,ALAPPUZHA,"ERAMALLOOR , ALAPPUZHA-688537,KERALA,INDIA.",KERALA,9.7556,76.3278,7,"688537, Kerala, India",Cephalopods|Crab|Shrimp,"Freezing of Raw/Blanched /Cooked/Frozen Breaded Fish & Fishery products IQF, Freezing of  Raw Marinated Shrimps ,Frozen Cooked & Peeled Shrimps , Frozen Crab meat- Fishes (Histamine & Non Histamine forming), Crustaceans- Shrimps (Aquaculture /Sea Caught/Wide Caught), Crabs (Sea Caught/Wide Caught) & Cephalopods.",23/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #1503. Scope: Freezing of Raw/Blanched /Cooked/Frozen Breaded Fish & Fishery products IQF, Freezing of  Raw Marinated Shrimps ,Frozen Cooked & Peeled Shrimps , Froz.... Expiry: 23/01/2028."
1504,GRAND MARINE FOODS (EIC #1504),GRAND MARINE FOODS,India,Kerala,Alappuzha District,"11/750A, Industrial Development Area, Aroor P.O., Pin-688534, Alappuzha District, Kerala",Alappuzha District,9.7556,76.3278,7,"688534, Kerala, India",Cephalopods|Lobster|Shrimp,"Packing of Fresh Chilled Fish & Fishery Products and Freezing of Raw Blanched Fish & Fishery Products (Block/Blast/IF/IQF), Freezing of Blanched Fish & Fishery Products (IQF) â?? Fishes (Histamine & Non- Histamine forming), Crustaceans-Shrimps (Aquaculture/Sea caught), Lobsters & Cephalopods, Freezing of (cooked Shrimps & Cephalopods)",26/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #1504. Scope: Packing of Fresh Chilled Fish & Fishery Products and Freezing of Raw Blanched Fish & Fishery Products (Block/Blast/IF/IQF), Freezing of Blanched Fish .... Expiry: 26/03/2028."
1511,Mukka Proteins Limited (EIC #1511),Mukka Proteins Limited,India,Karnataka,Mangalore,"D.NO.14-161 to 164, Sasihithlu road, Mukka,Mangalore-575021,Karnataka.",Mangalore-575021,14.66667,75.83333,1,"Karnātaka, India",Fish,"Processing of Steam Dried Fish Meal, Fish Oil and Fish Soluble Paste (Not fit for Human Consumption)",17/04/2028,approved,true,documentation_verified,"EIC FFP approved unit #1511. Scope: Processing of Steam Dried Fish Meal, Fish Oil and Fish Soluble Paste (Not fit for Human Consumption). Expiry: 17/04/2028."
1512,Janatha Fish Meal & Oil Products (EIC #1512),Janatha Fish Meal & Oil Products,India,Karnataka,UdupiDist,"Manoor Fisheries Road,Kota-576221, UdupiDist,Karnataka",UdupiDist,14.66667,75.83333,1,"Karnātaka, India",Fish,"Processing & Packing of Steam Dried Fish Meal, Fish oil, Fish Soluble & Fish Soluble Powder (Not fit for Human Consumption)",25/06/2028,approved,true,documentation_verified,"EIC FFP approved unit #1512. Scope: Processing & Packing of Steam Dried Fish Meal, Fish oil, Fish Soluble & Fish Soluble Powder (Not fit for Human Consumption). Expiry: 25/06/2028."
1517,Bawa FishMeal & Oil Co (EIC #1517),Bawa FishMeal & Oil Co,India,Karnataka,Mangalore,"D. No. 15-3 & 15-4, Sasihithlu Road, Mukka, Surathkal,Mangalore-575021,Karnataka",Mangalore-575021,14.66667,75.83333,1,"Karnātaka, India",Fish,"Processing and Packing of Steam Dried Fish Meal, Fish Soluble Paste and Fish Oil (Not Fit for Human Consumption)",13/02/2026,approved,true,documentation_verified,"EIC FFP approved unit #1517. Scope: Processing and Packing of Steam Dried Fish Meal, Fish Soluble Paste and Fish Oil (Not Fit for Human Consumption). Expiry: 13/02/2026."
1521,M/s Seafood Innovations (EIC #1521),M/s Seafood Innovations,India,Kerala,688538,"Kodamthuruthu, Kuthiathode P.O., Cherthala, Alappuzha Dist., 688538, Kerala",688538,10.41667,76.5,1,"Kerala, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products (Block/Blast/IF/IQF), Freezing of Blanched & Cooked Fishery Products (IQF) Shrimps (Sea-caught & Aquaculture) & Cephalopods and Histamine & Non-Histamine forming fishes",08/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #1521. Scope: Freezing of Raw Fish & Fishery Products (Block/Blast/IF/IQF), Freezing of Blanched & Cooked Fishery Products (IQF) Shrimps (Sea-caught & Aquaculture) .... Expiry: 08/07/2027."
1523,DOLPHIN WIRES PRIVATE LIMITED (EIC #1523),DOLPHIN WIRES PRIVATE LIMITED,India,Kerala,ALAPPUZHA,"AP II/722, INDUSTRIAL ESTATEAROOR, ALAPPUZHA-688534KERALA, INDIA",ALAPPUZHA-688534KERALA,9.7556,76.3278,7,"688534, Kerala, India",Cephalopods|Shrimp,Freezing of Raw  Fish & Fishery Products(Block/IF) Fishes(Histamine & Non Histamine forming) Shrimps - (Sea Caught/Wild Caught/Aquaculture) & Cephalopods,08/10/2027,approved,true,documentation_verified,EIC FFP approved unit #1523. Scope: Freezing of Raw  Fish & Fishery Products(Block/IF) Fishes(Histamine & Non Histamine forming) Shrimps - (Sea Caught/Wild Caught/Aquaculture) & Cephalop.... Expiry: 08/10/2027.
1524,Arbee Biomarine Extracts Private Limited (EIC #1524),Arbee Biomarine Extracts Private Limited,India,Karnataka,Mysore,"Plot No.13/P2, Thandya Industrial Area, Nanjangudi Dist., Mysore-570302, Karnataka",Mysore-570302,14.66667,75.83333,1,"Karnātaka, India",Fish,"Processing and packing of Fish Oil-Ester, Purified Fish Oil-Ester (Enzymatic), Semi-Refined Fish Oil - Fit for Human Consumption)",03/11/2027,approved,true,documentation_verified,"EIC FFP approved unit #1524. Scope: Processing and packing of Fish Oil-Ester, Purified Fish Oil-Ester (Enzymatic), Semi-Refined Fish Oil - Fit for Human Consumption). Expiry: 03/11/2027."
1525,International Freezfish Exports (Unit 1) (EIC #1525),International Freezfish Exports (Unit 1),India,Kerala,Aroor,"A P II/ 810, Industrial Estate, Aroor- 688534, Alleppey Dist. Kerala",Aroor- 688534,10.41667,76.5,1,"Kerala, India",Cephalopods|Shrimp,"Freezing of Raw Fish& fishery products((Block/IF/IQF),Fishes Histamine and Non-Histamine Forming) ,Shrimps(Seacaught & Aquaculture)&Cephalopodes Category-PPa",04/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #1525. Scope: Freezing of Raw Fish& fishery products((Block/IF/IQF),Fishes Histamine and Non-Histamine Forming) ,Shrimps(Seacaught & Aquaculture)&Cephalopodes Categ.... Expiry: 04/03/2028."
1526,United Marine Products (EIC #1526),United Marine Products,India,Odisha,Mangalore,"Door No.1-1/20, Sea Road, Kotepura, Mangalore, Ullal-575020,",Mangalore,12.8108,74.8629,7,"575020, Karnātaka, India",Fish,"Processing and Packing of Steam Dried Fish Meal, Fish Oil & Fish Soluble Paste (Not fit for Human Consumption).",10/03/2028,approved,true,documentation_verified,"EIC FFP approved unit #1526. Scope: Processing and Packing of Steam Dried Fish Meal, Fish Oil & Fish Soluble Paste (Not fit for Human Consumption).. Expiry: 10/03/2028."
1539,Foodco Delicacies India (P) Ltd. (EIC #1539),Foodco Delicacies India (P) Ltd.,India,Kerala,Alappuzha,"XI/46R, Trichattukulam P.O, Cherthala, Alappuzha-688526,Kerala",Alappuzha-688526,9.6634,76.3807,7,"688526, Kerala, India",Shrimp,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products(Block/Blast/IF),
 Fishes(Histamine & Non-Histamine forming) Shrimps(Sea-Caught and Aqaculture) & Cephalapods",19/04/2026,approved,true,documentation_verified,"EIC FFP approved unit #1539. Scope: Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products(Block/Blast/IF),
 Fishes(Histamine & Non-Histamine forming) .... Expiry: 19/04/2026."
1543,ARBEE AQUATIC PROTEINS PVT. LTD. (EIC #1543),ARBEE AQUATIC PROTEINS PVT. LTD.,India,Kerala,Alleppey Dist,"AP-II/723, Aroor Industrial Area, Aroor-688534, Alleppey Dist., Kerala",Alleppey Dist.,10.41667,76.5,1,"Kerala, India",Fish,Processing and Packing of Steam Dried Fish Meal and Fish oil (Not fit for Human Consumption),01/09/2027,approved,true,documentation_verified,EIC FFP approved unit #1543. Scope: Processing and Packing of Steam Dried Fish Meal and Fish oil (Not fit for Human Consumption). Expiry: 01/09/2027.
1544,BATHSHA MARINE EXPORTS PVT LTD (EIC #1544),BATHSHA MARINE EXPORTS PVT LTD,India,Kerala,ALAPPUZHA,"BUILDING NO.II/732, INDUSTRIAL ESTATE, AROOR,ALAPPUZHA, KERALA-688534  INDIA",ALAPPUZHA,9.41667,76.5,1,"Alappuzha, India",Cephalopods|Shrimp,"PACKING OF FRESH/ CHILLED FISH & FISHERY PRODUCTS, RAW FROZEN FISH & FISHERY PRODUCTS ( BLOCK/ BLAST FROZEN, INDIVIDUALY FROZEN) - FISHES (HISTAMINE & NON-HISTAMINE FORMING), SHRIMPS (SEA-CAUGHT/ WILD CAUGHT & AQUACULTURE) & CEPHALOPODS",28/09/2027,approved,true,documentation_verified,"EIC FFP approved unit #1544. Scope: PACKING OF FRESH/ CHILLED FISH & FISHERY PRODUCTS, RAW FROZEN FISH & FISHERY PRODUCTS ( BLOCK/ BLAST FROZEN, INDIVIDUALY FROZEN) - FISHES (HISTAMINE &.... Expiry: 28/09/2027."
1546,Ullal Fish Meal & Oil Company (EIC #1546),Ullal Fish Meal & Oil Company,India,Odisha,Ullal,"D.No.1-19/ISeaRoad,Kotepura,Ullal, Mangalore-575020",Ullal,12.8108,74.8629,7,"575020, Karnātaka, India",Fish,ProcessingSteamDriedFishMeal&FishOil(NotfitforHumanConsumption),25/11/2027,approved,true,documentation_verified,EIC FFP approved unit #1546. Scope: ProcessingSteamDriedFishMeal&FishOil(NotfitforHumanConsumption). Expiry: 25/11/2027.
1549,EMINENT SEAFOODS PVT LTD (EIC #1549),EMINENT SEAFOODS PVT LTD,India,Kerala,THOPPUMPADY,"16/1127A, PLOT NO.9, COCHIN FISHERIES HARBOUR , THOPPUMPADY ,COCHIN -682005",THOPPUMPADY,9.9399,76.2602,7,"682005, Kerala, India",Cephalopods|Shrimp,"Packing of Raw Fish  & fishery products(Block /Blast, Individually Frozen ) Shrimps ( Sea Caught & Aquaculture ) & Cephalopods /Histamine & Non -Histamine Forming  Fishes( SeaCaught)",17/04/2028,approved,true,documentation_verified,"EIC FFP approved unit #1549. Scope: Packing of Raw Fish  & fishery products(Block /Blast, Individually Frozen ) Shrimps ( Sea Caught & Aquaculture ) & Cephalopods /Histamine & Non -Hista.... Expiry: 17/04/2028."
1556,AUTHENTIC OCEAN TREASURE (EIC #1556),AUTHENTIC OCEAN TREASURE,India,Karnataka,Mangalore,"Plot No. 1P-63A, M.S.E.Z., Mangalore Karnataka, Pin- 574142",Mangalore Karnataka,12.8698101,74.8430082,3,"Mangaluru, Mangaluru taluk, India",Surimi,Manufacturing of Frozen Surimi (Block),31/07/2027,approved,true,documentation_verified,EIC FFP approved unit #1556. Scope: Manufacturing of Frozen Surimi (Block). Expiry: 31/07/2027.
1557,Malpefresh Marine Export Private Limited (EIC #1557),Malpefresh Marine Export Private Limited,India,Karnataka,Udupi,"D.NO. D-II, 19A-5, Devalkunda, Vishnumurthy Temple Rd, Kundapur Taluk, Udupi, Karnataka-576230",Udupi,13.63007,74.69068,7,"Coondapoor, Udupi, India",,nan,23/07/2027,approved,true,documentation_verified,EIC FFP approved unit #1557. Scope: nan. Expiry: 23/07/2027.
1559,BarakaOverseasTraders (EIC #1559),BarakaOverseasTraders,India,Karnataka,Mangalore,"P.B.No.1204,BeachRoad,UllalDakshina, Kannada, Mangalore, Karnataka-575020.",Mangalore,12.8108,74.8629,7,"575020, Karnātaka, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products Shrimps (Sea Caught), Cephalopods , Fishes (Histamine & Non- Histamine Forming) Block & Individual Freezing for exports to all countries excluding European Union (EU), Customs Union (CU) and Uncooked prawn to Australia.",01/10/2027,approved,true,documentation_verified,"EIC FFP approved unit #1559. Scope: Freezing of Raw Fish & Fishery Products Shrimps (Sea Caught), Cephalopods , Fishes (Histamine & Non- Histamine Forming) Block & Individual Freezing fo.... Expiry: 01/10/2027."
1561,AL BADR SEAFOODS PVT. LTD. (UNIT-II) (EIC #1561),AL BADR SEAFOODS PVT. LTD. (UNIT-II),India,Kerala,COCHIN,"PLOT NO. 33 B, CSEZ,KAKKANAD, COCHIN-682037, KERALA",COCHIN-682037,9.9746,76.293,7,"682037, Kerala, India",Cephalopods|Shrimp|Tuna,"Freezing of Raw Fish & Fishery Products,Frozen Pre-Cooked Tuna Loins(Blast/IF),Shrimps(Sea-Caught),Cephalopods, Fishes (Histamine and Non-Histamine Forming) for  all  counties  excluding  EU and  Russia",13/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #1561. Scope: Freezing of Raw Fish & Fishery Products,Frozen Pre-Cooked Tuna Loins(Blast/IF),Shrimps(Sea-Caught),Cephalopods, Fishes (Histamine and Non-Histamine Fo.... Expiry: 13/01/2028."
1563,"Raj Fishmeal and Oil Company – Unit-II, (EIC #1563)","Raj Fishmeal and Oil Company – Unit-II,",India,Karnataka,Udupi District,"D.No 1-23B, 3rdCross Malpe, Madhwaraj Road Malpe, Udupi District, Karnataka -576108.",Udupi District,13.3528,74.7083,7,"576108, Karnātaka, India",Fish,Processing of Steam Dried Fish Meal and Fish Oil (Not fit for Human Consumption),04/06/2028,approved,true,documentation_verified,EIC FFP approved unit #1563. Scope: Processing of Steam Dried Fish Meal and Fish Oil (Not fit for Human Consumption). Expiry: 04/06/2028.
1580,QFROZ TRADES  PRIVATE LIMITED (EIC #1580),QFROZ TRADES  PRIVATE LIMITED,India,Kerala,ALAPPUZHA,"XXII/623,(AP II/857A),
INDUSTRIAL AREA ,AROOR,
ALAPPUZHA -688534,
KERALA,INDIA",KERALA,9.7556,76.3278,7,"688534, Kerala, India",Cephalopods|Shrimp,"Packing of Fresh/ Chilled fish 
and fishery products, Freezing of Raw Fish and Fishery products (Block/IF/Blast), Fishes- (Histamine and Non-Histamine forming), Shrimps (Sea caught/ Aquaculture) & Cephalopods.",06/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #1580. Scope: Packing of Fresh/ Chilled fish 
and fishery products, Freezing of Raw Fish and Fishery products (Block/IF/Blast), Fishes- (Histamine and Non-Histamine.... Expiry: 06/03/2026."
1581,NAS FISHERIES PRIVATE LIMITED (EIC #1581),NAS FISHERIES PRIVATE LIMITED,India,Kerala,KOCHI,"16/1712, Old No.22/1173-A  NH.47,EDAKOCHI,KOCHI-682010,KERALA,INDIA",KERALA,9.9671,76.3031,7,"682010, Kerala, India",Cephalopods|Crab|Lobster|Shrimp|Squid,"Freezing of Raw / Blanched Fish & Fishery Products (Block/ Blast-IF/ IQF), Freezing of Cooked Shrimps & Squid Rings (IQF), Fishes (Histamine and Non -Histamine Forming), Shrimps (Sea caught / Aquaculture), Cephalopods, Crabs and Lobsters.",06/03/2026,approved,true,documentation_verified,"EIC FFP approved unit #1581. Scope: Freezing of Raw / Blanched Fish & Fishery Products (Block/ Blast-IF/ IQF), Freezing of Cooked Shrimps & Squid Rings (IQF), Fishes (Histamine and Non -.... Expiry: 06/03/2026."
1583,Yashaswi Fish Meal and Oil Company- Branch 1 (EIC #1583),Yashaswi Fish Meal and Oil Company- Branch 1,India,Karnataka,Mangalore SEZ Permude Village,"Plot No IP-25A, Mangalore SEZ Permude Village, Mangalore Dakshina Kannada Karnataka-574509",Mangalore SEZ Permude Village,14.66667,75.83333,1,"Karnātaka, India",Surimi,Manufacturing of Frozen Surimi (Fish Paste) - Block Frozen,07/07/2027,approved,true,documentation_verified,EIC FFP approved unit #1583. Scope: Manufacturing of Frozen Surimi (Fish Paste) - Block Frozen. Expiry: 07/07/2027.
